"Gene","logFC","t","PValue","FDR"
"ENSG00000183779",1.04491150116269,5.53034042392846,2.05806070855983e-07,3.87697476278501e-05
"ENSG00000239839",1.01780745142591,4.95131886653306,2.5749158183415e-06,0.000257258312993591
"ENSG00000240247",1.021327380146,4.93471410348049,2.76197441505775e-06,0.000272408764559465
"ENSG00000280987",1.11847716709689,3.47803676124159,0.000716050309837182,0.01250134915358
