"ENTREZID"
"81030"
"55281"
"11118"
"85363"
"64108"
"23586"
"3434"
"11262"
"79932"
"3428"
"79132"
"55303"
"54809"
"8743"
"10170"
"4938"
"219285"
"55008"
"169693"
"554203"
"11274"
"3837"
"4599"
"27348"
"4939"
"84941"
"8638"
"3665"
"5610"
"54936"
"4600"
"130589"
"3431"
"10384"
"3437"
"151636"
"91543"
"3433"
"51191"
"55106"
"55601"
"51246"
"51510"
"6993"
"6672"
"11119"
"10475"
"26157"
"9711"
"6737"
"9636"
"3077"
"8847"
"51251"
"6773"
"51131"
"148932"
"54739"
"4343"
"10964"
"140691"
"85025"
"4940"
"9447"
"112935969"
"79626"
"55337"
"9830"
"200942"
"10628"
"24138"
"26010"
"94120"
"684"
"6614"
"3310"
"10435"
"91351"
"64789"
"23424"
"155038"
"2123"
"127396"
"83666"
"6041"
"57545"
"9881"
"81627"
"474344"
"4236"
"390035"
"10561"
"375056"
"55793"
"102723526"
"138716"
"64135"
"48"
"834"
"10008"
"115761"
"5359"
"105221694"
"11277"
"57097"
"9100"
"9674"
"51315"
"87178"
"7773"
"8439"
"2537"
"2635"
"64761"
"113402"
"10254"
"56913"
"105369723"
"10906"
"80010"
"3017"
"10346"
"5608"
"117854"
"64863"
"94240"
"9111"
"57520"
"3430"
"8900"
"105377633"
"2213"
"8548"
"10800"
"10677"
"54625"
"55017"
"3577"
"9517"
"84984"
"123706512"
"3579"
"84267"
"23780"
"10673"
"51667"
"253018"
"1997"
"200315"
"105377031"
"129607"
"162517"
"100294362"
"9750"
"100507062"
"283219"
"3728"
"8820"
"51534"
"10379"
"2633"
"124904411"
"105371090"
"51513"
"84875"
"105375924"
"4332"
"80231"
"3660"
"8772"
"728340"
"114908"
"7132"
"116071"
"9246"
"220929"
"837"
"6890"
"26253"
"1230"
"101927354"
"57561"
"9938"
"11314"
"27071"
"7130"
"10636"
"26228"
"124460"
"100144748"
"102724163"
"59"
"2745"
"141"
"9976"
"943"
"391533"
"2358"
"8353"
"3959"
"51000"
"151516"
"6503"
"10161"
"10335"
"10473"
"54453"
"143630"
"81609"
"26270"
"158401"
"54682"
"196394"
"29982"
"23111"
"79188"
"8809"
"55133"
"57413"
"114769"
"26269"
"3303"
"57669"
"4778"
"27236"
"84288"
"100529241"
"643072"
"3312"
"4061"
"200010"
"105373148"
"2214"
"2289"
"58472"
"51056"
"4277"
"101929544"
"7752"
"162394"
"26511"
"65080"
"2215"
"710"
"7100"
"112268184"
"102724297"
"101926933"
"84280"
"3499"
"51290"
"115891964"
"3627"
"3034"
"283849"
"8519"
"10627"
"146439"
"6772"
"147015"
"9"
"101927084"
"5493"
"9619"
"91860"
"3772"
"8790"
"10875"
"10410"
"51734"
"54826"
"55196"
"100128770"
"9381"
"3311"
"526"
"81244"
"100506443"
"116369"
"100128646"
"101929412"
"64407"
"9519"
"10240"
"729230"
"221786"
"100421371"
"219537"
"6402"
"399972"
"102724190"
"83452"
"100271243"
"126068"
"338339"
"2124"
"6583"
"137994"
"284390"
"440689"
"8560"
"102725068"
"79908"
"8334"
"29071"
"105377156"
"107985190"
"80345"
"105373098"
"5193"
"55032"
"79722"
"2591"
"5551"
"58484"
"8819"
"1232"
"2047"
"23643"
"838"
"728535"
"2191"
"107080108"
"139341"
"65987"
"103344928"
"102723741"
"3805"
"137886"
"836"
"158747"
"7673"
"51110"
"101927129"
"56925"
"1102"
"719"
"117157"
"100271019"
"27074"
"151188"
"8644"
"728638"
"170482"
"157983"
"122011"
"124903564"
"167838"
"105369734"
"11342"
"5899"
"51379"
"140711"
"100419572"
"79624"
"55582"
"100507632"
"634"
"30061"
"140831"
"53829"
"5414"
"19"
"79989"
"4192"
"55529"
"25797"
"5730"
"135927"
"554313"
"10588"
"107985893"
"51136"
"10205"
"8343"
"8460"
"100270827"
"4117"
"159686"
"8807"
"25984"
"168537"
"100419893"
"100289061"
"81487"
"259286"
"83483"
"10894"
"4502"
"23601"
"1052"
"122945"
"100270940"
"256586"
"140"
"83872"
"100528021"
"105375903"
"100506229"
"119774"
"100132417"
"7568"
"79738"
"119775"
"126868"
"2180"
"8778"
"3759"
"3429"
"2710"
"645482"
"222235"
"7850"
"442167"
"23547"
"643784"
"8347"
"79020"
"54979"
"55709"
"4987"
"100505755"
"3811"
"247"
"4247"
"714"
"55301"
"100302736"
"100533184"
"100526783"
"100534599"
