"Gene","logFC","t","PValue","FDR","SYMBOL","GENENAME"
"ENSG00000125485",-0.2951700843115,-1.85111402650387,0.0667415068341943,0.216958844821838,"DDX31","DEAD-box helicase 31"
"ENSG00000286314",-0.271911869252655,-1.85058867193855,0.0668177319434787,0.217169157065433,NA,NA
"ENSG00000240632",0.397226982573334,1.850386943631,0.0668470205383647,0.217202636736498,NA,NA
"ENSG00000087586",-0.331473909052119,-1.85035890073891,0.0668510928866235,0.217202636736498,"AURKA","aurora kinase A"
"ENSG00000119977",-0.292198899640901,-1.850125172717,0.0668850425835651,0.217275466837248,"TCTN3","tectonic family member 3"
"ENSG00000146802",-0.175848046606366,-1.85000783973852,0.0669020909724057,0.217293377541065,"TMEM168","transmembrane protein 168"
"ENSG00000255136",0.389490510694014,1.84991300165394,0.066915873519871,0.217300394777563,NA,NA
"ENSG00000182774",0.19189508931688,1.84983423722616,0.0669273219290489,0.217300394777563,"RPS17","ribosomal protein S17"
"ENSG00000118939",-0.290959810215812,-1.8496379460881,0.0669558599545013,0.21735559018144,"UCHL3","ubiquitin C-terminal hydrolase L3"
"ENSG00000197128",0.35735884788406,1.8490422932265,0.0670425218091082,0.217374703242682,"ZNF772","zinc finger protein 772"
"ENSG00000259363",0.342004781546063,1.84922390508964,0.0670160890936299,0.217374703242682,NA,NA
"ENSG00000261003",0.337835420520389,1.8491243345331,0.0670305800229128,0.217374703242682,NA,NA
"ENSG00000232888",0.30472416953757,1.84935953989909,0.0669963537831777,0.217374703242682,"RPS11P5","ribosomal protein S11 pseudogene 5"
"ENSG00000236438",-0.228796489420211,-1.84920700457147,0.0670185485142528,0.217374703242682,NA,NA
"ENSG00000148943",-0.225010645374736,-1.84933018370975,0.0670006247940919,0.217374703242682,"LIN7C","lin-7 cell polarity scaffold C"
"ENSG00000137692",-0.186075190616024,-1.84907346395439,0.0670379844445812,0.217374703242682,"DCUN1D5","defective in cullin neddylation 1 domain containing 5"
"ENSG00000278434",0.346748464016564,1.84818624505129,0.0671672325388159,0.217666665502531,NA,NA
"ENSG00000283445",0.301710538777395,1.84826108910747,0.0671563214019125,0.217666665502531,NA,NA
"ENSG00000135837",-0.128849437938143,-1.84826942691244,0.0671551059669532,0.217666665502531,"CEP350","centrosomal protein 350"
"ENSG00000273345",-0.259669466969553,-1.84799203822088,0.0671955518669192,0.217720984875993,NA,NA
"ENSG00000133318",-0.196321175937744,-1.84759734047675,0.0672531375531799,0.217870095481823,"RTN3","reticulon 3"
"ENSG00000262094",0.366054616396933,1.84696779768291,0.067345071866506,0.218018216128499,NA,NA
"ENSG00000234358",-0.322981974561627,-1.84699179567736,0.067341565436245,0.218018216128499,"RPL7AP42","ribosomal protein L7a pseudogene 42"
"ENSG00000175203",-0.192356788511874,-1.84699131388091,0.067341635831699,0.218018216128499,"DCTN2","dynactin subunit 2"
"ENSG00000131069",-0.176485202073877,-1.84696723971581,0.0673451533948263,0.218018216128499,"ACSS2","acyl-CoA synthetase short chain family member 2"
"ENSG00000246451",-0.203988879964572,-1.84677382839783,0.0673734189801825,0.218043456882436,NA,NA
"ENSG00000091640",0.120930824295253,1.84675549002144,0.0673760995069889,0.218043456882436,"SPAG7","sperm associated antigen 7"
"ENSG00000158296",0.353249257628233,1.84658507978549,0.0674010126825013,0.218086615752827,"SLC13A3","solute carrier family 13 member 3"
"ENSG00000253710",-0.202481353127455,-1.84644048528869,0.0674221577410701,0.21811756955629,"ALG11","ALG11 alpha-1,2-mannosyltransferase"
"ENSG00000285976",-0.406398270236558,-1.8457079652493,0.0675293642357606,0.218389384287255,"LOC128125822","uncharacterized LOC128125822"
"ENSG00000154814",-0.256111636567269,-1.84571266233888,0.0675286763502565,0.218389384287255,"OXNAD1","oxidoreductase NAD binding domain containing 1"
"ENSG00000114904",-0.300770609592566,-1.8452226002067,0.0676004771036369,0.218581837912515,"NEK4","NIMA related kinase 4"
"ENSG00000122188",-0.246284201466606,-1.84508519940423,0.0676206196045483,0.218609444329926,"LAX1","lymphocyte transmembrane adaptor 1"
"ENSG00000152749",-0.233550022075735,-1.84490231251417,0.0676474379755544,0.218658619866763,"GPR180","G protein-coupled receptor 180"
"ENSG00000113552",-0.237293436017131,-1.84477954084463,0.0676654460768951,0.218679305746535,"GNPDA1","glucosamine-6-phosphate deaminase 1"
"ENSG00000125898",0.230913470824208,1.84441312871418,0.0677192150270153,0.218815535622455,"FAM110A","family with sequence similarity 110 member A"
"ENSG00000123374",-0.182000038288744,-1.84432541634374,0.067732091612717,0.218819609295209,"CDK2","cyclin dependent kinase 2"
"ENSG00000064012",-0.198889174179525,-1.84402007875076,0.0677769325151515,0.218926929821746,"CASP8","caspase 8"
"ENSG00000160298",0.284944167744273,1.84383048793979,0.0678047876638008,0.218941822079308,"C21orf58","chromosome 21 open reading frame 58"
"ENSG00000144815",-0.181603577734822,-1.84387974408544,0.0677975499124294,0.218941822079308,"NXPE3","neurexophilin and PC-esterase domain family member 3"
"ENSG00000229891",-0.314123634832124,-1.84352622919955,0.0678495100477333,0.218999481624355,"LINC01315","long intergenic non-protein coding RNA 1315"
"ENSG00000136518",-0.306494059354979,-1.84347174842272,0.067857520662563,0.218999481624355,"ACTL6A","actin like 6A"
"ENSG00000143412",0.276743988554376,1.84354413176578,0.0678468779048329,0.218999481624355,"ANXA9","annexin A9"
"ENSG00000260139",0.393417889164278,1.84328052150976,0.0678856440688692,0.219015201741627,"CSPG4P13","chondroitin sulfate proteoglycan 4 pseudogene 13"
"ENSG00000039123",-0.244618335811215,-1.84332506443732,0.0678790923511451,0.219015201741627,"MTREX","Mtr4 exosome RNA helicase"
"ENSG00000094804",-0.258314472737069,-1.84303987562121,0.0679210492389856,0.219023117136666,"CDC6","cell division cycle 6"
"ENSG00000175066",-0.218451563946699,-1.84303263342933,0.0679221149892502,0.219023117136666,"GK5","glycerol kinase 5"
"ENSG00000141295",-0.209767397320782,-1.84286878206047,0.0679462308390845,0.219023117136666,"SCRN2","secernin 2"
"ENSG00000166747",-0.205671221381018,-1.84289826095772,0.0679418915717661,0.219023117136666,"AP1G1","adaptor related protein complex 1 subunit gamma 1"
"ENSG00000117090",-0.184998209331204,-1.84291756255596,0.0679390505188624,0.219023117136666,"SLAMF1","signaling lymphocytic activation molecule family member 1"
"ENSG00000101844",-0.308259696985556,-1.84198274921625,0.0680767619015071,0.219331287959738,"ATG4A","autophagy related 4A cysteine peptidase"
"ENSG00000105479",0.257070767865287,1.84204930887953,0.0680669490264977,0.219331287959738,"ODAD1","outer dynein arm docking complex subunit 1"
"ENSG00000166181",-0.255713098700261,-1.84200117073821,0.068074045903038,0.219331287959738,"API5","apoptosis inhibitor 5"
"ENSG00000076321",-0.255056342922124,-1.84148069734513,0.0681508172682513,0.219532335105903,"KLHL20","kelch like family member 20"
"ENSG00000225873",-0.298663004215219,-1.84090601473156,0.068235668429703,0.219768083754274,NA,NA
"ENSG00000286757",0.337702401984832,1.84052458568144,0.0682920345218586,0.219894480923421,NA,NA
"ENSG00000107614",-0.153644052079187,-1.84048247901258,0.0682982592569771,0.219894480923421,"TRDMT1","tRNA aspartic acid methyltransferase 1"
"ENSG00000282798",0.31290455416945,1.84040303244099,0.0683100053312482,0.219894716409784,NA,NA
"ENSG00000204576",-0.179116957470873,-1.83985288820859,0.0683913896319494,0.22011908386924,"PRR3","proline rich 3"
"ENSG00000165424",-0.228153852711625,-1.83932907160604,0.0684689542541241,0.220331083061016,"ZCCHC24","zinc finger CCHC-type containing 24"
"ENSG00000256646",-0.365899752376191,-1.83889341057975,0.068533520951564,0.220501190040233,NA,NA
"ENSG00000164403",0.29292136032166,1.83845554997316,0.0685984647172018,0.22065140539243,"SHROOM1","shroom family member 1"
"ENSG00000183250",-0.230654940836401,-1.83842070410869,0.0686036352788759,0.22065140539243,"LINC01547","long intergenic non-protein coding RNA 1547"
"ENSG00000198797",0.377251110760361,1.83799262783382,0.068667181348203,0.220780399767443,"BRINP2","BMP/retinoic acid inducible neural specific 2"
"ENSG00000236552",0.217139734879586,1.83805807262545,0.0686574631797354,0.220780399767443,"RPL13AP5","ribosomal protein L13a pseudogene 5"
"ENSG00000229515",-0.386391341522838,-1.83736134837005,0.0687609814763033,0.221035546138584,"FLT1P1","FLT1 pseudogene 1"
"ENSG00000169083",0.376552220331301,1.83730066394873,0.0687700040300584,0.221035546138584,"AR","androgen receptor"
"ENSG00000280789",-0.136960941074081,-1.83703158136108,0.0688100230787535,0.221088728425304,"PAGR1","PAXIP1 associated glutamate rich protein 1"
"ENSG00000135457",-0.133822178334491,-1.83705601370203,0.0688063886022622,0.221088728425304,"TFCP2","transcription factor CP2"
"ENSG00000155254",0.25282968913138,1.83691076836611,0.0688279971807387,0.221108767205109,"MARVELD1","MARVEL domain containing 1"
"ENSG00000124172",0.17559857505384,1.83674453416921,0.0688527352671228,0.221112824234923,"ATP5F1E","ATP synthase F1 subunit epsilon"
"ENSG00000167930",0.0994139602761367,1.83676239953018,0.0688500762844515,0.221112824234923,"FAM234A","family with sequence similarity 234 member A"
"ENSG00000275714",-0.269627774076989,-1.83641432524092,0.0689018971539041,0.221157597305375,"H3C1","H3 clustered histone 1"
"ENSG00000197375",-0.201312932653403,-1.83648992102469,0.068890639787908,0.221157597305375,"SLC22A5","solute carrier family 22 member 5"
"ENSG00000184730",-0.167478658017203,-1.83656440987456,0.0688795487589687,0.221157597305375,"APOBR","apolipoprotein B receptor"
"ENSG00000274425",0.266376845173814,1.83583413555316,0.0689883472415375,0.221359646625121,NA,NA
"ENSG00000255455",-0.243936309025842,-1.83588365791384,0.0689809647314263,0.221359646625121,NA,NA
"ENSG00000163714",-0.176288721964384,-1.83548291676656,0.0690407238021558,0.221489978709982,"U2SURP","U2 snRNP associated SURP domain containing"
"ENSG00000204789",-0.347601303834318,-1.83537961412742,0.0690561354174002,0.221501699130425,NA,NA
"ENSG00000143324",-0.197507559976937,-1.83527190680592,0.069072207211781,0.221515532763965,"XPR1","xenotropic and polytropic retrovirus receptor 1"
"ENSG00000260378",-0.309342294544401,-1.8351555469539,0.0690895736116377,0.221533512799324,"LOC105371090","uncharacterized LOC105371090"
"ENSG00000260440",0.376047625851777,1.834442870171,0.0691960180434485,0.221837063972512,NA,NA
"ENSG00000120688",-0.194801749776962,-1.83430034415249,0.0692173219032023,0.221867604221971,"WBP4","WW domain binding protein 4"
"ENSG00000136273",-0.193959289371237,-1.83402990137031,0.0692577609316093,0.221959459072755,"HUS1","HUS1 checkpoint clamp component"
"ENSG00000112096",-0.20373140593635,-1.83347162816788,0.0693413011277097,0.222189391162408,NA,NA
"ENSG00000248429",-0.282979792911425,-1.83333924411312,0.0693611234179271,0.222215109344713,"GASK1B-AS1","GASK1B antisense RNA 1"
"ENSG00000251002",-0.270827154666949,-1.83315515405672,0.0693886956507578,0.222238259949097,"TRD-AS1","TRD antisense RNA 1"
"ENSG00000159588",-0.224832233038976,-1.83313346858531,0.0693919442096077,0.222238259949097,"CCDC17","coiled-coil domain containing 17"
"ENSG00000273507",0.380269834559023,1.83304029160356,0.0694059038847542,0.222245183984532,"LOC105370169","uncharacterized LOC105370169"
"ENSG00000182873",-0.257438263132208,-1.83289112790369,0.0694282562940935,0.222278975538432,"PRKCZ-AS1","PRKCZ antisense RNA 1"
"ENSG00000154978",-0.100413166684101,-1.8327158322336,0.0694545322742162,0.222325315035121,"VOPP1","VOPP1 WW domain binding protein"
"ENSG00000012963",-0.208283328441199,-1.83216109028616,0.0695377399580448,0.222553847320701,"UBR7","ubiquitin protein ligase E3 component n-recognin 7"
"ENSG00000070814",-0.230414380974773,-1.83179319456236,0.0695929676464944,0.222692767882565,"TCOF1","treacle ribosome biogenesis factor 1"
"ENSG00000163827",0.361586813629726,1.83160698285974,0.0696209352388659,0.222744425616467,"LRRC2","leucine rich repeat containing 2"
"ENSG00000101224",0.177952690371821,1.83111514651392,0.0696948503093169,0.222905193569934,"CDC25B","cell division cycle 25B"
"ENSG00000269858",-0.129948502068172,-1.83112999078847,0.069692618499334,0.222905193569934,"EGLN2","egl-9 family hypoxia inducible factor 2"
"ENSG00000217231",-0.319107790014164,-1.83093026305575,0.069722652186271,0.222924600404418,"LOC100131041","FKBP prolyl isomerase 7 pseudogene"
"ENSG00000106123",-0.171777871784906,-1.83091740734361,0.0697245857088243,0.222924600404418,"EPHB6","EPH receptor B6"
"ENSG00000274618",0.317193844981692,1.83074619687596,0.0697503403278563,0.222969100813874,"H4C6","H4 clustered histone 6"
"ENSG00000124615",0.351602029532794,1.83054436687018,0.0697807111029966,0.22302833996577,"MOCS1","molybdenum cofactor synthesis 1"
"ENSG00000231246",0.357476894357758,1.83024047681114,0.0698264603164972,0.223104137395179,"LINC02884","long intergenic non-protein coding RNA 2884"
"ENSG00000280407",-0.212765546189128,-1.83022950143831,0.0698281130736797,0.223104137395179,NA,NA
"ENSG00000276649",-0.226026205452165,-1.83005810122335,0.0698539280757014,0.223148770067842,NA,NA
"ENSG00000186501",-0.166310378377638,-1.82968319333498,0.0699104215300864,0.223291373479784,"TMEM222","transmembrane protein 222"
"ENSG00000257129",0.430170956325545,1.82941077575249,0.0699514949373753,0.223308975026313,NA,NA
"ENSG00000233079",0.365125530493757,1.82942909104538,0.0699487328437874,0.223308975026313,"LINC01755","long intergenic non-protein coding RNA 1755"
"ENSG00000058729",-0.28044493159774,-1.82956593022075,0.0699280992647218,0.223308975026313,"RIOK2","RIO kinase 2"
"ENSG00000167513",0.289460464250879,1.8290203681523,0.0700103931211309,0.223442789964251,"CDT1","chromatin licensing and DNA replication factor 1"
"ENSG00000119714",-0.225758637259442,-1.82897569690707,0.0700171350015381,0.223442789964251,"GPR68","G protein-coupled receptor 68"
"ENSG00000185666",0.432940644992851,1.82873058448558,0.0700541375038977,0.223447314984495,"SYN3","synapsin III"
"ENSG00000119559",-0.15566480294195,-1.82873211727721,0.0700539060610907,0.223447314984495,"C19orf25","chromosome 19 open reading frame 25"
"ENSG00000125107",-0.139713775361694,-1.82877457962827,0.0700474947406433,0.223447314984495,"CNOT1","CCR4-NOT transcription complex subunit 1"
"ENSG00000162601",-0.206158039797463,-1.827906474731,0.0701786654811285,0.223768737361797,"MYSM1","Myb like, SWIRM and MPN domains 1"
"ENSG00000276293",-0.105471299605757,-1.82792038025722,0.0701765627464022,0.223768737361797,"PIP4K2B","phosphatidylinositol-5-phosphate 4-kinase type 2 beta"
"ENSG00000118960",-0.109585568652172,-1.8276357777225,0.0702196095714183,0.223861398731829,"HS1BP3","HCLS1 binding protein 3"
"ENSG00000281706",0.322553095757528,1.82724078383001,0.0702793897310931,0.223895065872615,"LINC01012","long intergenic non-protein coding RNA 1012"
"ENSG00000160588",-0.196776969459899,-1.82718236360729,0.0702882349018168,0.223895065872615,"MPZL3","myelin protein zero like 3"
"ENSG00000179119",-0.166668468702627,-1.82728856893276,0.070272155469058,0.223895065872615,"SPTY2D1","SPT2 chromatin protein domain containing 1"
"ENSG00000099940",-0.125785651129456,-1.82728424935556,0.0702728093912092,0.223895065872615,"SNAP29","synaptosome associated protein 29"
"ENSG00000106868",0.125701756445541,1.82717337087528,0.0702895965373525,0.223895065872615,"SUSD1","sushi domain containing 1"
"ENSG00000169019",-0.262763016580348,-1.82707950101335,0.0703038111622447,0.22390248430674,"COMMD8","COMM domain containing 8"
"ENSG00000253521",0.328761707297681,1.82699046200552,0.0703172964636816,0.223907577887565,"HPYR1","Helicobacter pylori responsive 1"
"ENSG00000188735",0.207370948371848,1.82674398851585,0.0703546370398384,0.22398861797473,"TMEM120B","transmembrane protein 120B"
"ENSG00000197496",0.39226416501254,1.82602729237014,0.0704633097051841,0.224207475511582,"SLC2A10","solute carrier family 2 member 10"
"ENSG00000198796",0.366788837310669,1.82611716007851,0.0704496754152559,0.224207475511582,"ALPK2","alpha kinase 2"
"ENSG00000189367",0.349388344211043,1.82597669208182,0.0704709874988892,0.224207475511582,"KIAA0408","KIAA0408"
"ENSG00000285331",0.248330799213004,1.82615387403046,0.0704441059846459,0.224207475511582,"TCF12-DT","TCF12 divergent transcript"
"ENSG00000066813",0.386801029580952,1.82548467860277,0.0705456790219606,0.224369323217237,"ACSM2B","acyl-CoA synthetase medium chain family member 2B"
"ENSG00000057252",-0.210154080462371,-1.82548981819446,0.070544898451531,0.224369323217237,"SOAT1","sterol O-acyltransferase 1"
"ENSG00000111639",0.17229121610993,1.82453619028839,0.070689852692686,0.224789913069686,"MRPL51","mitochondrial ribosomal protein L51"
"ENSG00000104332",0.360280143334717,1.82434246388976,0.0707193299002053,0.224845693951066,"SFRP1","secreted frizzled related protein 1"
"ENSG00000239887",0.320556998396887,1.82384862443866,0.0707945182040944,0.224991194239006,"C1orf226","chromosome 1 open reading frame 226"
"ENSG00000259581",0.296692932347308,1.82369435423289,0.0708180198434615,0.224991194239006,NA,NA
"ENSG00000166145",-0.248198953038498,-1.82389763549875,0.0707870531788024,0.224991194239006,"SPINT1","serine peptidase inhibitor, Kunitz type 1"
"ENSG00000230724",-0.163676043398866,-1.82364978614039,0.0708248105869681,0.224991194239006,NA,NA
"ENSG00000122034",-0.152720722089447,-1.82365653926344,0.0708237815934918,0.224991194239006,"GTF3A","general transcription factor IIIA"
"ENSG00000118946",0.363457429472084,1.82338663681169,0.0708649171075584,0.225009518330858,"PCDH17","protocadherin 17"
"ENSG00000019991",-0.257970082162696,-1.82347115775749,0.0708520332357701,0.225009518330858,"HGF","hepatocyte growth factor"
"ENSG00000176597",-0.216175967507917,-1.8233768297802,0.0708664121593047,0.225009518330858,"B3GNT5","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
"ENSG00000287358",0.391942359801198,1.8230783904485,0.0709119208501081,0.225024118061165,NA,NA
"ENSG00000237352",0.340557558438335,1.82323339647044,0.0708882811201228,0.225024118061165,NA,NA
"ENSG00000185009",-0.255351411529879,-1.82303334941914,0.0709187912161129,0.225024118061165,"AP3M1","adaptor related protein complex 3 subunit mu 1"
"ENSG00000144591",-0.220978352975195,-1.82303749613388,0.0709181586708679,0.225024118061165,"GMPPA","GDP-mannose pyrophosphorylase A"
"ENSG00000145936",0.263953894070307,1.82253824561795,0.0709943486875853,0.225225924650847,"KCNMB1","potassium calcium-activated channel subfamily M regulatory beta subunit 1"
"ENSG00000119686",-0.262257819289616,-1.82226315796629,0.0710363585279392,0.225321253064374,"FLVCR2","FLVCR choline and putative heme transporter 2"
"ENSG00000170852",-0.185439386085734,-1.82216742858147,0.0710509826240818,0.225329698766406,"KBTBD2","kelch repeat and BTB domain containing 2"
"ENSG00000236670",0.312840665109239,1.82155360029696,0.0711448135199034,0.2255513290286,"KRT18P5","keratin 18 pseudogene 5"
"ENSG00000042493",-0.155415310622005,-1.82155457872986,0.0711446638730346,0.2255513290286,"CAPG","capping actin protein, gelsolin like"
"ENSG00000143514",-0.19565656301891,-1.82145551813838,0.071159816067518,0.225560931361249,"TP53BP2","tumor protein p53 binding protein 2"
"ENSG00000260386",0.397652364238834,1.8211071625793,0.0712131214214699,0.225586211128469,NA,NA
"ENSG00000128268",0.327350735580744,1.82119927876753,0.07119902258172,0.225586211128469,"MGAT3","beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase"
"ENSG00000254449",-0.32013774717162,-1.82109037196196,0.0712156915586051,0.225586211128469,NA,NA
"ENSG00000174013",0.231180536321752,1.82112810286597,0.0712099162030554,0.225586211128469,"FBXO45","F-box protein 45"
"ENSG00000228261",0.26297758869223,1.82070362169347,0.0712749126875615,0.225728382875742,NA,NA
"ENSG00000283674",0.22235095342409,1.82064077978885,0.0712845392147674,0.225728382875742,"LOC729732","uncharacterized LOC729732"
"ENSG00000067445",0.324396491645413,1.82031450074768,0.0713345380954812,0.225847230155519,"TRO","trophinin"
"ENSG00000205763",0.263659148261269,1.82023941214927,0.0713460487660842,0.225847230155519,NA,NA
"ENSG00000225637",0.37258883993866,1.81999935752318,0.0713828581725392,0.225925786669068,NA,NA
"ENSG00000226674",0.354942635728361,1.8196843446689,0.0714311854192455,0.226014852667944,"TEX41","testis expressed 41"
"ENSG00000179912",-0.187945521713357,-1.81965952114337,0.0714349948394172,0.226014852667944,"R3HDM2","R3H domain containing 2"
"ENSG00000171206",-0.228459421102123,-1.81953484357875,0.0714541304196262,0.226037432215771,"TRIM8","tripartite motif containing 8"
"ENSG00000228775",0.349154058627471,1.81910080405058,0.0715207802441629,0.226210285130883,"WEE2-AS1","WEE2 antisense RNA 1"
"ENSG00000104331",0.123274957187558,1.81880301267014,0.0715665380555483,0.226317012571835,"BPNT2","3'(2'), 5'-bisphosphate nucleotidase 2"
"ENSG00000287608",-0.356893163803307,-1.81871474854335,0.0715801051491917,0.226321923598602,NA,NA
"ENSG00000139505",-0.212030990971833,-1.81859319446742,0.0715987927415806,0.226343020249353,"MTMR6","myotubularin related protein 6"
"ENSG00000261485",-0.318947503557742,-1.81837814364314,0.0716318643448536,0.226404536112227,NA,NA
"ENSG00000116161",-0.216357291770453,-1.81831037369413,0.0716422889778631,0.226404536112227,"CACYBP","calcyclin binding protein"
"ENSG00000105227",0.320119127214667,1.81806472565433,0.0716800860566428,0.226485988113894,"PRX","periaxin"
"ENSG00000175485",0.370821847894008,1.81795380815378,0.0716971580018835,0.226501939030602,"OR52W1","olfactory receptor family 52 subfamily W member 1"
"ENSG00000132952",-0.216513444157168,-1.81782220811622,0.0717174176922535,0.22652795346859,"USPL1","ubiquitin specific peptidase like 1"
"ENSG00000278619",-0.309718659231741,-1.81754718720529,0.0717597722216372,0.226623736648986,"MRM1","mitochondrial rRNA methyltransferase 1"
"ENSG00000258818",-0.290902713084057,-1.81736600295191,0.0717876868025845,0.22667389272328,"RNASE4","ribonuclease A family member 4"
"ENSG00000271843",-0.324739088861911,-1.81723595419408,0.0718077286283842,0.226699177459611,NA,NA
"ENSG00000135974",-0.204843270407844,-1.81708779987587,0.0718305663626468,0.226733279011317,"C2orf49","chromosome 2 open reading frame 49"
"ENSG00000249353",-0.244888964216059,-1.81679211555229,0.0718761636169312,0.226839197556668,NA,NA
"ENSG00000286997",-0.256002292604521,-1.81667524151016,0.0718941932971323,0.226858092685323,NA,NA
"ENSG00000240356",-0.297025028281271,-1.81620443742762,0.0719668603357217,0.227049357729748,NA,NA
"ENSG00000256988",0.390727560512293,1.81549857369949,0.0720759222382418,0.227107253490884,"KCNA6-AS1","KCNA6 antisense RNA 1"
"ENSG00000236666",0.389639555080082,1.81552454112189,0.0720719076238208,0.227107253490884,NA,NA
"ENSG00000174775",0.327653387884416,1.8154614772359,0.0720816577461512,0.227107253490884,"HRAS","HRas proto-oncogene, GTPase"
"ENSG00000140488",-0.304470887296409,-1.81565874195381,0.0720511628694172,0.227107253490884,"CELF6","CUGBP Elav-like family member 6"
"ENSG00000235082",-0.275216014339942,-1.81569288491444,0.0720458858438971,0.227107253490884,NA,NA
"ENSG00000184205",-0.217664843161199,-1.81587769108456,0.0720173283660624,0.227107253490884,"TSPYL2","TSPY like 2"
"ENSG00000115137",-0.170713178843498,-1.81547667877805,0.0720793073802202,0.227107253490884,"DNAJC27","DnaJ heat shock protein family (Hsp40) member C27"
"ENSG00000131495",0.141955388440275,1.81561412368682,0.0720580594078348,0.227107253490884,"NDUFA2","NADH:ubiquinone oxidoreductase subunit A2"
"ENSG00000130147",0.338863619108927,1.81489469980733,0.0721693346726281,0.227345472669393,"SH3BP4","SH3 domain binding protein 4"
"ENSG00000110324",-0.125211717180431,-1.81480983078409,0.0721824709941219,0.227348836078794,"IL10RA","interleukin 10 receptor subunit alpha"
"ENSG00000279423",0.317475437828281,1.81454933680802,0.0722228035448397,0.227437842390119,NA,NA
"ENSG00000189343",0.309214659664385,1.81410193321381,0.0722921191386794,0.227503999387645,"RPS2P46","ribosomal protein S2 pseudogene 46"
"ENSG00000164284",-0.255667783822567,-1.81413645535922,0.0722867687081754,0.227503999387645,"GRPEL2","GrpE like 2, mitochondrial"
"ENSG00000138002",0.204417712963706,1.81424269796571,0.0722703047104376,0.227503999387645,"IFT172","intraflagellar transport 172"
"ENSG00000151948",-0.183653939049608,-1.81414047579939,0.0722861456197754,0.227503999387645,"GLT1D1","glycosyltransferase 1 domain containing 1"
"ENSG00000118181",0.163702960788957,1.81390749148623,0.0723222609157894,0.227560840342683,"RPS25","ribosomal protein S25"
"ENSG00000182944",-0.12555320655557,-1.81376686145759,0.072344067460239,0.227591440016029,"EWSR1","EWS RNA binding protein 1"
"ENSG00000030304",0.29286503157705,1.81314963582309,0.072439840968184,0.227854687620412,"MUSK","muscle associated receptor tyrosine kinase"
"ENSG00000150275",0.345831801282295,1.81305303575372,0.0724548396968394,0.227863818064952,"PCDH15","protocadherin related 15"
"ENSG00000275302",-0.244616228633854,-1.81261209176597,0.072523336126941,0.228041162737325,"CCL4","C-C motif chemokine ligand 4"
"ENSG00000136231",-0.306925128565382,-1.81120810497623,0.0727417898932228,0.22861746378321,"IGF2BP3","insulin like growth factor 2 mRNA binding protein 3"
"ENSG00000285730",-0.237317294034981,-1.81120018619081,0.0727430235649517,0.22861746378321,NA,NA
"ENSG00000149930",-0.166976392729298,-1.81128428243049,0.0727299230539282,0.22861746378321,"TAOK2","TAO kinase 2"
"ENSG00000186638",-0.224287782195514,-1.81109877949278,0.072758823301328,0.228628976372046,"KIF24","kinesin family member 24"
"ENSG00000168876",-0.181211856946682,-1.81082419285388,0.0728016197363642,0.228725302300472,"ANKRD49","ankyrin repeat domain 49"
"ENSG00000143614",-0.137694395484893,-1.80977522308071,0.0729653019482659,0.229201327013746,"GATAD2B","GATA zinc finger domain containing 2B"
"ENSG00000164038",-0.282280207780738,-1.80960915947854,0.0729912426192516,0.229206372472322,"SLC9B2","solute carrier family 9 member B2"
"ENSG00000163249",-0.220451498310141,-1.80967442434005,0.0729810467322644,0.229206372472322,"CCNYL1","cyclin Y like 1"
"ENSG00000184307",-0.283648732954813,-1.80915895874455,0.0730616066019713,0.229310869250494,"ZDHHC23","zDHHC palmitoyltransferase 23"
"ENSG00000013561",-0.219181378264112,-1.80912873845851,0.0730663318854119,0.229310869250494,"RNF14","ring finger protein 14"
"ENSG00000196236",-0.150008109657286,-1.80908474660194,0.0730732109624544,0.229310869250494,"XPNPEP3","X-prolyl aminopeptidase 3"
"ENSG00000128272",0.110333581543993,1.80921280830441,0.0730531872422646,0.229310869250494,"ATF4","activating transcription factor 4"
"ENSG00000134152",-0.205475126839628,-1.80899473742205,0.073087287515062,0.229316842473141,"KATNBL1","katanin regulatory subunit B1 like 1"
"ENSG00000204851",0.388836791688726,1.80841353464728,0.0731782360555083,0.22956396516464,"PNMA8B","PNMA family member 8B"
"ENSG00000235674",-0.29312068838981,-1.80818059175885,0.0732147140566763,0.229567253405161,NA,NA
"ENSG00000162775",-0.227121699915763,-1.8082737702287,0.0732001208421572,0.229567253405161,"RBM15","RNA binding motif protein 15"
"ENSG00000136813",-0.165695431689563,-1.80817338131624,0.0732158434259587,0.229567253405161,"ECPAS","Ecm29 proteasome adaptor and scaffold"
"ENSG00000076513",-0.178860996481173,-1.80761920018628,0.0733026878493547,0.229801303662197,"ANKRD13A","ankyrin repeat domain 13A"
"ENSG00000288612",-0.211149683938341,-1.80747123478669,0.0733258895945767,0.229835791710921,NA,NA
"ENSG00000214078",-0.199476802001637,-1.80736157359132,0.0733430889677067,0.22985145732385,"CPNE1","copine 1"
"ENSG00000071794",-0.291876348291163,-1.80713434194374,0.0733787388518155,0.229924930553975,"HLTF","helicase like transcription factor"
"ENSG00000143493",-0.271189935697549,-1.80692594752584,0.0734114460264419,0.229989160193932,"INTS7","integrator complex subunit 7"
"ENSG00000182218",0.344745381402668,1.80677427362371,0.0734352586013436,0.230025507404741,"HHIPL1","HHIP like 1"
