"Gene","logFC","t","PValue","FDR","SYMBOL","GENENAME"
"ENSG00000185745",-4.66328985839638,-20.3307314315493,1.02063392736205e-39,1.92267019236463e-35,"IFIT1","interferon induced protein with tetratricopeptide repeats 1"
"ENSG00000089127",-3.57478291338745,-19.7894722534366,1.12815470052824e-38,1.06260891242755e-34,"OAS1","2'-5'-oligoadenylate synthetase 1"
"ENSG00000134321",-4.29511407432192,-18.9652407215696,4.69949279397956e-37,2.95096817509957e-33,"RSAD2","radical S-adenosyl methionine domain containing 2"
"ENSG00000124256",-2.41174404889011,-18.9012663775009,6.29973534116487e-37,2.96686035892159e-33,"ZBP1","Z-DNA binding protein 1"
"ENSG00000111335",-3.22144454702232,-18.7684293354679,1.15960025339369e-36,4.36890991468605e-33,"OAS2","2'-5'-oligoadenylate synthetase 2"
"ENSG00000146859",-3.24166853976966,-18.6232003860695,2.2652931620484e-36,7.11226543111128e-33,"TMEM140","transmembrane protein 140"
"ENSG00000137628",-3.17594944494654,-18.429633321295,5.55316622704406e-36,1.3076318173132e-32,"DDX60","DExD/H-box helicase 60"
"ENSG00000133574",-2.62564444175569,-18.4306986938666,5.52575623183285e-36,1.3076318173132e-32,"GIMAP4","GTPase, IMAP family member 4"
"ENSG00000132530",-3.53764824459119,-18.2687875854401,1.17408072545881e-35,2.29636166533099e-32,"XAF1","XIAP associated factor 1"
"ENSG00000138646",-2.90667979779546,-18.260739242116,1.21900502459443e-35,2.29636166533099e-32,"HERC5","HECT and RLD domain containing E3 ubiquitin protein ligase 5"
"ENSG00000026950",-1.98953654336467,-18.1366012618079,2.17763679644838e-35,3.72930199740859e-32,"BTN3A1","butyrophilin subfamily 3 member A1"
"ENSG00000119917",-3.69404056605489,-18.0792237396036,2.84930697861536e-35,4.47293707192967e-32,"IFIT3","interferon induced protein with tetratricopeptide repeats 3"
"ENSG00000157601",-3.03639625208449,-18.0561721539554,3.17465439209117e-35,4.60031841832412e-32,"MX1","MX dynamin like GTPase 1"
"ENSG00000135114",-2.90874232124778,-17.9943628876476,4.24374542539636e-35,5.71026259454405e-32,"OASL","2'-5'-oligoadenylate synthetase like"
"ENSG00000186470",-1.51476397796928,-17.9764190922335,4.61724592621454e-35,5.7986452505353e-32,"BTN3A2","butyrophilin subfamily 3 member A2"
"ENSG00000163565",-2.6032906147014,-17.8970188231333,6.70961513752135e-35,7.8997331225392e-32,"IFI16","interferon gamma inducible protein 16"
"ENSG00000121858",-2.53647598575431,-17.7108338515236,1.61684109467878e-34,1.79165014950346e-31,"TNFSF10","TNF superfamily member 10"
"ENSG00000137959",-3.80531264104619,-17.5974452089112,2.76837017749358e-34,2.89725318909022e-31,"IFI44L","interferon induced protein 44 like"
"ENSG00000111331",-3.2718704938324,-17.4903259923258,4.60803067285315e-34,4.56874114816883e-31,"OAS3","2'-5'-oligoadenylate synthetase 3"
"ENSG00000107201",-2.87245344556702,-17.3931917708178,7.32357015294344e-34,6.89807072705743e-31,"RIGI","RNA sensor RIG-I"
"ENSG00000136514",-4.09806907164024,-17.3697191187428,8.19261383961529e-34,7.34916473860346e-31,"RTP4","receptor transporter protein 4"
"ENSG00000184979",-4.30390216217968,-17.3475135212181,9.11005639998622e-34,7.80069283922456e-31,"USP18","ubiquitin specific peptidase 18"
"ENSG00000185507",-2.68180100355385,-17.2245000209194,1.64204131691585e-33,1.34490323165481e-30,"IRF7","interferon regulatory factor 7"
"ENSG00000187608",-3.40485106635155,-17.1773521841705,2.05905864204957e-33,1.61618944578875e-30,"ISG15","ISG15 ubiquitin like modifier"
"ENSG00000152778",-3.33571828122657,-16.9937582119307,4.98360991970405e-33,3.7552497466954e-30,"IFIT5","interferon induced protein with tetratricopeptide repeats 5"
"ENSG00000055332",-2.02250430768266,-16.9091774967923,7.49911504654231e-33,5.43339727872169e-30,"EIF2AK2","eukaryotic translation initiation factor 2 alpha kinase 2"
"ENSG00000119922",-3.59494168479997,-16.8975237528753,7.93399929844322e-33,5.53558069570642e-30,"IFIT2","interferon induced protein with tetratricopeptide repeats 2"
"ENSG00000126709",-2.88780913989948,-16.7341000748766,1.7522125438013e-32,1.17886356786175e-29,"IFI6","interferon alpha inducible protein 6"
"ENSG00000136147",-1.89363885944578,-16.6983534090544,2.08470766208717e-32,1.3339270999065e-29,"PHF11","PHD finger protein 11"
"ENSG00000142687",-1.66356710446187,-16.6944834111682,2.1243132496653e-32,1.3339270999065e-29,"KIAA0319L","KIAA0319 like"
"ENSG00000183486",-2.00635598260012,-16.6464683381997,2.68344718650359e-32,1.6306702612695e-29,"MX2","MX dynamin like GTPase 2"
"ENSG00000086065",-2.49236947530222,-16.6296807592121,2.91206478988441e-32,1.71429614099508e-29,"CHMP5","charged multivesicular body protein 5"
"ENSG00000137965",-3.23380683665269,-16.5924028351896,3.49223196976301e-32,1.99353532867866e-29,"IFI44","interferon induced protein 44"
"ENSG00000177409",-2.77730542171931,-16.525431625094,4.84218399265685e-32,2.68285476628441e-29,"SAMD9L","sterile alpha motif domain containing 9 like"
"ENSG00000205413",-2.49900999742201,-16.3916112335434,9.31921819566491e-32,5.01586949628387e-29,"SAMD9","sterile alpha motif domain containing 9"
"ENSG00000196684",-1.62063238020239,-16.3567085851782,1.10585252297092e-31,5.78668050770171e-29,"HSH2D","hematopoietic SH2 domain containing"
"ENSG00000132256",-2.40692111124317,-16.2627809938418,1.75395521116097e-31,8.93000223455417e-29,"TRIM5","tripartite motif containing 5"
"ENSG00000132274",-2.26725401554558,-16.2245811868652,2.11651941023588e-31,1.04923664868483e-28,"TRIM22","tripartite motif containing 22"
"ENSG00000138642",-2.68694875761836,-16.1743669382288,2.71025083239649e-31,1.30912064565859e-28,"HERC6","HECT and RLD domain containing E3 ubiquitin protein ligase family member 6"
"ENSG00000067066",-1.77462468800154,-16.1529919517162,3.01135646114844e-31,1.41819832537786e-28,"SP100","SP100 nuclear antigen"
"ENSG00000130813",-1.60664381874015,-16.1012366591151,3.88725759886467e-31,1.7860526499369e-28,"SHFL","shiftless antiviral inhibitor of ribosomal frameshifting"
"ENSG00000122643",-2.27849785023268,-16.0848798935575,4.21420520863652e-31,1.89017137429273e-28,"NT5C3A","5'-nucleotidase, cytosolic IIIA"
"ENSG00000164054",-2.16018568433026,-15.9871436606887,6.83245268279827e-31,2.99324985205939e-28,"SHISA5","shisa family member 5"
"ENSG00000088827",-4.18635964386631,-15.9459780735341,8.37757680428536e-31,3.58674526907108e-28,"SIGLEC1","sialic acid binding Ig like lectin 1"
"ENSG00000108771",-3.05151541779603,-15.9216591057355,9.45076770559772e-31,3.95630137862333e-28,"DHX58","DExH-box helicase 58"
"ENSG00000112343",-1.51589446048028,-15.8335870447015,1.46321676106717e-30,5.99219072717029e-28,"TRIM38","tripartite motif containing 38"
"ENSG00000183688",1.58984035946633,15.7991237814698,1.73662195527562e-30,6.96052859435791e-28,"RFLNB","refilin B"
"ENSG00000181778",-3.0714455206028,-15.7638046947382,2.07020578411195e-30,8.12469511689603e-28,"TMEM252","transmembrane protein 252"
"ENSG00000126860",-2.0240486869165,-15.7358808027647,2.37897575177149e-30,9.14000532461884e-28,"EVI2A","ecotropic viral integration site 2A"
"ENSG00000111801",-1.87089308169684,-15.7319549505455,2.4259489660842e-30,9.14000532461884e-28,"BTN3A3","butyrophilin subfamily 3 member A3"
"ENSG00000160932",-2.43717798960984,-15.726125099543,2.4974289532109e-30,9.22481698442882e-28,"LY6E","lymphocyte antigen 6 family member E"
"ENSG00000133106",-2.74126659789449,-15.6708381514198,3.28988452734279e-30,1.19182393704007e-27,"EPSTI1","epithelial stromal interaction 1"
"ENSG00000138496",-2.00869290339026,-15.6628675915982,3.42332944399447e-30,1.21676754841449e-27,"PARP9","poly(ADP-ribose) polymerase family member 9"
"ENSG00000117226",-2.56279184279329,-15.6227889338678,4.18145967421583e-30,1.45870995079403e-27,"GBP3","guanylate binding protein 3"
"ENSG00000185880",-2.41651420521466,-15.5998660091125,4.68873362697406e-30,1.60593389208977e-27,"TRIM69","tripartite motif containing 69"
"ENSG00000135899",-1.67417773123165,-15.5501766098357,6.01092902890675e-30,2.02203359011688e-27,"SP110","SP110 nuclear body protein"
"ENSG00000073737",-2.8115657819812,-15.4836876477429,8.38496098732924e-30,2.77115605402295e-27,"DHRS9","dehydrogenase/reductase 9"
"ENSG00000173193",-1.88666499410432,-15.4681453962286,9.06411503747197e-30,2.94396205303271e-27,"PARP14","poly(ADP-ribose) polymerase family member 14"
"ENSG00000121486",-2.31131475043346,-15.3638754236721,1.52955354411812e-29,4.88368299391478e-27,"TRMT1L","tRNA methyltransferase 1L"
"ENSG00000132109",-2.05899454408293,-15.3353310251843,1.76550412407495e-29,5.54309444822065e-27,"TRIM21","tripartite motif containing 21"
"ENSG00000188313",-2.7589763075422,-15.3182713304559,1.92364410739346e-29,5.94059142542261e-27,"PLSCR1","phospholipid scramblase 1"
"ENSG00000236345",-2.78066492264897,-15.1762745649903,3.93363957800425e-29,1.19519197371684e-26,"SCAT8","S-phase cancer associated transcript 8"
"ENSG00000196116",-2.35428733433863,-15.1536098345265,4.4103748974855e-29,1.31877210029892e-26,"TDRD7","tudor domain containing 7"
"ENSG00000079263",-1.78247046299911,-15.1462483177228,4.5773847887424e-29,1.3473246039114e-26,"SP140","SP140 nuclear body protein"
"ENSG00000130303",-1.55839561790885,-15.0805014265962,6.38121141351816e-29,1.84937324012085e-26,"BST2","bone marrow stromal cell antigen 2"
"ENSG00000117228",-2.45384797199659,-15.0039465000002,9.40108357678409e-29,2.68329715787059e-26,"GBP1","guanylate binding protein 1"
"ENSG00000154305",-1.28276453921623,-14.9370859983516,1.31941031109848e-28,3.70970917021986e-26,"MIA3","MIA SH3 domain ER export factor 3"
"ENSG00000010030",-2.82638203525698,-14.8816216334501,1.74846969396283e-28,4.84377530806937e-26,"ETV7","ETS variant transcription factor 7"
"ENSG00000121067",-1.19378848246388,-14.8778643360429,1.7821611955973e-28,4.86555834821188e-26,"SPOP","speckle type BTB/POZ protein"
"ENSG00000123609",-2.01830785557339,-14.8559716955302,1.99185370795764e-28,5.36036287864371e-26,"NMI","N-myc and STAT interactor"
"ENSG00000123610",-2.79822287009702,-14.8298495626016,2.27473924158394e-28,6.03542786379694e-26,"TNFAIP6","TNF alpha induced protein 6"
"ENSG00000142961",-1.46867298957052,-14.8081708125556,2.53992305265435e-28,6.64542645359758e-26,"MOB3C","MOB kinase activator 3C"
"ENSG00000173821",-1.43565419571256,-14.7474103159723,3.46069483884491e-28,8.93048895536444e-26,"RNF213","ring finger protein 213"
"ENSG00000106392",-1.63465998132154,-14.7347992017157,3.69036279525774e-28,9.39446680230613e-26,"C1GALT1","core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"
"ENSG00000181381",-1.92477422444643,-14.7286440046447,3.80795673757627e-28,9.56457186966157e-26,"DDX60L","DExD/H-box 60 like"
"ENSG00000173198",-2.25490244862835,-14.7063787849076,4.26565310021896e-28,1.05732069870954e-25,"CYSLTR1","cysteinyl leukotriene receptor 1"
"ENSG00000255760",-2.39699463401343,-14.6017371361248,7.27732764428347e-28,1.78039348263652e-25,"LINC02422","long intergenic non-protein coding RNA 2422"
"ENSG00000173801",-2.46246965895852,-14.5885422562819,7.78505107302597e-28,1.88018964248286e-25,"JUP","junction plakoglobin"
"ENSG00000259268",-2.66033459199404,-14.5737434622879,8.39694159743164e-28,2.00229855458756e-25,NA,NA
"ENSG00000163840",-1.95600134576042,-14.5710397709789,8.51384239264037e-28,2.00479703740699e-25,"DTX3L","deltex E3 ubiquitin ligase 3L"
"ENSG00000198818",-1.64691891788212,-14.5289501800263,1.05595279443061e-27,2.45580725203503e-25,"SFT2D1","SFT2 domain containing 1"
"ENSG00000108424",-1.35054659146721,-14.4433799077839,1.63692934762665e-27,3.76054573787692e-25,"KPNB1","karyopherin subunit beta 1"
"ENSG00000145016",-1.61366267506823,-14.4167602946193,1.87640139930546e-27,4.25875295905015e-25,"RUBCN","rubicon autophagy regulator"
"ENSG00000115267",-2.54985586594503,-14.4094858852334,1.9477598161515e-27,4.31669404901904e-25,"IFIH1","interferon induced with helicase C domain 1"
"ENSG00000105483",-1.27734927328101,-14.4097446564795,1.94517525644359e-27,4.31669404901904e-25,"CARD8","caspase recruitment domain family member 8"
"ENSG00000168394",-1.82681536332833,-14.3628508158309,2.47463521902757e-27,5.4206021227955e-25,"TAP1","transporter 1, ATP binding cassette subfamily B member"
"ENSG00000151702",-1.2121787178945,-14.3353710202987,2.84987743700322e-27,6.17080358140995e-25,"FLI1","Fli-1 proto-oncogene, ETS transcription factor"
"ENSG00000196141",-2.82822499613827,-14.3212604841247,3.06424999603311e-27,6.5595842528718e-25,"SPATS2L","spermatogenesis associated serine rich 2 like"
"ENSG00000143891",-2.32192289867245,-14.2918027847223,3.56541538831944e-27,7.54666236911928e-25,"GALM","galactose mutarotase"
"ENSG00000185909",-2.25679017247072,-14.2669486088444,4.05178362938088e-27,8.48083333447523e-25,"KLHDC8B","kelch domain containing 8B"
"ENSG00000134326",-3.09983382490659,-14.2510293150684,4.39776866680711e-27,9.10386441157278e-25,"CMPK2","cytidine/uridine monophosphate kinase 2"
"ENSG00000135211",-2.31067550661772,-14.2176476294804,5.22265780502633e-27,1.06939595359876e-24,"TMEM60","transmembrane protein 60"
"ENSG00000106733",-1.38316636664067,-14.1874628951106,6.10160669209553e-27,1.23593620285694e-24,"NMRK1","nicotinamide riboside kinase 1"
"ENSG00000128383",-1.79587401141378,-14.1578033751591,7.1098679810644e-27,1.42484779816267e-24,"APOBEC3A","apolipoprotein B mRNA editing enzyme catalytic subunit 3A"
"ENSG00000120690",-1.61142297327092,-14.1062084924724,9.27883692326369e-27,1.83994452589938e-24,"ELF1","E74 like ETS transcription factor 1"
"ENSG00000233975",-2.5090198929053,-14.00366918737,1.57634812735093e-26,3.06136556938524e-24,NA,NA
"ENSG00000059378",-1.65725945029213,-13.9958358104211,1.64154947344318e-26,3.15546010007373e-24,"PARP12","poly(ADP-ribose) polymerase family member 12"
"ENSG00000137752",-1.93051524906844,-13.9746000435087,1.83225103128711e-26,3.48645908357441e-24,"CASP1","caspase 1"
"ENSG00000265972",-1.36212017203268,-13.9572140296747,2.00483080866298e-26,3.77670027735933e-24,"TXNIP","thioredoxin interacting protein"
"ENSG00000155363",-2.00340807188197,-13.9069078049944,2.60175567576613e-26,4.85266073466162e-24,"MOV10","Mov10 RNA helicase"
"ENSG00000221963",-1.59027993281856,-13.8820391969911,2.95979344753586e-26,5.46633225143927e-24,"APOL6","apolipoprotein L6"
"ENSG00000068079",-1.99475822130183,-13.8790685296054,3.00574433607834e-26,5.49730211680036e-24,"IFI35","interferon induced protein 35"
"ENSG00000182179",-1.11645766736081,-13.8550352169074,3.40482388385451e-26,6.1673146465434e-24,"UBA7","ubiquitin like modifier activating enzyme 7"
"ENSG00000156587",-2.02544315604392,-13.8530514681681,3.44005023772386e-26,6.17177775030877e-24,"UBE2L6","ubiquitin conjugating enzyme E2 L6"
"ENSG00000135828",-2.25936258229622,-13.8493580150128,3.50661410813233e-26,6.23184873292422e-24,"RNASEL","ribonuclease L"
"ENSG00000168264",1.21301245081174,13.8141733007467,4.20926291622711e-26,7.41066306690527e-24,"IRF2BP2","interferon regulatory factor 2 binding protein 2"
"ENSG00000143321",1.05744576006475,13.7996610683024,4.53875677056875e-26,7.9167685225902e-24,"HDGF","heparin binding growth factor"
"ENSG00000206337",-1.54511389254173,-13.7828910261399,4.95189263854135e-26,8.55814252521486e-24,"HCP5","HLA complex P5"
"ENSG00000233030",-2.53071872060025,-13.7720341479076,5.2392778738334e-26,8.97250150793397e-24,"LOC124904411","uncharacterized LOC124904411"
"ENSG00000118260",-1.24170740511086,-13.751791097693,5.82058118731621e-26,9.87820796456421e-24,"CREB1","cAMP responsive element binding protein 1"
"ENSG00000103355",3.13021508699478,13.6882183779222,8.10181802855162e-26,1.36269685733799e-23,"PRSS33","serine protease 33"
"ENSG00000136816",-2.12661194741077,-13.6802033087504,8.44697595750499e-26,1.40817816891574e-23,"TOR1B","torsin family 1 member B"
"ENSG00000121236",-2.71995146798969,-13.6622366482196,9.27526322568245e-26,1.53269656706497e-23,"TRIM6","tripartite motif containing 6"
"ENSG00000168062",-2.62040820862316,-13.633016502551,1.08000451419762e-25,1.76914130769172e-23,"BATF2","basic leucine zipper ATF-like transcription factor 2"
"ENSG00000213928",-1.72562269676309,-13.6242795761606,1.1303069280658e-25,1.83557947507789e-23,"IRF9","interferon regulatory factor 9"
"ENSG00000135148",-2.00300107235526,-13.6178636996578,1.16873731656424e-25,1.88176697174676e-23,"TRAFD1","TRAF-type zinc finger domain containing 1"
"ENSG00000116663",-2.00849605347266,-13.6134270611079,1.19607657017115e-25,1.9094652905834e-23,"FBXO6","F-box protein 6"
"ENSG00000102524",-2.06955860665964,-13.6028240923421,1.26404192509604e-25,1.98724957345095e-23,"TNFSF13B","TNF superfamily member 13b"
"ENSG00000173110",-2.04673869995659,-13.601671032657,1.27166289660231e-25,1.98724957345095e-23,"HSPA6","heat shock protein family A (Hsp70) member 6"
"ENSG00000164674",-1.5051005241078,-13.6009506413552,1.27644759734348e-25,1.98724957345095e-23,"SYTL3","synaptotagmin like 3"
"ENSG00000180871",-2.15209602295012,-13.5853419706848,1.38467164094025e-25,2.12068653431158e-23,"CXCR2","C-X-C motif chemokine receptor 2"
"ENSG00000159882",-1.84554231959588,-13.5856325608832,1.38257500837263e-25,2.12068653431158e-23,"ZNF230","zinc finger protein 230"
"ENSG00000141664",-1.61377075118704,-13.5527181974851,1.64153980899384e-25,2.49381668724403e-23,"ZCCHC2","zinc finger CCHC-type containing 2"
"ENSG00000151743",-2.43783404832029,-13.5352916075152,1.79782237190585e-25,2.70939022735699e-23,"AMN1","antagonist of mitotic exit network 1 homolog"
"ENSG00000225470",-1.66950258322574,-13.5298680253018,1.84944419839458e-25,2.76506585788548e-23,"JPX","JPX transcript, XIST activator"
"ENSG00000111913",-1.36105071192887,-13.4733142868311,2.48491321146706e-25,3.68588937619028e-23,"RIPOR2","RHO family interacting cell polarization regulator 2"
"ENSG00000198938",1.35861980701449,13.4699643397895,2.52879323484592e-25,3.7216724185959e-23,"MT-CO3","cytochrome c oxidase subunit III"
"ENSG00000115415",-1.52570914178732,-13.4614999228923,2.64316203545404e-25,3.83197366937491e-23,"STAT1","signal transducer and activator of transcription 1"
"ENSG00000009790",-1.1818064596982,-13.4614085955453,2.64442391452775e-25,3.83197366937491e-23,"TRAF3IP3","TRAF3 interacting protein 3"
"ENSG00000167208",-1.58260101313672,-13.437657102142,2.99400041671084e-25,4.30541830916021e-23,"SNX20","sorting nexin 20"
"ENSG00000277511",-2.67656966650692,-13.4116448171059,3.43029106325036e-25,4.89544114011442e-23,NA,NA
"ENSG00000163568",-2.76188415543491,-13.3918360834893,3.8048595908843e-25,5.3891687949683e-23,"AIM2","absent in melanoma 2"
"ENSG00000240247",2.55264838398312,13.3854250176681,3.93467283703075e-25,5.53144529134218e-23,"DEFA1","defensin alpha 1"
"ENSG00000232815",-1.84529914580539,-13.3481472188724,4.78254961592754e-25,6.67360516035874e-23,NA,NA
"ENSG00000281100",-2.287637392321,-13.3408552675967,4.96871497537153e-25,6.88240093426829e-23,NA,NA
"ENSG00000101574",-1.47233025604391,-13.3389969848967,5.01730892000771e-25,6.89898287847483e-23,"METTL4","methyltransferase 4, N6-adenosine"
"ENSG00000125826",-1.25893784332504,-13.3223960064405,5.47314047737559e-25,7.4712333560001e-23,"RBCK1","RANBP2-type and C3HC4-type zinc finger containing 1"
"ENSG00000123933",1.36716394470499,13.3100067886838,5.84020348909284e-25,7.85841095196649e-23,"MXD4","MAX dimerization protein 4"
"ENSG00000146425",-1.36639577982965,-13.3103939098623,5.82836851441065e-25,7.85841095196649e-23,"DYNLT1","dynein light chain Tctex-type 1"
"ENSG00000235750",-1.8002424658712,-13.3029890755863,6.05897665080072e-25,8.0949646913322e-23,"KIAA0040","KIAA0040"
"ENSG00000070190",-2.0400819445769,-13.2974145850052,6.23860339678751e-25,8.23207090767456e-23,"DAPP1","dual adaptor of phosphotyrosine and 3-phosphoinositides 1"
"ENSG00000198899",1.2542986307784,13.2970969654873,6.24899745088365e-25,8.23207090767456e-23,"MT-ATP6","ATP synthase F0 subunit 6"
"ENSG00000172349",-1.1002854309936,-13.2819878775539,6.76404351575028e-25,8.84868414928498e-23,"IL16","interleukin 16"
"ENSG00000106560",-1.74009662813272,-13.2753418719443,7.00388352289561e-25,9.09925226236604e-23,"GIMAP2","GTPase, IMAP family member 2"
"ENSG00000179933",-1.75753024526064,-13.2335106235292,8.72217957897231e-25,1.12540012951151e-22,"C14orf119","chromosome 14 open reading frame 119"
"ENSG00000196954",-1.990142267572,-13.2269328116145,9.02847771045799e-25,1.15699634768441e-22,"CASP4","caspase 4"
"ENSG00000172086",-1.88317477244404,-13.225198415106,9.1110230540977e-25,1.15968548846684e-22,"KRCC1","lysine rich coiled-coil 1"
"ENSG00000079950",-1.094666556847,-13.2156596189302,9.57872504024017e-25,1.2110337067654e-22,"STX7","syntaxin 7"
"ENSG00000165949",-2.81760796449753,-13.2135098985275,9.68741198439753e-25,1.2166097797472e-22,"IFI27","interferon alpha inducible protein 27"
"ENSG00000104133",-1.16044683666978,-13.2059229426416,1.00809822314794e-24,1.25765260448085e-22,"SPG11","SPG11 vesicle trafficking associated, spatacsin"
"ENSG00000149131",-2.696845592472,-13.180327024985,1.15309993747949e-24,1.42432066114614e-22,"SERPING1","serpin family G member 1"
"ENSG00000188554",-1.09577521121432,-13.1797142924662,1.15681633483045e-24,1.42432066114614e-22,"NBR1","NBR1 autophagy cargo receptor"
"ENSG00000133943",-1.19965715081951,-13.163997398653,1.25636231926988e-24,1.53684112794845e-22,"DGLUCY","D-glutamate cyclase"
"ENSG00000231607",-1.36647551340507,-13.1506642027027,1.34752067579509e-24,1.63771577358889e-22,"DLEU2","deleted in lymphocytic leukemia 2"
"ENSG00000136938",1.00534190742918,13.1344958623135,1.46701140736787e-24,1.77151031358948e-22,"ANP32B","acidic nuclear phosphoprotein 32 family member B"
"ENSG00000163464",-1.964462409715,-13.1250055965196,1.54204110673276e-24,1.85025288972176e-22,"CXCR1","C-X-C motif chemokine receptor 1"
"ENSG00000167851",-1.70952540239062,-13.1013478207464,1.74627147473355e-24,2.08204190133105e-22,"CD300A","CD300a molecule"
"ENSG00000178685",-1.94322672991209,-13.095192376929,1.80372106611933e-24,2.13701241783371e-22,"PARP10","poly(ADP-ribose) polymerase family member 10"
"ENSG00000163823",-2.22470262521613,-13.0607524746486,2.16196192229821e-24,2.54543991826586e-22,"CCR1","C-C motif chemokine receptor 1"
"ENSG00000160710",-1.14658822911699,-13.0487472817413,2.30294949857208e-24,2.69459395367086e-22,"ADAR","adenosine deaminase RNA specific"
"ENSG00000182557",2.3143084429535,13.0087623050249,2.84251715111391e-24,3.30539124028913e-22,"SPNS3","SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)"
"ENSG00000177294",-2.59162714067135,-12.9876688452593,3.176530380819e-24,3.67113370023733e-22,"FBXO39","F-box protein 39"
"ENSG00000080802",-1.11920639586421,-12.9801570762854,3.30475734864894e-24,3.79603773986882e-22,"CNOT4","CCR4-NOT transcription complex subunit 4"
"ENSG00000240065",-1.25091897800577,-12.9429861821479,4.01989399142765e-24,4.56185319340446e-22,"PSMB9","proteasome 20S subunit beta 9"
"ENSG00000178966",-1.84130347373627,-12.9413741260389,4.05420138591582e-24,4.57323626993307e-22,"RMI1","RecQ mediated genome instability 1"
"ENSG00000185722",-1.15002077166443,-12.9341097440337,4.21248031913317e-24,4.7234943007042e-22,"ANKFY1","ankyrin repeat and FYVE domain containing 1"
"ENSG00000162747",-2.15884859298596,-12.9310005518404,4.28210469431835e-24,4.77315314979698e-22,"FCGR3B","Fc gamma receptor IIIb"
"ENSG00000228830",2.09338832329069,12.9251413356279,4.41646291311596e-24,4.89396049160462e-22,NA,NA
"ENSG00000169220",-1.53361591177286,-12.9185864033856,4.57179230107352e-24,5.03645750687854e-22,"RGS14","regulator of G protein signaling 14"
"ENSG00000165029",-2.02437331055442,-12.9157061486179,4.64176601102037e-24,5.08381326253499e-22,"ABCA1","ATP binding cassette subfamily A member 1"
"ENSG00000116863",-1.66482669005263,-12.8990289132854,5.06857043008025e-24,5.51917513074288e-22,"ADPRS","ADP-ribosylserine hydrolase"
"ENSG00000133101",-3.45481656472881,-12.8943259994567,5.19589227073642e-24,5.59315534835044e-22,"CCNA1","cyclin A1"
"ENSG00000048342",-1.90115189689251,-12.8948787411696,5.18076310046002e-24,5.59315534835044e-22,"CC2D2A","coiled-coil and C2 domain containing 2A"
"ENSG00000035681",-1.68779424387719,-12.8913172666869,5.27902513835615e-24,5.65035656570188e-22,"NSMAF","neutral sphingomyelinase activation associated factor"
"ENSG00000164821",2.53700867179303,12.8756314871339,5.73453291254655e-24,6.10322774048316e-22,"DEFA4","defensin alpha 4"
"ENSG00000129465",-1.46837179371747,-12.8691352587578,5.93453680783232e-24,6.28060698797446e-22,"RIPK3","receptor interacting serine/threonine kinase 3"
"ENSG00000109046",-1.47267844565998,-12.8652536060879,6.05736765989083e-24,6.37478726128622e-22,"WSB1","WD repeat and SOCS box containing 1"
"ENSG00000171049",-2.24216296187971,-12.8501689044168,6.55940507245993e-24,6.83091595127006e-22,"FPR2","formyl peptide receptor 2"
"ENSG00000170581",-1.76978489517794,-12.8500562537782,6.56330707707761e-24,6.83091595127006e-22,"STAT2","signal transducer and activator of transcription 2"
"ENSG00000117010",-2.5287373709544,-12.8313088431297,7.24620818061218e-24,7.50022361024023e-22,"ZNF684","zinc finger protein 684"
"ENSG00000108984",-2.04378146010222,-12.8223296933218,7.59808998620773e-24,7.82146552787876e-22,"MAP2K6","mitogen-activated protein kinase kinase 6"
"ENSG00000257878",-2.56072236635612,-12.8204551239229,7.67368728745882e-24,7.85635440875811e-22,NA,NA
"ENSG00000185885",-1.69027618172897,-12.814632646411,7.91333908584655e-24,8.05791792968526e-22,"IFITM1","interferon induced transmembrane protein 1"
"ENSG00000172123",-1.9125265636283,-12.7867194195615,9.17072508190894e-24,9.28807091897853e-22,"SLFN12","schlafen family member 12"
"ENSG00000174007",-2.16870943786107,-12.7608493993861,1.05143732564098e-23,1.05919659574464e-21,"CEP19","centrosomal protein 19"
"ENSG00000119950",1.23917490051181,12.7570775399158,1.07261254827523e-23,1.07478059491537e-21,"MXI1","MAX interactor 1, dimerization protein"
"ENSG00000158406",-1.57098144601089,-12.7369647033056,1.19296111538574e-23,1.18904769797019e-21,"H4C8","H4 clustered histone 8"
"ENSG00000149798",-2.08017519267611,-12.724652023335,1.27322621728806e-23,1.26237028848802e-21,"CDC42EP2","CDC42 effector protein 2"
"ENSG00000173221",-1.51638162417282,-12.7186463380608,1.31431976762978e-23,1.29629087867067e-21,"GLRX","glutaredoxin"
"ENSG00000115145",-1.81660068561638,-12.7037869148034,1.42180265224491e-23,1.39499574807237e-21,"STAM2","signal transducing adaptor molecule 2"
"ENSG00000158373",-2.16624686202347,-12.6901759060813,1.5279738363427e-23,1.49139746782507e-21,"H2BC5","H2B clustered histone 5"
"ENSG00000152213",-1.84317217238742,-12.6851864779292,1.56885429863482e-23,1.52340604524137e-21,"ARL11","ARF like GTPase 11"
"ENSG00000168310",-1.81137444144698,-12.6814287022069,1.60036582433561e-23,1.54603545635047e-21,"IRF2","interferon regulatory factor 2"
"ENSG00000120280",-1.78523990526224,-12.6636817433819,1.75798091218927e-23,1.68105809257977e-21,"TASL","TLR adaptor interacting with endolysosomal SLC15A4"
"ENSG00000270972",-2.7673364513927,-12.6585424358836,1.80646604036123e-23,1.71869733678408e-21,NA,NA
