"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-6798695","Neutrophil degranulation","99/1061","475/11287",0.208421052631579,2.2171992658366,8.73032253669958,9.41146791365666e-15,1.38348578330753e-11,1.38348578330753e-11,"CEACAM8/SELL/SIGLEC5/MOSPD2/OSTF1/C3AR1/RAB44/ERP44/KPNB1/SLC2A5/BPI/FPR1/CXCR1/A1BG/PTPRN2/PLAU/SIGLEC14/B2M/CRISP3/MS4A3/RAB10/ABCA13/HSPA1B/IDH1/RAB24/PGLYRP1/SNAP23/CEACAM3/SERPINA1/TNFAIP6/CLEC12A/HBB/ELANE/DEGS1/PPBP/CRISPLD2/HSPA1A/SLCO4C1/FPR2/PRTN3/CD58/SERPINB10/HSPA8/CLEC4D/TMED7-TICAM2/BIN2/FCGR3B/KRT1/DYNLT1/CTSG/CD300A/DEFA1/LCN2/APAF1/DEFA1B/VNN1/BST1/RNASE3/GCA/TLR2/LAMP2/FGL2/QPCT/SCAMP1/FCGR2A/PGM2/LTF/HSPA6/AZU1/OLR1/PKP1/CEACAM1/DEFA4/CR1/FLG2/OLFM4/SIGLEC9/CEACAM6/MPO/CD53/JUP/ORM2/TICAM2/SDCBP/CD55/RETN/NCSTN/ARPC5/CPPED1/ALOX5/CAMP/CD68/ORM1/CXCR2/CLEC4C/PRG2/PTPN6/MNDA/SLPI",99
"R-HSA-877300","Interferon gamma signaling","35/1061","96/11287",0.364583333333333,3.87846567703424,9.12298676134108,4.50503973071203e-13,3.31120420207334e-10,3.31120420207334e-10,"GBP1/TRIM29/IRF2/B2M/OASL/HLA-E/TRIM22/OAS1/GBP5/OAS3/TRIM21/TRIM5/IRF7/IRF9/SP100/MT2A/PIAS1/GBP3/TRIM38/GBP2/OAS2/TRIM25/JAK2/TRIM6/PML/STAT1/IFNGR1/TRIM34/GBP6/TRIM14/TRIM68/PTPN6/FCGR1A/IFNGR2/GBP4",35
"R-HSA-913531","Interferon Signaling","57/1061","266/11287",0.214285714285714,2.27958798976707,6.80260561128514,1.86207289512686e-09,9.12415718612161e-07,9.12415718612161e-07,"FKBP5/EIF2AK2/KPNB1/GBP1/TRIM29/ISG15/IRF2/B2M/OASL/HLA-E/STAT2/TRIM22/STAT3/HSPA1B/OAS1/TUBB6/GBP5/USP18/IFI44/IFI44L/HSPA1A/OAS3/HSPA8/TRIM21/TRIM5/IRF7/MAP2K6/IRF9/SP100/MT2A/PIAS1/IFIH1/GBP3/TRIM38/GBP2/CASP1/RIGI/OAS2/TRIM25/JAK2/TRIM6/PML/STAT1/IFNGR1/SPHK1/TRIM34/UBA7/GBP6/TRIM14/UBE2L6/TRIM68/PTPN6/HERC5/FCGR1A/IFITM1/IFNGR2/GBP4",57
"R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","35/1061","131/11287",0.267175572519084,2.842234389277,6.83126449550513,7.66198701296268e-09,2.81578022726379e-06,2.81578022726379e-06,"SELL/SIGLEC5/NCR3LG1/B2M/HLA-E/CD1C/MICB/CLEC2B/KIR2DL4/PILRA/LILRA5/CD34/NPDC1/CD300A/SH2D1B/KIR3DL2/SIGLEC7/LILRA6/KIR2DL3/SLAMF6/FCGR2B/SIGLEC8/SIGLEC9/COL17A1/NCR1/TREML2/KLRF1/KIR2DL1/SIGLEC1/KIR3DL1/LILRA4/FCGR3A/FCGR1A/IFITM1/LILRA2",35
"R-HSA-8936459","RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function","26/1061","95/11287",0.273684210526316,2.9114737834218,6.02630514354735,3.84835912770796e-07,0.000113141758354614,0.000113141758354614,"MOV10/H3-3B/H4C15/H2BC7/H2BC5/H4C3/H3C6/H4C14/H2BC17/SETD1A/H2BC6/PF4/H2AC6/H4C8/RBBP5/H2BC4/NFE2/MYL9/H3C2/H4C6/H2BC21/H4C9/H4C16/ASH2L/ITGA2B/GATA1",26
"R-HSA-9909505","Modulation of host responses by IFN-stimulated genes","10/1061","17/11287",0.588235294117647,6.2576925209292,6.98767194385704,5.43195699222392e-07,0.000133082946309486,0.000133082946309486,"FKBP5/ISG15/IFI44/IFI44L/IFIH1/RIGI/TRIM25/UBA7/UBE2L6/HERC5",10
"R-HSA-68616","Assembly of the ORC complex at the origin of replication","20/1061","68/11287",0.294117647058824,3.1288462604646,5.67148126857547,2.47746768567397e-06,0.000520268213991534,0.000520268213991534,"H3-3B/KPNB1/H4C15/H2BC7/H2BC5/H4C3/H3C6/H4C14/H2BC17/ORC3/ORC4/H2BC6/H2AC6/H4C8/H2BC4/H3C2/H4C6/H2BC21/H4C9/H4C16",20
"R-HSA-9616222","Transcriptional regulation of granulopoiesis","23/1061","89/11287",0.258426966292135,2.74916604009362,5.33618194940062,5.21427326645637e-06,0.000958122712711358,0.000958122712711358,"H3-3B/H4C15/H2BC7/STAT3/H2BC5/H4C3/H3C6/FLI1/H4C14/H2BC17/H2BC6/H2AC6/H4C8/CREB1/H2BC4/H3C2/PML/H4C6/H2BC21/H4C9/E2F1/MYB/H4C16",23
"R-HSA-9686114","Non-canonical inflammasome activation","7/1061","10/11287",0.7,7.44665409990575,6.56919871022884,5.92050467133261e-06,0.000967015762984327,0.000967015762984327,"GBP1/CALM2/CASP3/GBP3/GBP2/CASP4/GBP4",7
"R-HSA-140534","Caspase activation via Death Receptors in the presence of ligand","9/1061","17/11287",0.529411764705882,5.63192326883628,6.15600097246191,6.71348607876087e-06,0.000986882453577849,0.000986882453577849,"FADD/TMED7-TICAM2/CFLAR/LY96/TLR4/FASLG/FAS/TICAM2/TNFSF10",9
"R-HSA-9970672","FXIIa activates plasma kallikrein-kinin system","19/1061","68/11287",0.279411764705882,2.97240394744137,5.2547016897015,1.00893647089635e-05,0.00128454966571336,0.00128454966571336,"H3-3B/H4C15/H2BC7/H2BC5/H4C3/H3C6/H4C14/H2BC17/SERPING1/KRT1/H2BC6/H2AC6/H4C8/H2BC4/H3C2/H4C6/H2BC21/H4C9/H4C16",19
"R-HSA-5218859","Regulated Necrosis","17/1061","57/11287",0.298245614035088,3.17275989219042,5.29705041395345,1.13599630301181e-05,0.00128454966571336,0.00128454966571336,"FADD/CHMP4B/IRF2/RIPK3/ELANE/CFLAR/MLKL/FASLG/CASP3/CASP1/GZMB/CASP4/FAS/SDCBP/BAK1/TNFSF10/STUB1",17
"R-HSA-909733","Interferon alpha/beta signaling","17/1061","57/11287",0.298245614035088,3.17275989219042,5.29705041395345,1.13599630301181e-05,0.00128454966571336,0.00128454966571336,"EIF2AK2/KPNB1/ISG15/IRF2/OASL/HLA-E/STAT2/OAS1/USP18/OAS3/IRF7/IRF9/GBP2/OAS2/STAT1/PTPN6/IFITM1",17
"R-HSA-5357769","Caspase activation via extrinsic apoptotic signalling pathway","11/1061","27/11287",0.407407407407407,4.33403148671763,5.58672384611009,1.521355090991e-05,0.00159742284554055,0.00159742284554055,"UNC5B/FADD/TMED7-TICAM2/CFLAR/LY96/TLR4/FASLG/CASP3/FAS/TICAM2/TNFSF10",11
"R-HSA-9821993","Replacement of protamines by nucleosomes in the male pronucleus","14/1061","42/11287",0.333333333333333,3.54602576185988,5.32454534294109,1.64626817940477e-05,0.00161334281581668,0.00161334281581668,"H3-3B/H4C15/H2BC7/H2BC5/H4C3/H4C14/H2BC17/H2BC6/H4C8/H2BC4/H4C6/H2BC21/H4C9/H4C16",14
"R-HSA-168898","Toll-like Receptor Cascades","34/1061","171/11287",0.198830409356725,2.11517326146028,4.73304849897699,1.92204656695537e-05,0.00176588028339025,0.00176588028339025,"FADD/TBK1/BPI/TLR1/RIPK3/TANK/VRK3/NOD2/USP18/BTK/TIFA/UBE2D1/MAP2K7/TMED7-TICAM2/ALPK1/MAPKAPK2/LY96/TLR10/DUSP4/IRF7/TLR4/MAP2K6/TLR2/PIK3R4/TASL/PELI3/MYD88/CREB1/IKBIP/TICAM2/TLR7/TLR8/TLR5/DNM1",34
"R-HSA-9645723","Diseases of programmed cell death","24/1061","104/11287",0.230769230769231,2.45494091205684,4.80128718898834,2.6086035429105e-05,0.00225567482828144,0.00225567482828144,"FADD/H3-3B/H4C15/RIPK3/H2BC7/H2BC5/H4C3/H3C6/H4C14/H2BC17/LMNA/CDC25A/MLKL/FASLG/H2BC6/H2AC6/H4C8/H2BC4/H3C2/H4C6/H2BC21/LMNB1/H4C9/H4C16",24
"R-HSA-8851680","Butyrophilin (BTN) family interactions","7/1061","12/11287",0.583333333333333,6.20554508325479,5.81130113358207,3.29749697409073e-05,0.0026929558621741,0.0026929558621741,"BTN3A3/PPL/BTN3A1/BTN3A2/BTN2A2/BTNL8/BTN2A1",7
"R-HSA-9824439","Bacterial Infection Pathways","24/1061","106/11287",0.226415094339623,2.40862127220671,4.69333627395754,3.64003668748882e-05,0.00281384685672075,0.00281384685672075,"KPNB1/GBP1/B2M/CALM2/STX1A/HBB/HBA1/ANTXR2/SV2A/MAP2K7/CTSG/HBA2/TRIM27/MAP2K6/TLR2/GBP3/GBP2/LTF/RNF213/CASP4/GBP6/STAM2/GBP4/FN1",24
"R-HSA-73728","RNA Polymerase I Promoter Opening","17/1061","62/11287",0.274193548387097,2.91689215894926,4.87500619070626,3.82836307036837e-05,0.00281384685672075,0.00281384685672075,"H3-3B/H4C15/H2BC7/H2BC5/H4C3/H3C6/H4C14/H2BC17/H2BC6/H2AC6/H4C8/H2BC4/H3C2/H4C6/H2BC21/H4C9/H4C16",17
"R-HSA-9909649","Regulation of PD-L1(CD274) transcription","23/1061","100/11287",0.23,2.44675777568332,4.68073254956974,4.04018119025835e-05,0.00282812683318084,0.00282812683318084,"H3-3B/H4C15/H2BC7/STAT3/H2BC5/H4C3/H3C6/H4C14/H2BC17/JUND/H2BC6/FOSB/H2AC6/H4C8/RBBP5/H2BC4/H3C2/H4C6/STAT1/H2BC21/H4C9/H4C16/ASH2L",23
"R-HSA-427389","ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression","19/1061","75/11287",0.253333333333333,2.69497957901351,4.74382192621148,4.57204179128192e-05,0.00305495519690201,0.00305495519690201,"MBD3/H3-3B/H4C15/H2BC7/H2BC5/H4C3/H3C6/H4C14/H2BC17/H2BC6/H2AC6/H4C8/H2BC4/MTA1/H3C2/H4C6/H2BC21/H4C9/H4C16",19
"R-HSA-9843970","Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex","18/1061","70/11287",0.257142857142857,2.73550558772048,4.69149758472494,5.82224417864847e-05,0.00365049835345065,0.00365049835345065,"H3-3B/H4C15/H2BC7/H2BC5/H4C3/H3C6/H4C14/H2BC17/ATF7IP/H2BC6/H2AC6/H4C8/H2BC4/H3C2/H4C6/H2BC21/H4C9/H4C16",18
"R-HSA-5334118","DNA methylation","17/1061","64/11287",0.265625,2.82573927898209,4.71790384493853,5.95999731175616e-05,0.00365049835345065,0.00365049835345065,"H3-3B/H4C15/H2BC7/H2BC5/H4C3/H3C6/H4C14/H2BC17/H2BC6/H2AC6/H4C8/H2BC4/H3C2/H4C6/H2BC21/H4C9/H4C16",17
"R-HSA-5357801","Programmed Cell Death","36/1061","197/11287",0.182741116751269,1.94401412325313,4.30547084290376,7.2869390767096e-05,0.00428472017710524,0.00428472017710524,"UNC5B/FADD/CARD8/CHMP4B/KPNB1/IRF2/RIPK3/STAT3/ELANE/BMF/LMNA/HMGB2/TMED7-TICAM2/SEPTIN4/CFLAR/LY96/APAF1/TLR4/MLKL/FASLG/CASP3/CASP1/PKP1/GZMB/BMX/CASP7/CASP4/FAS/TICAM2/SDCBP/LMNB1/BAK1/TNFSF10/E2F1/OMA1/STUB1",36
"R-HSA-5625886","Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3","17/1061","66/11287",0.257575757575758,2.74011081598263,4.56675711181679,9.07607923631248e-05,0.00513147556822282,0.00513147556822282,"H3-3B/H4C15/H2BC7/H2BC5/H4C3/H3C6/H4C14/H2BC17/H2BC6/H2AC6/H4C8/H2BC4/H3C2/H4C6/H2BC21/H4C9/H4C16",17
"R-HSA-2559586","DNA Damage/Telomere Stress Induced Senescence","19/1061","79/11287",0.240506329113924,2.55852491678498,4.47752536865643,9.80218358280563e-05,0.00533674439508307,0.00533674439508307,"NBN/H4C15/H2BC7/H2BC5/H4C3/ASF1A/H4C14/H2BC17/CCNA1/H2BC6/H2AC6/H4C8/H2BC4/H4C6/H2BC21/LMNB1/HMGA1/H4C9/H4C16",19
"R-HSA-2562578","TRIF-mediated programmed cell death","6/1061","10/11287",0.6,6.38284637134779,5.48516903373718,0.000102498036608424,0.00538114692194228,0.00538114692194228,"FADD/RIPK3/TMED7-TICAM2/LY96/TLR4/TICAM2",6
"R-HSA-427359","SIRT1 negatively regulates rRNA expression","17/1061","67/11287",0.253731343283582,2.69921363962469,4.49328306764711,0.000111133184936612,0.00563330282264893,0.00563330282264893,"H3-3B/H4C15/H2BC7/H2BC5/H4C3/H3C6/H4C14/H2BC17/H2BC6/H2AC6/H4C8/H2BC4/H3C2/H4C6/H2BC21/H4C9/H4C16",17
"R-HSA-9956593","Enterobacterial factors antagonize host defense","7/1061","14/11287",0.5,5.31903864278982,5.2084221214987,0.000120644782219996,0.00591159432877981,0.00591159432877981,"GBP1/CALM2/GBP3/GBP2/CASP4/GBP6/GBP4",7
"R-HSA-3214815","HDACs deacetylate histones","21/1061","94/11287",0.223404255319149,2.37659173401247,4.31688672639613,0.000134466350325071,0.00622024074448964,0.00622024074448964,"MBD3/H2BC18/H4C15/H2BC7/H2BC5/H4C3/H3C6/H4C14/H2BC17/SAP30/H2BC6/PHF21A/H2AC6/H4C8/H2BC4/MTA1/H3C2/H4C6/H2BC21/H4C9/H4C16",21
"R-HSA-5693571","Nonhomologous End-Joining (NHEJ)","17/1061","68/11287",0.25,2.65951932139491,4.42114253195355,0.000135406601240591,0.00622024074448964,0.00622024074448964,"NBN/H4C15/H2BC7/H2BC5/H4C3/H4C14/H2BC17/H2BC6/H4C8/H2BC4/UIMC1/H4C6/XRCC4/TDP2/H2BC21/H4C9/H4C16",17
"R-HSA-9940465","ChAHP complex assembly","16/1061","62/11287",0.258064516129032,2.74531026724636,4.43864216242246,0.000141622283137909,0.0063086289761432,0.0063086289761432,"H4C15/H2BC7/H2BC5/H4C3/H3C6/H4C14/H2BC17/H2BC6/H2AC6/H4C8/H2BC4/H3C2/H4C6/H2BC21/H4C9/H4C16",16
"R-HSA-212300","PRC2 methylates histones and DNA","18/1061","75/11287",0.24,2.55313854853911,4.34684452380968,0.000152718098030028,0.0066028118854159,0.0066028118854159,"H3-3B/H4C15/H2BC7/H2BC5/H4C3/H3C6/H4C14/H2BC17/H2BC6/H2AC6/H4C8/H2BC4/H3C2/H4C6/H2BC21/EPOP/H4C9/H4C16",18
"R-HSA-6803157","Antimicrobial peptides","21/1061","95/11287",0.221052631578947,2.35157497891761,4.26111167099577,0.000157628115637004,0.00662038085675417,0.00662038085675417,"BPI/TLR1/PGLYRP1/ELANE/PRTN3/CTSG/DEFA1/LCN2/DEFA1B/RNASE3/TLR2/CHGA/DEFA3/LTF/DEFA4/PI3/CCR2/EPPIN/CAMP/S100A7A/PDZD11",21
"R-HSA-171306","Packaging Of Telomere Ends","14/1061","51/11287",0.274509803921569,2.92025650976696,4.42703840529811,0.00018008422876673,0.00728334030786743,0.00728334030786743,"H4C15/H2BC7/H2BC5/H4C3/H4C14/H2BC17/H2BC6/H2AC6/H4C8/H2BC4/H4C6/H2BC21/H4C9/H4C16",14
"R-HSA-977225","Amyloid fiber formation","23/1061","110/11287",0.209090909090909,2.2243252506212,4.1562852345735,0.000190149714853358,0.00728334030786743,0.00728334030786743,"H3-3B/H4C15/ITM2B/B2M/H2BC7/H2BC5/H4C3/H3C6/H4C14/H2BC17/TSPAN33/H2BC6/H2AC6/LTF/H4C8/H2BC4/H3C2/H4C6/NCSTN/UBE2L6/H2BC21/H4C9/H4C16",23
