"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","6/13","187/9424",0.0320855614973262,23.2595639654463,11.4266879988442,8.61404258405312e-08,1.55052766512956e-06,5.44044794782302e-07,"1667/4940/1668/838/4938/4939",6
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","5/13","156/9424",0.032051282051282,23.2347140039448,10.4075670934112,1.34801801484906e-06,1.21321621336416e-05,4.25689899426019e-06,"4940/3434/4938/4939/91543",5
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","4/13","173/9424",0.023121387283237,16.7612272120943,7.77619470022459,6.89088664540743e-05,0.000413453198724446,0.000145071297798051,"4940/4938/4939/91543",4
"Human Diseases","Infectious disease: viral","hsa05162","Measles","3/13","136/9424",0.0220588235294118,15.9909502262443,6.54464204413138,0.000756275567572914,0.00340324005407811,0.00119411931722039,"4940/4938/4939",3
"Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","3/13","180/9424",0.0166666666666667,12.0820512820513,5.57923718636569,0.0017019938178612,0.00612717774430032,0.00214988692782467,"4940/4938/4939",3
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","3/13","205/9424",0.0146341463414634,10.6086303939962,5.16945663076784,0.00246942786328226,0.00740828358984678,0.00259939775082343,"4940/4938/4939",3
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease","3/13","239/9424",0.0125523012552301,9.09945284840682,4.71371625802767,0.0038159525066871,0.00981244930290969,0.00344296466768761,"4940/4938/4939",3
"Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","2/13","90/9424",0.0222222222222222,16.1094017094017,5.35282455687007,0.00657006672012038,0.0147826501202708,0.0051868947790424,"29126/116071",2
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","2/13","99/9424",0.0202020202020202,14.6449106449106,5.07238556608614,0.00790242988917079,0.0158048597783416,0.00554556483450581,"1667/1668",2
"Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecule (CAM) interaction","2/13","160/9424",0.0125,9.06153846153846,3.82231991755026,0.019762527631436,0.0355725497365848,0.0124815963988017,"29126/6614",2
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","2/13","201/9424",0.00995024875621891,7.21316494450823,3.30920134849555,0.0302510074733541,0.0495016485927613,0.017368999506232,"1667/1668",2
