"Gene","logFC","t_statistic","P.Value","FDR","SYMBOL","GENENAME"
"ENSG00000124256",-1.69109043338523,-17.2204525099742,1.67423641432102e-33,3.15392655729795e-29,"ZBP1","Z-DNA binding protein 1"
"ENSG00000146859",-2.27721771177046,-16.708694681394,1.98247841367131e-32,1.867296417837e-28,"TMEM140","transmembrane protein 140"
"ENSG00000186470",-1.08189020427641,-16.6211171186761,3.03612834219179e-32,1.9064861903403e-28,"BTN3A2","butyrophilin subfamily 3 member A2"
"ENSG00000132256",-1.83592691168897,-16.352452608365,1.12918175861475e-31,5.31788149219615e-28,"TRIM5","tripartite motif containing 5"
"ENSG00000136514",-2.74112020316279,-16.2742400350816,1.65788505352509e-31,6.24624772766114e-28,"RTP4","receptor transporter protein 4"
"ENSG00000107201",-1.96919528745451,-15.9308176649569,9.03127079777358e-31,2.83551798814098e-27,"RIGI","RNA sensor RIG-I"
"ENSG00000185745",-3.22455849485808,-15.7594569717543,2.11549215750962e-30,5.69309160902375e-27,"IFIT1","interferon induced protein with tetratricopeptide repeats 1"
"ENSG00000079263",-1.339532922127,-15.5506751660362,5.99595688364859e-30,1.41189794717715e-26,"SP140","SP140 nuclear body protein"
"ENSG00000142687",-1.36493304268553,-15.3595373874394,1.56325809769422e-29,3.27207289381819e-26,"KIAA0319L","KIAA0319 like"
"ENSG00000163565",-1.92260978888529,-15.3062251397347,2.0438112290425e-29,3.85013159327026e-26,"IFI16","interferon gamma inducible protein 16"
"ENSG00000108771",-2.13281172581243,-15.2513063305037,2.69469042493044e-29,4.61477983862178e-26,"DHX58","DExH-box helicase 58"
"ENSG00000133574",-1.94389493918968,-15.2199136195407,3.15653345836682e-29,4.95523144072618e-26,"GIMAP4","GTPase, IMAP family member 4"
"ENSG00000205413",-1.70437239022199,-15.1764991862653,3.9291836207553e-29,5.69368931136834e-26,"SAMD9","sterile alpha motif domain containing 9"
"ENSG00000121858",-1.72332185620609,-15.1103623260361,5.48712496185363e-29,7.38331857367133e-26,"TNFSF10","TNF superfamily member 10"
"ENSG00000073737",-2.13909805381959,-14.9350654761894,1.33300484964591e-28,1.67407635717531e-25,"DHRS9","dehydrogenase/reductase 9"
"ENSG00000003400",-0.907838856452396,-14.9115343180971,1.50208016203097e-28,1.76851163077121e-25,"CASP10","caspase 10"
"ENSG00000089127",-2.31891858960714,-14.7585852302437,3.26920352226692e-28,3.58999269461377e-25,"OAS1","2'-5'-oligoadenylate synthetase 1"
"ENSG00000177409",-1.76382258880274,-14.7491423486106,3.43029347611465e-28,3.58999269461377e-25,"SAMD9L","sterile alpha motif domain containing 9 like"
"ENSG00000138642",-1.88649016205971,-14.6914038411618,4.60418023373778e-28,4.56492353911328e-25,"HERC6","HECT and RLD domain containing E3 ubiquitin protein ligase family member 6"
"ENSG00000181778",-2.41633928007391,-14.612184016292,6.89903209504802e-28,6.44967100810027e-25,"TMEM252","transmembrane protein 252"
"ENSG00000225470",-1.24046746635559,-14.6041025829836,7.18988699278616e-28,6.44967100810027e-25,"JPX","JPX transcript, XIST activator"
"ENSG00000184979",-2.75705258802914,-14.55835950952,9.08429203841863e-28,7.77863151907865e-25,"USP18","ubiquitin specific peptidase 18"
"ENSG00000108424",-1.1233515066047,-14.3825591865819,2.23644313824159e-27,1.83174416687805e-24,"KPNB1","karyopherin subunit beta 1"
"ENSG00000157601",-2.16786457114331,-14.2204440266231,5.1479627754629e-27,4.04072178184042e-24,"MX1","MX dynamin like GTPase 1"
"ENSG00000136816",-1.53205138878909,-14.2075319989667,5.50206210514334e-27,4.14591383746761e-24,"TOR1B","torsin family 1 member B"
"ENSG00000111335",-2.20712587359638,-14.1678562835352,6.75064633958168e-27,4.89110291327075e-24,"OAS2","2'-5'-oligoadenylate synthetase 2"
"ENSG00000196684",-1.22413774630294,-14.0786116903269,1.07001799160746e-26,7.46555515774125e-24,"HSH2D","hematopoietic SH2 domain containing"
"ENSG00000135114",-2.07147193714372,-13.9522398222828,2.05714428449726e-26,1.38401728683426e-23,"OASL","2'-5'-oligoadenylate synthetase like"
"ENSG00000185507",-1.89308849942182,-13.9172587515396,2.46585719085159e-26,1.60178681935387e-23,"IRF7","interferon regulatory factor 7"
"ENSG00000055332",-1.41700390415102,-13.8829829619299,2.94534319368409e-26,1.84947916942069e-23,"EIF2AK2","eukaryotic translation initiation factor 2 alpha kinase 2"
"ENSG00000116863",-1.34583082767579,-13.8430673392714,3.62297514460324e-26,2.20160018625922e-23,"ADPRS","ADP-ribosylserine hydrolase"
"ENSG00000082898",-0.903690842250129,-13.795214573938,4.64480326042503e-26,2.73433761937146e-23,"XPO1","exportin 1"
"ENSG00000106617",-0.737754493731071,-13.7673678586107,5.36788459350421e-26,3.0642487870434e-23,"PRKAG2","protein kinase AMP-activated non-catalytic subunit gamma 2"
"ENSG00000183486",-1.50294079187299,-13.5391936637164,1.76157907307749e-25,9.76018428783348e-23,"MX2","MX dynamin like GTPase 2"
"ENSG00000143891",-1.78182334470429,-13.4270149639359,3.16533022352697e-25,1.66619578196339e-22,"GALM","galactose mutarotase"
"ENSG00000135899",-1.25462021703353,-13.4258812924124,3.18415161644984e-25,1.66619578196339e-22,"SP110","SP110 nuclear body protein"
"ENSG00000127526",0.824991708853346,13.4072026560061,3.51093431617647e-25,1.78754001751709e-22,"SLC35E1","solute carrier family 35 member E1"
"ENSG00000111801",-1.25276235302648,-13.3512210101552,4.70618687750978e-25,2.33303022101393e-22,"BTN3A3","butyrophilin subfamily 3 member A3"
"ENSG00000119917",-2.49990531178643,-13.3138186209883,5.72471148812306e-25,2.76518243623749e-22,"IFIT3","interferon induced protein with tetratricopeptide repeats 3"
"ENSG00000163840",-1.31519079751088,-13.3038396517733,6.03202855182628e-25,2.84078384648258e-22,"DTX3L","deltex E3 ubiquitin ligase 3L"
"ENSG00000134321",-2.79397818631568,-13.2762415896037,6.97092189119228e-25,3.20288357527513e-22,"RSAD2","radical S-adenosyl methionine domain containing 2"
"ENSG00000119922",-2.63086414177388,-13.2554305577689,7.77474024421048e-25,3.48715611239136e-22,"IFIT2","interferon induced protein with tetratricopeptide repeats 2"
"ENSG00000138646",-2.0749859704791,-13.1854349994791,1.12258104271632e-24,4.91794922853257e-22,"HERC5","HECT and RLD domain containing E3 ubiquitin protein ligase 5"
"ENSG00000172123",-1.50831962582179,-13.1748848228127,1.18653217269558e-24,5.07997569755437e-22,"SLFN12","schlafen family member 12"
"ENSG00000137628",-1.92583887864148,-13.1187906326869,1.59325040066003e-24,6.66970023280749e-22,"DDX60","DExD/H-box helicase 60"
"ENSG00000164054",-1.52734233056534,-13.0620119706355,2.14768174680519e-24,8.60809122262046e-22,"SHISA5","shisa family member 5"
"ENSG00000186660",0.655654495769837,13.0659519167836,2.10361861726367e-24,8.60809122262046e-22,"ZFP91","ZFP91 zinc finger protein, atypical E3 ubiquitin ligase"
"ENSG00000086065",-1.7415075723133,-13.0042605009882,2.91071260573282e-24,1.14233341805823e-21,"CHMP5","charged multivesicular body protein 5"
"ENSG00000146425",-1.2189322186203,-12.9597564823867,3.67980991980739e-24,1.41469916876187e-21,"DYNLT1","dynein light chain Tctex-type 1"
"ENSG00000067066",-1.23750052796829,-12.9082753862159,4.82729171610229e-24,1.8187304269587e-21,"SP100","SP100 nuclear antigen"
"ENSG00000026950",-1.27151415320331,-12.8705551947913,5.8902311026161e-24,2.17358310947434e-21,"BTN3A1","butyrophilin subfamily 3 member A1"
"ENSG00000112343",-1.07418862114408,-12.8670594091031,5.99991090841202e-24,2.17358310947434e-21,"TRIM38","tripartite motif containing 38"
"ENSG00000106560",-1.33771257351031,-12.8279026473392,7.3777267949662e-24,2.62229466723723e-21,"GIMAP2","GTPase, IMAP family member 2"
"ENSG00000119820",-0.857947688383972,-12.7790661699305,9.54921968997702e-24,3.33126297258865e-21,"YIPF4","Yip1 domain family member 4"
"ENSG00000145016",-1.19145578467103,-12.7737612575543,9.82073134165576e-24,3.36368976389293e-21,"RUBCN","rubicon autophagy regulator"
"ENSG00000132109",-1.47480598154352,-12.7331887106995,1.21702163946144e-23,4.09397386503119e-21,"TRIM21","tripartite motif containing 21"
"ENSG00000187608",-2.4135830858469,-12.6365552912683,2.02950266800942e-23,6.54117849407678e-21,"ISG15","ISG15 ubiquitin like modifier"
"ENSG00000010704",-1.26076960394292,-12.634779742987,2.04867571478145e-23,6.54117849407678e-21,"HFE","homeostatic iron regulator"
"ENSG00000231607",-1.21253055999098,-12.6362667478208,2.03260618227579e-23,6.54117849407678e-21,"DLEU2","deleted in lymphocytic leukemia 2"
"ENSG00000281100",-1.60938224785478,-12.6254883333835,2.15200983568318e-23,6.75659354743328e-21,NA,NA
"ENSG00000277511",-1.74244986641596,-12.6150332110793,2.27454886144465e-23,7.02425433637611e-21,NA,NA
"ENSG00000122643",-1.65727023094672,-12.5633671919966,2.9908848478924e-23,9.08746592977372e-21,"NT5C3A","5'-nucleotidase, cytosolic IIIA"
"ENSG00000170581",-1.25495467132042,-12.5341700479478,3.4916582895795e-23,1.04406125173173e-20,"STAT2","signal transducer and activator of transcription 2"
"ENSG00000136147",-1.29292412955147,-12.5024407420828,4.13166360235744e-23,1.20510806321338e-20,"PHF11","PHD finger protein 11"
"ENSG00000142961",-1.10996156728661,-12.5000849039486,4.18362966644404e-23,1.20510806321338e-20,"MOB3C","MOB kinase activator 3C"
"ENSG00000151148",-0.54971424075621,-12.4983568322234,4.22216435779187e-23,1.20510806321338e-20,"UBE3B","ubiquitin protein ligase E3B"
"ENSG00000183688",1.12488795179999,12.4909108778948,4.39231522697562e-23,1.2349617051607e-20,"RFLNB","refilin B"
"ENSG00000132530",-2.15690588777292,-12.4554861801263,5.30089467415548e-23,1.46850373340795e-20,"XAF1","XIAP associated factor 1"
"ENSG00000121067",-0.886668435151317,-12.4468045163002,5.55094226370621e-23,1.5154876864304e-20,"SPOP","speckle type BTB/POZ protein"
"ENSG00000155363",-1.3234166512016,-12.4273704242273,6.154385678034e-23,1.65623310575435e-20,"MOV10","Mov10 RNA helicase"
"ENSG00000137959",-2.30874947163399,-12.4126324807747,6.65549390401488e-23,1.76586188963144e-20,"IFI44L","interferon induced protein 44 like"
"ENSG00000009790",-0.991796186707806,-12.3880197199638,7.5852233224326e-23,1.98458940205535e-20,"TRAF3IP3","TRAF3 interacting protein 3"
"ENSG00000185880",-1.48615465018618,-12.3590918689898,8.84576829610571e-23,2.28269292002794e-20,"TRIM69","tripartite motif containing 69"
"ENSG00000151702",-0.831179763175188,-12.3541707279213,9.0802186238309e-23,2.31152916805036e-20,"FLI1","Fli-1 proto-oncogene, ETS transcription factor"
"ENSG00000135211",-1.61880290126254,-12.3435034456371,9.61003128168783e-23,2.41378359045914e-20,"TMEM60","transmembrane protein 60"
"ENSG00000111331",-2.13622284494517,-12.3363420473996,9.98299431330684e-23,2.44529351570562e-20,"OAS3","2'-5'-oligoadenylate synthetase 3"
"ENSG00000163568",-1.90978398407624,-12.3361142131629,9.99509505835718e-23,2.44529351570562e-20,"AIM2","absent in melanoma 2"
"ENSG00000236345",-2.01853647734013,-12.3211386109139,1.08235883902956e-22,2.6140353602101e-20,"SCAT8","S-phase cancer associated transcript 8"
"ENSG00000163154",-1.33833564805367,-12.3099364592596,1.14880293697895e-22,2.73938604136829e-20,"TNFAIP8L2","TNF alpha induced protein 8 like 2"
"ENSG00000130813",-1.12035334117485,-12.2866211303107,1.30049871842477e-22,3.06234935721072e-20,"SHFL","shiftless antiviral inhibitor of ribosomal frameshifting"
"ENSG00000106785",-1.17461423196228,-12.2569145766164,1.52321847299092e-22,3.54251723385222e-20,"TRIM14","tripartite motif containing 14"
"ENSG00000185909",-1.52013461937485,-12.2443623689818,1.6284635411182e-22,3.69602363705839e-20,"KLHDC8B","kelch domain containing 8B"
"ENSG00000265972",-1.05646979906111,-12.2459570659951,1.61469861231385e-22,3.69602363705839e-20,"TXNIP","thioredoxin interacting protein"
"ENSG00000152778",-2.27240082347443,-12.2364987502106,1.69807918068919e-22,3.80814471497891e-20,"IFIT5","interferon induced protein with tetratricopeptide repeats 5"
"ENSG00000196141",-1.98355178028635,-12.2096044657324,1.95951177173798e-22,4.19649465199238e-20,"SPATS2L","spermatogenesis associated serine rich 2 like"
"ENSG00000104885",1.35322043651635,12.2123108057662,1.93147400285687e-22,4.19649465199238e-20,"DOT1L","DOT1 like histone lysine methyltransferase"
"ENSG00000164674",-1.23534899551933,-12.2140548908977,1.91361863703569e-22,4.19649465199238e-20,"SYTL3","synaptotagmin like 3"
"ENSG00000130303",-1.14822689187122,-12.2095237497235,1.96035422749405e-22,4.19649465199238e-20,"BST2","bone marrow stromal cell antigen 2"
"ENSG00000088827",-2.47517511530542,-12.2044712958641,2.013817098523e-22,4.24208383354786e-20,"SIGLEC1","sialic acid binding Ig like lectin 1"
"ENSG00000173110",-1.48514387646883,-12.203274997059,2.02668831627194e-22,4.24208383354786e-20,"HSPA6","heat shock protein family A (Hsp70) member 6"
"ENSG00000274020",-0.894814284209229,-12.1853038717951,2.23026991740951e-22,4.616903813644e-20,"LINC01138","long intergenic non-protein coding RNA 1138"
"ENSG00000149798",-1.42809811376867,-12.1769847276716,2.3313319170573e-22,4.77365550581798e-20,"CDC42EP2","CDC42 effector protein 2"
"ENSG00000181381",-1.3313932757178,-12.148666388806,2.71102710062172e-22,5.49143317435612e-20,"DDX60L","DExD/H-box 60 like"
"ENSG00000164002",-1.37358628417147,-12.1343976437633,2.92523319560791e-22,5.86229180200657e-20,"EXO5","exonuclease 5"
"ENSG00000196116",-1.59428905190204,-12.1033657603487,3.45148559848628e-22,6.84411428466153e-20,"TDRD7","tudor domain containing 7"
"ENSG00000171115",-1.46602606763571,-12.070764071722,4.10689315631534e-22,8.05892221652795e-20,"GIMAP8","GTPase, IMAP family member 8"
"ENSG00000204977",-0.879941721927612,-12.0594733998754,4.36183951276093e-22,8.47096213828767e-20,"TRIM13","tripartite motif containing 13"
"ENSG00000106089",1.87403887286504,12.0575085762222,4.40779900635195e-22,8.4728691511896e-20,"STX1A","syntaxin 1A"
"ENSG00000126860",-1.57260372565488,-12.0515693469015,4.54969605234697e-22,8.65729032667801e-20,"EVI2A","ecotropic viral integration site 2A"
"ENSG00000117010",-1.79145851284745,-12.0270429604705,5.18581643888638e-22,9.76904100757416e-20,"ZNF684","zinc finger protein 684"
"ENSG00000155252",1.38564694166053,11.982052997789,6.59343114037053e-22,1.22977282992376e-19,"PI4K2A","phosphatidylinositol 4-kinase type 2 alpha"
"ENSG00000259268",-1.82083925489873,-11.9748208231626,6.85301351741085e-22,1.26565753569594e-19,NA,NA
"ENSG00000233975",-1.84441946547103,-11.9662453103012,7.17411501116784e-22,1.31209687942116e-19,NA,NA
"ENSG00000117222",-0.805184462894794,-11.9421748939285,8.15826161652631e-22,1.47774358011656e-19,"RBBP5","RB binding protein 5, histone lysine methyltransferase complex subunit"
"ENSG00000138496",-1.34567959312934,-11.9240324096143,8.98849292978306e-22,1.61262123629765e-19,"PARP9","poly(ADP-ribose) polymerase family member 9"
"ENSG00000178988",-0.731630572859677,-11.879229280744,1.14198549690077e-21,2.02950215005818e-19,"MRFAP1L1","Morf4 family associated protein 1 like 1"
"ENSG00000107371",-0.990463792846703,-11.8622018982001,1.25080057704517e-21,2.20211039910065e-19,"EXOSC3","exosome component 3"
"ENSG00000135828",-1.49067396029844,-11.8557942011145,1.29438862830077e-21,2.25774934999351e-19,"RNASEL","ribonuclease L"
"ENSG00000048342",-1.30561536714197,-11.8488818186423,1.34311773810248e-21,2.32125247251142e-19,"CC2D2A","coiled-coil and C2 domain containing 2A"
"ENSG00000114120",0.899695049314423,11.841405836422,1.39789097525619e-21,2.3939518356251e-19,"SLC25A36","solute carrier family 25 member 36"
"ENSG00000186812",-0.867400081792021,-11.8255380763268,1.52167687487262e-21,2.58246387106761e-19,"ZNF397","zinc finger protein 397"
"ENSG00000173821",-0.992800880178776,-11.8128005575375,1.62894515687468e-21,2.73982757725046e-19,"RNF213","ring finger protein 213"
"ENSG00000168016",-1.09546661629422,-11.8040601150812,1.70690374604492e-21,2.84554449274286e-19,"TRANK1","tetratricopeptide repeat and ankyrin repeat containing 1"
"ENSG00000121486",-1.45704707740994,-11.7842803820032,1.89740612487503e-21,3.13538040178911e-19,"TRMT1L","tRNA methyltransferase 1L"
"ENSG00000133561",-1.31444097326859,-11.7761043610393,1.98224323077339e-21,3.24708678098341e-19,"GIMAP6","GTPase, IMAP family member 6"
"ENSG00000140259",-1.0392092186619,-11.7370342379849,2.443176817189e-21,3.96763490363848e-19,"MFAP1","microfibril associated protein 1"
"ENSG00000161010",1.06708681545531,11.7227721243468,2.63698629741683e-21,4.24577332228532e-19,"MRNIP","MRN complex interacting protein"
"ENSG00000129465",-0.986735778551523,-11.6387312291583,4.13572127338209e-21,6.60243367355693e-19,"RIPK3","receptor interacting serine/threonine kinase 3"
"ENSG00000225101",-1.24445834420698,-11.6286319261507,4.36563702398954e-21,6.91091346705167e-19,"OR52K3P","olfactory receptor family 52 subfamily K member 3 pseudogene"
"ENSG00000232815",-1.42102234905789,-11.6160224894603,4.67075121109519e-21,7.33230094288427e-19,NA,NA
"ENSG00000137965",-1.91666164584433,-11.6098939936903,4.82666763370067e-21,7.51444337881431e-19,"IFI44","interferon induced protein 44"
"ENSG00000119950",0.960151807218593,11.6016318141814,5.04515108207984e-21,7.7902095151e-19,"MXI1","MAX interactor 1, dimerization protein"
"ENSG00000162777",-0.863301801818283,-11.5534501330528,6.53165369831045e-21,1.00035197047782e-18,"DENND2D","DENN domain containing 2D"
"ENSG00000273272",-1.54017623875988,-11.5514474926377,6.60215176234993e-21,1.00299463628345e-18,NA,NA
"ENSG00000154305",-1.01198850026786,-11.5473305246857,6.74948229253342e-21,1.01717397941396e-18,"MIA3","MIA SH3 domain ER export factor 3"
"ENSG00000143409",-1.00664260345358,-11.5387744752069,7.06628779878835e-21,1.05646610756805e-18,"MINDY1","MINDY lysine 48 deubiquitinase 1"
"ENSG00000133943",-0.962674999526605,-11.5353305044929,7.19797319111589e-21,1.0676804643641e-18,"DGLUCY","D-glutamate cyclase"
"ENSG00000249662",-1.70726675858484,-11.4955539188259,8.90925296146261e-21,1.31119146318775e-18,"LINC02218","long intergenic non-protein coding RNA 2218"
"ENSG00000246082",-1.53439418994142,-11.4423495543429,1.18518656881431e-20,1.73073989018015e-18,NA,NA
"ENSG00000164967",-1.00407252474738,-11.4404310892151,1.19744868480878e-20,1.73519525572521e-18,"RPP25L","ribonuclease P/MRP subunit p25 like"
"ENSG00000115267",-1.55377766683392,-11.4200884377649,1.33555223934187e-20,1.92054451028413e-18,"IFIH1","interferon induced with helicase C domain 1"
"ENSG00000122729",-1.42974458798864,-11.409585304983,1.41298898177465e-20,2.01650654838415e-18,"ACO1","aconitase 1"
"ENSG00000138760",-0.754227552438147,-11.4040726257368,1.45541546419796e-20,2.0614373319219e-18,"SCARB2","scavenger receptor class B member 2"
"ENSG00000137752",-1.37743442740825,-11.3953936045559,1.52481055067151e-20,2.14361053384701e-18,"CASP1","caspase 1"
"ENSG00000175538",-1.18924811285836,-11.3846354438454,1.61544625338364e-20,2.25420566824008e-18,"KCNE3","potassium voltage-gated channel subfamily E regulatory subunit 3"
"ENSG00000152213",-1.265467803408,-11.3784054024211,1.67037976028866e-20,2.31372161208219e-18,"ARL11","ARF like GTPase 11"
"ENSG00000101363",-0.774401479328673,-11.3717068574827,1.73153285259273e-20,2.38092086694466e-18,"MANBAL","mannosidase beta like"
"ENSG00000188313",-1.81738239046804,-11.3594292292498,1.84949836762579e-20,2.52469929343005e-18,"PLSCR1","phospholipid scramblase 1"
"ENSG00000282851",-1.31376638791542,-11.3467044324889,1.98025977611976e-20,2.6837506232046e-18,"BISPR","BST2 interferon stimulated positive regulator"
"ENSG00000226067",-1.01315768428835,-11.3249884567098,2.22515025719644e-20,2.99409861036189e-18,NA,NA
"ENSG00000213689",-1.36982447474878,-11.287002819431,2.72867055778851e-20,3.6199081667338e-18,"TREX1","three prime repair exonuclease 1"
"ENSG00000111224",-1.28199758106716,-11.2879020891749,2.71552335743799e-20,3.6199081667338e-18,"PARP11","poly(ADP-ribose) polymerase family member 11"
"ENSG00000122861",2.07481776694331,11.2674052304173,3.03155686980575e-20,3.9935991827553e-18,"PLAU","plasminogen activator, urokinase"
"ENSG00000125826",-0.944860426716219,-11.2659439261126,3.05544643005309e-20,3.99711804509306e-18,"RBCK1","RANBP2-type and C3HC4-type zinc finger containing 1"
"ENSG00000103194",-1.0403887972886,-11.2642513979017,3.08335172587253e-20,4.00580550427495e-18,"USP10","ubiquitin specific peptidase 10"
"ENSG00000105053",-0.704386143672401,-11.2483253109761,3.35875273466554e-20,4.33371123394722e-18,"VRK3","VRK serine/threonine kinase 3"
"ENSG00000235750",-1.20175885465533,-11.2427124560306,3.46157270306872e-20,4.43599364492575e-18,"KIAA0040","KIAA0040"
"ENSG00000172086",-1.21738397243048,-11.2410398422271,3.49281785683569e-20,4.44579072885613e-18,"KRCC1","lysine rich coiled-coil 1"
"ENSG00000138035",-1.46070911678401,-11.2351975494442,3.60418657019488e-20,4.55675614827726e-18,"PNPT1","polyribonucleotide nucleotidyltransferase 1"
"ENSG00000159882",-1.28315679725567,-11.2189895304848,3.93211756014024e-20,4.9382153731948e-18,"ZNF230","zinc finger protein 230"
"ENSG00000035681",-1.26478361697115,-11.2168661358998,3.97723645661994e-20,4.9618000244905e-18,"NSMAF","neutral sphingomyelinase activation associated factor"
"ENSG00000126709",-1.79365608010762,-11.2122345592205,4.07745666655662e-20,5.05336372924958e-18,"IFI6","interferon alpha inducible protein 6"
"ENSG00000117226",-1.6269916258379,-11.2051533208369,4.23559295698618e-20,5.21503922377161e-18,"GBP3","guanylate binding protein 3"
"ENSG00000059378",-1.18813447147999,-11.1905511668403,4.58133512070653e-20,5.56794780670127e-18,"PARP12","poly(ADP-ribose) polymerase family member 12"
"ENSG00000168264",1.1320813139545,11.1914943959096,4.55817203258652e-20,5.56794780670127e-18,"IRF2BP2","interferon regulatory factor 2 binding protein 2"
"ENSG00000198818",-1.23920038679128,-11.1836404726951,4.75467559095853e-20,5.70699131086759e-18,"SFT2D1","SFT2 domain containing 1"
"ENSG00000117697",-0.692787871106434,-11.1835756978403,4.75633101075598e-20,5.70699131086759e-18,"NSL1","NSL1 component of MIS12 kinetochore complex"
"ENSG00000182557",1.7818161366999,11.1719972742398,5.06169843403725e-20,6.03495412027808e-18,"SPNS3","SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)"
"ENSG00000115145",-1.18458373711987,-11.167469201122,5.18639168835181e-20,6.14473249214914e-18,"STAM2","signal transducing adaptor molecule 2"
"ENSG00000185033",-0.91032910242424,-11.1633059895626,5.30374891781704e-20,6.24450138211483e-18,"SEMA4B","semaphorin 4B"
"ENSG00000106392",-1.19985512698,-11.14678731205,5.79618819614358e-20,6.78190020117719e-18,"C1GALT1","core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"
"ENSG00000115459",-0.734061879281928,-11.1368458359918,6.11435230976073e-20,7.11001042044892e-18,"ELMOD3","ELMO domain containing 3"
"ENSG00000255760",-1.76697993183403,-11.1294747844985,6.36148715926413e-20,7.35200583473729e-18,"LINC02422","long intergenic non-protein coding RNA 2422"
"ENSG00000124357",-0.837877772207712,-11.1204520590694,6.67765026920485e-20,7.67033998605372e-18,"NAGK","N-acetylglucosamine kinase"
"ENSG00000135148",-1.32420390737339,-11.1173382105125,6.79037371425662e-20,7.75254909267674e-18,"TRAFD1","TRAF-type zinc finger domain containing 1"
"ENSG00000178966",-1.18191243873221,-11.0997610196259,7.46335065814614e-20,8.46955419868415e-18,"RMI1","RecQ mediated genome instability 1"
"ENSG00000158373",-1.41099090324737,-11.0936429038011,7.71293343852744e-20,8.70037365957964e-18,"H2BC5","H2B clustered histone 5"
"ENSG00000185722",-0.865374763322437,-11.0913953877923,7.80670226158466e-20,8.75372959546022e-18,"ANKFY1","ankyrin repeat and FYVE domain containing 1"
"ENSG00000245060",-0.916188929523838,-11.0653222502094,8.98159475746933e-20,1.00115551503673e-17,"LINC00847","long intergenic non-protein coding RNA 847"
"ENSG00000132274",-1.46138097879231,-11.0627735249401,9.10553825743737e-20,1.00900076290356e-17,"TRIM22","tripartite motif containing 22"
"ENSG00000108984",-1.31520019658665,-11.0578621682879,9.34922389169203e-20,1.02994549515611e-17,"MAP2K6","mitogen-activated protein kinase kinase 6"
"ENSG00000070269",-0.929537217973687,-11.0496453792302,9.77159699951417e-20,1.07021711788865e-17,"TMEM260","transmembrane protein 260"
"ENSG00000116560",0.642705578563342,11.0476476224694,9.87714290868055e-20,1.07552380412557e-17,"SFPQ","splicing factor proline and glutamine rich"
"ENSG00000121236",-1.78482611472615,-11.0343602851945,1.06087732066934e-19,1.14461163415439e-17,"TRIM6","tripartite motif containing 6"
"ENSG00000101574",-1.22824064533742,-11.0328742596536,1.06938978453749e-19,1.14461163415439e-17,"METTL4","methyltransferase 4, N6-adenosine"
"ENSG00000240065",-0.951646629342831,-11.0333159221661,1.06685267551602e-19,1.14461163415439e-17,"PSMB9","proteasome 20S subunit beta 9"
"ENSG00000133106",-1.61263666335333,-11.031484715173,1.07741140763683e-19,1.14668226537077e-17,"EPSTI1","epithelial stromal interaction 1"
"ENSG00000123933",0.969305800857362,11.0271872728008,1.10260299125909e-19,1.16690085108644e-17,"MXD4","MAX dimerization protein 4"
"ENSG00000123609",-1.39049117817533,-11.0054316150443,1.23947280982715e-19,1.30442395483373e-17,"NMI","N-myc and STAT interactor"
"ENSG00000138411",-1.25876828444682,-11.0008087368293,1.27067922618096e-19,1.32983640348872e-17,"HECW2","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
"ENSG00000101347",-0.880140370510059,-10.9862545123067,1.37415450956265e-19,1.43018357188626e-17,"SAMHD1","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1"
"ENSG00000119321",-0.822982978746425,-10.9814123823636,1.41041705060675e-19,1.45985914282033e-17,"FKBP15","FKBP prolyl isomerase family member 15"
"ENSG00000068079",-1.3085033329383,-10.9761649666513,1.45079680287457e-19,1.4934486433088e-17,"IFI35","interferon induced protein 35"
"ENSG00000162222",-0.945611630723573,-10.9706539523037,1.49445115141261e-19,1.53002558642993e-17,"TTC9C","tetratricopeptide repeat domain 9C"
"ENSG00000184545",1.82495837055407,10.9613320934528,1.5713053571155e-19,1.60001353066712e-17,"DUSP8","dual specificity phosphatase 8"
"ENSG00000133101",-2.55792754105341,-10.9416830304396,1.74650433146064e-19,1.76885207505675e-17,"CCNA1","cyclin A1"
"ENSG00000170633",-0.846277512949632,-10.9252668258639,1.90777818517581e-19,1.92185697606107e-17,"RNF34","ring finger protein 34"
"ENSG00000101040",-0.55390197000458,-10.922999468027,1.93119433737412e-19,1.93509781529009e-17,"ZMYND8","zinc finger MYND-type containing 8"
"ENSG00000117305",-0.697343500248499,-10.9050040715398,2.12753659735301e-19,2.1205573767691e-17,"HMGCL","3-hydroxy-3-methylglutaryl-CoA lyase"
"ENSG00000172183",-0.98361029892915,-10.8790947916699,2.44582562081545e-19,2.4249717392064e-17,"ISG20","interferon stimulated exonuclease gene 20"
"ENSG00000270820",-1.21376864790232,-10.8705839793758,2.56044741793055e-19,2.52343959999505e-17,"USP34-DT","USP34 divergent transcript"
"ENSG00000072694",-1.1997780799175,-10.8697523998673,2.57193121986967e-19,2.52343959999505e-17,"FCGR2B","Fc gamma receptor IIb"
"ENSG00000117475",-1.21000018094191,-10.8642472941893,2.64926552345179e-19,2.58584787206139e-17,"BLZF1","basic leucine zipper nuclear factor 1"
"ENSG00000270972",-1.69722456267954,-10.8629162413401,2.66831047836169e-19,2.59101199955555e-17,NA,NA
