"Gene","logFC","t_statistic","P.Value","FDR","SYMBOL","GENENAME"
"ENSG00000138138",-0.508775152806028,-4.89947119551165,3.20380091973677e-06,1.6741526137587e-05,"ATAD1","ATPase family AAA domain containing 1"
"ENSG00000112299",-0.939416438403424,-4.89742894415629,3.23140785442692e-06,1.68811040381848e-05,"VNN1","vanin 1"
"ENSG00000166920",0.889817501548821,4.89714063404967,3.2353237707743e-06,1.68921921268975e-05,"COXFA4L3","cytochrome c oxidase associated subunit FA4L3"
"ENSG00000231999",0.530485558167978,4.89718109725289,3.23477390911251e-06,1.68921921268975e-05,"LRRC8C-DT","LRRC8C divergent transcript"
"ENSG00000234797",0.488933684653055,4.89672585884408,3.24096546419361e-06,1.69169596604265e-05,"RPS3AP6","RPS3A pseudogene 6"
"ENSG00000168282",-1.28859845687276,-4.89622650418903,3.24777027336423e-06,1.69477829389572e-05,"MGAT2","alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
"ENSG00000198393",0.360764354301491,4.89478961933817,3.26742853614654e-06,1.70456435236579e-05,"ZNF26","zinc finger protein 26"
"ENSG00000225484",-0.309068896869876,-4.89452446032584,3.27106883517806e-06,1.70599099438218e-05,"NUTM2B-AS1","NUTM2B antisense RNA 1"
"ENSG00000229117",0.464839415083058,4.89243751976538,3.29985778134664e-06,1.72052922460582e-05,"RPL41","ribosomal protein L41"
"ENSG00000115756",-0.51317047768574,-4.89215818627686,3.30372976439005e-06,1.72207142505755e-05,"HPCAL1","hippocalcin like 1"
"ENSG00000101986",-0.354209394924877,-4.89160361067566,3.31143010345614e-06,1.72560775349673e-05,"ABCD1","ATP binding cassette subfamily D member 1"
"ENSG00000125827",-0.481774518525132,-4.89152586971769,3.31251093720439e-06,1.72569361269514e-05,"TMX4","thioredoxin related transmembrane protein 4"
"ENSG00000007541",0.360775458172765,4.88982759136489,3.33620783593418e-06,1.73755828624075e-05,"PIGQ","phosphatidylinositol glycan anchor biosynthesis class Q"
"ENSG00000180964",-0.533067138717296,-4.88941420533437,3.34200088801028e-06,1.74009432637749e-05,"TCEAL8","transcription elongation factor A like 8"
"ENSG00000238005",-0.481784426226221,-4.8890804771534,3.34668477031898e-06,1.74205160826938e-05,"LNCATV","lncRNA negative regulator of antiviral signaling"
"ENSG00000183049",0.48038231700528,4.88892745604286,3.34883455692706e-06,1.74268909898873e-05,"CAMK1D","calcium/calmodulin dependent protein kinase ID"
"ENSG00000237651",-0.66078037981615,-4.88883098297769,3.35019059210936e-06,1.74291329395626e-05,"C2orf74","chromosome 2 open reading frame 74"
"ENSG00000101447",0.708525492068422,4.88848379246558,3.35507515306189e-06,1.74497254923743e-05,"SACK1D","scaffolding CK1 anchoring protein D"
"ENSG00000280270",-0.917648488611927,-4.88814567019285,3.35983878438747e-06,1.7469677896851e-05,NA,NA
"ENSG00000105707",-0.924257231419447,-4.88788070493049,3.36357633564127e-06,1.74842855990094e-05,"HPN","hepsin"
"ENSG00000213366",0.49735889120092,4.88748068138657,3.36922664769061e-06,1.75057501359986e-05,"GSTM2","glutathione S-transferase mu 2"
"ENSG00000015153",0.280004382722699,4.88745680595268,3.36956417842291e-06,1.75057501359986e-05,"YAF2","YY1 associated factor 2"
"ENSG00000138326",0.475033288992886,4.88738913919875,3.37052097237306e-06,1.75058930459233e-05,"RPS24","ribosomal protein S24"
"ENSG00000261644",-0.438818144111677,-4.88609074177152,3.38893124870597e-06,1.75918123072811e-05,"CYLD-AS1","CYLD antisense RNA 1"
"ENSG00000100241",0.338093597023725,4.88609272429528,3.38890306371377e-06,1.75918123072811e-05,"SBF1","SET binding factor 1"
"ENSG00000140368",-0.257129532822757,-4.88523751328273,3.4010825250217e-06,1.76500255113936e-05,"PSTPIP1","proline-serine-threonine phosphatase interacting protein 1"
"ENSG00000157800",-0.590168565421876,-4.88503972369062,3.40390538816776e-06,1.76598098877181e-05,"SLC37A3","solute carrier family 37 member 3"
"ENSG00000245910",0.51927517051142,4.88398508364802,3.41899573217882e-06,1.77332163003262e-05,NA,NA
"ENSG00000175110",-0.491402841366602,-4.88229116922549,3.44336926755548e-06,1.78547179361988e-05,"MRPS22","mitochondrial ribosomal protein S22"
"ENSG00000117013",0.859142962554541,4.88180392864633,3.45041131773765e-06,1.78863094120919e-05,"KCNQ4","potassium voltage-gated channel subfamily Q member 4"
"ENSG00000008300",0.610807202392057,4.88109381174347,3.46069964119442e-06,1.79347069713399e-05,"CELSR3","cadherin EGF LAG seven-pass G-type receptor 3"
"ENSG00000137261",-0.632019216707293,-4.87987558246183,3.47841905898299e-06,1.80215781719256e-05,"KIAA0319","KIAA0319"
"ENSG00000145022",-0.378473594849333,-4.87967971355067,3.48127622810799e-06,1.80314219370631e-05,"TCTA","T cell leukemia translocation altered"
"ENSG00000165006",-0.606680205957205,-4.87915223133034,3.48898203154416e-06,1.80663671001179e-05,"UBAP1","ubiquitin associated protein 1"
"ENSG00000257221",-0.603008015048064,-4.87805028786113,3.50513343715102e-06,1.81450133797887e-05,NA,NA
"ENSG00000224083",-0.552231093428678,-4.87774837625198,3.50957127642741e-06,1.81629955234449e-05,"MTCO1P11","MT-CO1 pseudogene 11"
"ENSG00000175928",-0.674185330809072,-4.87687667889138,3.52241512325027e-06,1.82244592397112e-05,"LRRN1","leucine rich repeat neuronal 1"
"ENSG00000163449",-0.892264160007922,-4.87547521231145,3.54316051590523e-06,1.83267594175241e-05,"TMEM169","transmembrane protein 169"
"ENSG00000159079",-0.410872301008944,-4.87413821869102,3.56306212669076e-06,1.84246402258031e-05,"CFAP298","cilia and flagella associated protein 298"
"ENSG00000213904",0.633681161334843,4.8736199505942,3.57080589245019e-06,1.84596161915413e-05,"LIPE-AS1","LIPE antisense RNA 1"
"ENSG00000157423",0.878647450770576,4.87278664503754,3.58329111339911e-06,1.85139983527736e-05,"HYDIN","HYDIN axonemal central pair apparatus protein"
"ENSG00000184863",-0.241682431532973,-4.87283508546237,3.582564182605e-06,1.85139983527736e-05,"RBM33","RNA binding motif protein 33"
"ENSG00000106780",-0.493950642044773,-4.87267341051129,3.58499094859421e-06,1.85177020810578e-05,"MEGF9","multiple EGF like domains 9"
"ENSG00000152822",0.923059776644564,4.87161040611093,3.600986616325e-06,1.85952263920862e-05,"GRM1","glutamate metabotropic receptor 1"
"ENSG00000175087",0.780603247252524,4.87062863731254,3.61582144579382e-06,1.86667153729416e-05,"PDIK1L","PDLIM1 interacting kinase 1 like"
"ENSG00000012211",-0.511334919034326,-4.87023710106705,3.62175422133536e-06,1.86922208278125e-05,"PRICKLE3","prickle planar cell polarity protein 3"
"ENSG00000111731",-0.403808213509691,-4.8700795638752,3.6241439791832e-06,1.86994314653117e-05,"C2CD5","C2 calcium dependent domain containing 5"
"ENSG00000178623",0.572241329386,4.86955779312152,3.63206991360051e-06,1.8735195244361e-05,"GPR35","G protein-coupled receptor 35"
"ENSG00000221883",-0.482106173372491,-4.86943312011708,3.6339662436213e-06,1.8739845632997e-05,"ARIH2OS","ARIH2 opposite strand lncRNA"
"ENSG00000204308",-0.360156558192772,-4.86927210480569,3.63641677877336e-06,1.87473506509394e-05,"RNF5","ring finger protein 5"
"ENSG00000157593",0.425807392456047,4.8689420227853,3.64144540412419e-06,1.87681391307501e-05,"SLC35B2","solute carrier family 35 member B2"
"ENSG00000119812",-0.500339411540266,-4.86716868110198,3.66857715509148e-06,1.89028053740737e-05,"FAM98A","family with sequence similarity 98 member A"
"ENSG00000231412",-0.966480346808405,-4.86511061465148,3.70031132750394e-06,1.90611060397919e-05,"LINC03078","long intergenic non-protein coding RNA 3078"
"ENSG00000145491",-0.786785250544448,-4.86452029696262,3.70946277378186e-06,1.91030234369882e-05,"ROPN1L","rhophilin associated tail protein 1 like"
"ENSG00000251393",-0.729846438553985,-4.86349786443552,3.7253651451573e-06,1.91796743931329e-05,NA,NA
"ENSG00000110057",-0.640626670469714,-4.86313803838901,3.73097742285867e-06,1.92033204075988e-05,"UNC93B1","unc-93B1 regulator of TLR signaling"
"ENSG00000166889",-0.434202339368204,-4.86275587092967,3.7369471556055e-06,1.92287928208949e-05,"PATL1","PAT1 homolog 1, processing body mRNA decay factor"
"ENSG00000258316",-0.857313803056679,-4.86216702960014,3.74616344598761e-06,1.92709522106812e-05,NA,NA
"ENSG00000085644",-0.385355807389006,-4.8617115448321,3.753307634808e-06,1.93024322207243e-05,"ZNF213","zinc finger protein 213"
"ENSG00000108528",-0.431139716298922,-4.86033905350734,3.77491498603027e-06,1.94082555968445e-05,"SLC25A11","solute carrier family 25 member 11"
"ENSG00000079246",-0.346122935453625,-4.86014451863845,3.7779873374557e-06,1.94187518316481e-05,"XRCC5","X-ray repair cross complementing 5"
"ENSG00000187116",-0.619095696464363,-4.85765187406238,3.81757001757862e-06,1.96168532436296e-05,"LILRA5","leukocyte immunoglobulin like receptor A5"
"ENSG00000158825",-0.62930700709264,-4.85729327408362,3.82329754497057e-06,1.96409269572281e-05,"CDA","cytidine deaminase"
"ENSG00000203730",-0.748223890211429,-4.85601068543623,3.84385131514674e-06,1.9741131699764e-05,"TEDDM1","transmembrane epididymal protein 1"
"ENSG00000203950",-0.358673277648503,-4.85560116321929,3.85043657049351e-06,1.97695623098819e-05,"RTL8A","retrotransposon Gag like 8A"
"ENSG00000168229",-0.74608504493322,-4.85454154752648,3.86752643458476e-06,1.98518972683127e-05,"PTGDR","prostaglandin D2 receptor"
"ENSG00000167768",0.965807655097949,4.85310848800226,3.89075654684086e-06,1.99656964939766e-05,"KRT1","keratin 1"
"ENSG00000136709",-0.254352348340992,-4.85225438555785,3.90466605641065e-06,2.00316174212047e-05,"WDR33","WD repeat domain 33"
"ENSG00000136436",-0.496912681584244,-4.85126930945686,3.92076850525338e-06,2.01087495513104e-05,"CALCOCO2","calcium binding and coiled-coil domain 2"
"ENSG00000286281",0.84454352862747,4.85109655832192,3.92359900204878e-06,2.0117789330592e-05,NA,NA
"ENSG00000119471",-0.707421964295328,-4.85066746909295,3.93063814072233e-06,2.01483976312727e-05,"HSDL2","hydroxysteroid dehydrogenase like 2"
"ENSG00000144635",-0.481127652108691,-4.8502404445991,3.93765558104729e-06,2.01742453928254e-05,"DYNC1LI1","dynein cytoplasmic 1 light intermediate chain 1"
"ENSG00000204406",-0.247156937885671,-4.85023029608992,3.9378225028888e-06,2.01742453928254e-05,"MBD5","methyl-CpG binding domain protein 5"
"ENSG00000198331",-0.588230652964903,-4.84939649539618,3.95156028505246e-06,2.02391225257799e-05,"HYLS1","HYLS1 centriolar and ciliogenesis associated"
"ENSG00000133026",-0.514903118197591,-4.84853224537747,3.96584886628297e-06,2.0306784708627e-05,"MYH10","myosin heavy chain 10"
"ENSG00000234127",-0.37391677560301,-4.84724541429776,3.98721694779517e-06,2.04106502343928e-05,"TRIM26","tripartite motif containing 26"
"ENSG00000130699",0.406029658111882,4.846962635581,3.99192750320948e-06,2.04292122535888e-05,"TAF4","TATA-box binding protein associated factor 4"
"ENSG00000159352",-0.420251547684605,-4.84683312086322,3.99408677571923e-06,2.04347112115695e-05,"PSMD4","proteasome 26S subunit ubiquitin receptor, non-ATPase 4"
"ENSG00000166478",-0.739722330767419,-4.84617272540676,4.00511455027444e-06,2.04855682590469e-05,"ZNF143","zinc finger protein 143"
"ENSG00000184371",0.570385769309232,4.84589860400878,4.00970071061188e-06,2.05034587368368e-05,"CSF1","colony stimulating factor 1"
