"Gene","logFC","t","PValue","FDR"
"ENSG00000253877",1.00329951967568,4.97809230424965,2.2989553227474e-06,8.35572455526056e-06
"ENSG00000196758",1.0599235011329,4.97152075202859,2.36389863034314e-06,8.56697237368295e-06
"ENSG00000163792",1.1063974284528,4.9708558225445,2.37056834200475e-06,8.58417076375227e-06
"ENSG00000064042",1.04950795181408,4.97037027831364,2.37545025209989e-06,8.59891080881201e-06
"ENSG00000255303",1.06771610349713,4.9694178946504,2.38505442181118e-06,8.63036019940051e-06
"ENSG00000228198",1.21437115943668,4.96762634761323,2.40322345526028e-06,8.6894286852578e-06
"ENSG00000236304",1.03307833863594,4.96699714154247,2.40963645464219e-06,8.70760244246107e-06
"ENSG00000135643",1.00413248002115,4.96404054002234,2.4399942818453e-06,8.80548127996201e-06
"ENSG00000224924",1.01143638515884,4.963082099363,2.44991496362707e-06,8.83958975001086e-06
"ENSG00000279942",1.06917749390988,4.96127220782201,2.46875598196817e-06,8.90415952294014e-06
"ENSG00000203930",1.07826454155496,4.96072038980781,2.47452840009413e-06,8.92327067399948e-06
"ENSG00000213088",1.00600145396635,4.95743739264798,2.50914325431464e-06,9.03771331257728e-06
"ENSG00000273274",1.10839057997736,4.94152601719399,2.68368995743215e-06,9.60763044813888e-06
"ENSG00000268416",1.07989223692061,4.93935123576096,2.70844575789632e-06,9.68705167785283e-06
"ENSG00000175602",1.03999893531423,4.93892726172938,2.71329769898458e-06,9.70256303216999e-06
"ENSG00000213973",1.24205639687822,4.93616166377956,2.74515506083073e-06,9.80903471849949e-06
"ENSG00000267559",1.06447981952805,4.93365232005448,2.7743750352573e-06,9.90405095966971e-06
"ENSG00000253452",1.13394337173599,4.92830227811032,2.83768646868705e-06,1.01128145473187e-05
"ENSG00000177551",1.05446432049197,4.92822165555974,2.83865120119637e-06,1.01143391957891e-05
"ENSG00000285219",1.01752427672733,4.92356094220022,2.89496671077986e-06,1.02955225406213e-05
"ENSG00000232416",1.03419874430165,4.90675763407201,3.10715873773832e-06,1.09714445180048e-05
"ENSG00000075429",1.06804985115298,4.90520105773639,3.12756313447314e-06,1.10331524957313e-05
"ENSG00000163737",1.00320290137182,4.90503256326073,3.12977964048322e-06,1.10389044874411e-05
"ENSG00000144460",1.00600297753946,4.90474602525688,3.13355248756463e-06,1.10501425984168e-05
"ENSG00000251209",1.00658466466452,4.89664823584668,3.24202233874397e-06,1.13666884082e-05
"ENSG00000175820",1.07241004224357,4.88778301327263,3.36495537512252e-06,1.17539457364283e-05
"ENSG00000188738",1.17138734003198,4.88381434574171,3.42144484435609e-06,1.19313546793743e-05
"ENSG00000145681",1.16969961787635,4.88086141446835,3.46407312957376e-06,1.20643759687392e-05
"ENSG00000228016",1.00741952427284,4.86802158324025,3.65550351647477e-06,1.26655095168938e-05
"ENSG00000259362",1.06224331026422,4.85751361351139,3.81977731532414e-06,1.31692835040403e-05
"ENSG00000007314",1.04843564073306,4.85424359424872,3.8723451852271e-06,1.33320284242609e-05
"ENSG00000280356",1.0586366299787,4.85145583499771,3.9177145434302e-06,1.34822628003541e-05
"ENSG00000144285",1.08214709137575,4.8446165585988,4.03121761729586e-06,1.38450460300127e-05
"ENSG00000082175",1.06155781625949,4.8405538421734,4.1001463615576e-06,1.40484825680287e-05
"ENSG00000255248",1.00774567355346,4.83935321755484,4.12073447823595e-06,1.41138902001834e-05
"ENSG00000170683",1.02797125164908,4.83879584568017,4.13032627872336e-06,1.41338939942944e-05
