"factor","rank","feature","Assay","UniProt","Panel","Panel_Version","value","abs_weight","view","feature_label"
"Factor12",18,"OID21459","HAGH","Q16775","ONCOLOGY",1,-0.00375980511307716,0.00375980511307716,"Protein","HAGH"
"Factor12",19,"OID21275","ADAMTS15","Q8TE58","ONCOLOGY",1,-0.00372161623090506,0.00372161623090506,"Protein","ADAMTS15"
"Factor12",20,"OID20717","PTPN6","P29350","INFLAMMATION",1,-0.00369693827815354,0.00369693827815354,"Protein","PTPN6"
"Factor13",1,"OID20534","PSIP1","O75475","INFLAMMATION",1,0.352394670248032,0.352394670248032,"Protein","PSIP1"
"Factor13",2,"OID21360","OGFR","Q9NZT2","ONCOLOGY",1,0.328874796628952,0.328874796628952,"Protein","OGFR"
"Factor13",3,"OID20337","PRCP","P42785","CARDIOMETABOLIC",1,-0.326606631278992,0.326606631278992,"Protein","PRCP"
"Factor13",4,"OID21403","TRIAP1","O43715","ONCOLOGY",1,0.32485631108284,0.32485631108284,"Protein","TRIAP1"
"Factor13",5,"OID21312","IGSF3","O75054","ONCOLOGY",1,-0.321549862623215,0.321549862623215,"Protein","IGSF3"
"Factor13",6,"OID20132","PCDH17","O14917","CARDIOMETABOLIC",1,-0.316261619329453,0.316261619329453,"Protein","PCDH17"
"Factor13",7,"OID21283","POLR2F","P61218","ONCOLOGY",1,0.31584843993187,0.31584843993187,"Protein","POLR2F"
"Factor13",8,"OID20630","SERPINB8","P50452","INFLAMMATION",1,0.313408315181732,0.313408315181732,"Protein","SERPINB8"
"Factor13",9,"OID21118","TMSB10","P63313","NEUROLOGY",1,0.307543903589249,0.307543903589249,"Protein","TMSB10"
"Factor13",10,"OID20940","CDCP1","Q9H5V8","NEUROLOGY",1,-0.303629875183105,0.303629875183105,"Protein","CDCP1"
"Factor13",11,"OID20394","ADA2","Q9NZK5","CARDIOMETABOLIC",1,-0.298917025327682,0.298917025327682,"Protein","ADA2"
"Factor13",12,"OID20896","AGR2","O95994","NEUROLOGY",1,0.297122925519943,0.297122925519943,"Protein","AGR2"
"Factor13",13,"OID21410","DPY30","Q9C005","ONCOLOGY",1,0.29635152220726,0.29635152220726,"Protein","DPY30"
"Factor13",14,"OID20822","PXN","P49023","NEUROLOGY",1,0.295320957899094,0.295320957899094,"Protein","PXN"
"Factor13",15,"OID20169","SDC1","P18827","CARDIOMETABOLIC",1,-0.291014015674591,0.291014015674591,"Protein","SDC1"
"Factor13",16,"OID20208","COL4A1","P02462","CARDIOMETABOLIC",1,-0.290714502334595,0.290714502334595,"Protein","COL4A1"
"Factor13",17,"OID21512","TFPI2","P48307","ONCOLOGY",1,-0.289012908935547,0.289012908935547,"Protein","TFPI2"
"Factor13",18,"OID21172","PQBP1","O60828","ONCOLOGY",1,0.286662697792053,0.286662697792053,"Protein","PQBP1"
"Factor13",19,"OID21104","THBS2","P35442","NEUROLOGY",1,-0.285096973180771,0.285096973180771,"Protein","THBS2"
"Factor13",20,"OID20424","JUN","P05412","INFLAMMATION",1,0.281519830226898,0.281519830226898,"Protein","JUN"
"Factor14",1,"OID20856","BAX","Q07812","NEUROLOGY",1,-0.00719331856817007,0.00719331856817007,"Protein","BAX"
"Factor14",2,"OID20742","CRKL","P46109","INFLAMMATION",1,0.00699319038540125,0.00699319038540125,"Protein","CRKL"
"Factor14",3,"OID20485","IRAK1","P51617","INFLAMMATION",1,0.00684147328138351,0.00684147328138351,"Protein","IRAK1"
"Factor14",4,"OID21477","TJAP1","Q5JTD0","ONCOLOGY",1,0.00683567672967911,0.00683567672967911,"Protein","TJAP1"
"Factor14",5,"OID20724","CD40","P25942","INFLAMMATION",1,-0.00624895840883255,0.00624895840883255,"Protein","CD40"
"Factor14",6,"OID21442","FXN","Q16595","ONCOLOGY",1,0.00613671727478504,0.00613671727478504,"Protein","FXN"
"Factor14",7,"OID21521","SRC","P12931","ONCOLOGY",1,0.00612347293645144,0.00612347293645144,"Protein","SRC"
"Factor14",8,"OID21050","THY1","P04216","NEUROLOGY",1,-0.00604127859696746,0.00604127859696746,"Protein","THY1"
"Factor14",9,"OID20292","COL6A3","P12111","CARDIOMETABOLIC",1,-0.00589259807020426,0.00589259807020426,"Protein","COL6A3"
"Factor14",10,"OID21145","TNFRSF1B","P20333","NEUROLOGY",1,0.00587636511772871,0.00587636511772871,"Protein","TNFRSF1B"
"Factor14",11,"OID21459","HAGH","Q16775","ONCOLOGY",1,-0.00583844073116779,0.00583844073116779,"Protein","HAGH"
"Factor14",12,"OID20646","TNFRSF11A","Q9Y6Q6","INFLAMMATION",1,0.0056772893294692,0.0056772893294692,"Protein","TNFRSF11A"
"Factor14",13,"OID21319","CDKN1A","P38936","ONCOLOGY",1,-0.00565903866663575,0.00565903866663575,"Protein","CDKN1A"
"Factor14",14,"OID20553","NT5C3A","Q9H0P0","INFLAMMATION",1,0.00557403452694416,0.00557403452694416,"Protein","NT5C3A"
"Factor14",15,"OID20507","TRAF2","Q12933","INFLAMMATION",1,0.00542788486927748,0.00542788486927748,"Protein","TRAF2"
"Factor14",16,"OID21428","DAB2","P98082","ONCOLOGY",1,-0.00536212464794517,0.00536212464794517,"Protein","DAB2"
"Factor14",17,"OID21326","STX4","Q12846","ONCOLOGY",1,0.00532280141487718,0.00532280141487718,"Protein","STX4"
"Factor14",18,"OID21446","TNFRSF19","Q9NS68","ONCOLOGY",1,-0.00518399151042104,0.00518399151042104,"Protein","TNFRSF19"
"Factor14",19,"OID20176","PPP1R2","P41236","CARDIOMETABOLIC",1,-0.00514753302559257,0.00514753302559257,"Protein","PPP1R2"
"Factor14",20,"OID20698","EGF","P01133","INFLAMMATION",1,-0.00513609778136015,0.00513609778136015,"Protein","EGF"
"Factor15",1,"OID20511","PSPN","O60542","INFLAMMATION",1,0.420323967933655,0.420323967933655,"Protein","PSPN"
"Factor15",2,"OID20187","LEP","P41159","CARDIOMETABOLIC",1,-0.218226999044418,0.218226999044418,"Protein","LEP"
"Factor15",3,"OID21456","CRISP2","P16562","ONCOLOGY",1,0.199892103672028,0.199892103672028,"Protein","CRISP2"
"Factor15",4,"OID20980","OBP2B","Q9NPH6","NEUROLOGY",1,0.196047440171242,0.196047440171242,"Protein","OBP2B"
"Factor15",5,"OID20188","LPL","P06858","CARDIOMETABOLIC",1,-0.193899020552635,0.193899020552635,"Protein","LPL"
"Factor15",6,"OID21069","CGA","P01215","NEUROLOGY",1,-0.178351536393166,0.178351536393166,"Protein","CGA"
"Factor15",7,"OID21083","MMP3","P08254","NEUROLOGY",1,0.168586954474449,0.168586954474449,"Protein","MMP3"
"Factor15",8,"OID20543","PROK1","P58294","INFLAMMATION",1,0.168401762843132,0.168401762843132,"Protein","PROK1"
"Factor15",9,"OID20259","XG","P55808","CARDIOMETABOLIC",1,-0.164578944444656,0.164578944444656,"Protein","XG"
"Factor15",10,"OID21282","CDHR2","Q9BYE9","ONCOLOGY",1,0.159672141075134,0.159672141075134,"Protein","CDHR2"
"Factor15",11,"OID20245","FABP4","P15090","CARDIOMETABOLIC",1,-0.155835181474686,0.155835181474686,"Protein","FABP4"
"Factor15",12,"OID20115","MSTN","O14793","CARDIOMETABOLIC",1,0.148095145821571,0.148095145821571,"Protein","MSTN"
"Factor15",13,"OID21454","LEFTY2","O00292","ONCOLOGY",1,-0.145151674747467,0.145151674747467,"Protein","LEFTY2"
"Factor15",14,"OID20346","ART3","Q13508","CARDIOMETABOLIC",1,0.144027948379517,0.144027948379517,"Protein","ART3"
"Factor15",15,"OID20175","GHRL","Q9UBU3","CARDIOMETABOLIC",1,-0.141911849379539,0.141911849379539,"Protein","GHRL"
"Factor15",16,"OID20204","SOST","Q9BQB4","CARDIOMETABOLIC",1,0.141601517796516,0.141601517796516,"Protein","SOST"
"Factor15",17,"OID21516","PPY","P01298","ONCOLOGY",1,0.13592666387558,0.13592666387558,"Protein","PPY"
"Factor15",18,"OID21362","OPTC","Q9UBM4","ONCOLOGY",1,-0.130394592881203,0.130394592881203,"Protein","OPTC"
"Factor15",19,"OID20293","CST6","Q15828","CARDIOMETABOLIC",1,0.128398329019547,0.128398329019547,"Protein","CST6"
"Factor15",20,"OID20398","IGFBP3","P17936","CARDIOMETABOLIC",1,-0.124928325414658,0.124928325414658,"Protein","IGFBP3"
