"feature","factor","value","view"
"OID20941","Factor11",0.00481661921367049,"Protein"
"OID21468","Factor11",-0.0327924862504005,"Protein"
"OID20878","Factor11",-0.0207538027316332,"Protein"
"OID20834","Factor11",0.023056847974658,"Protein"
"OID20414","Factor11",0.0566428564488888,"Protein"
"OID21359","Factor11",0.0406515151262283,"Protein"
"OID20702","Factor11",-0.0132582690566778,"Protein"
"OID21161","Factor11",-0.0202307049185038,"Protein"
"OID20168","Factor11",-0.0200798697769642,"Protein"
"OID21301","Factor11",0.0196981113404036,"Protein"
"OID20556","Factor11",0.059743519872427,"Protein"
"OID21231","Factor11",-0.011501788161695,"Protein"
"OID20525","Factor11",-0.0170880500227213,"Protein"
"OID20806","Factor11",-0.00506073562428355,"Protein"
"OID20502","Factor11",0.0468242727220058,"Protein"
"OID20332","Factor11",-0.027477515861392,"Protein"
"OID20668","Factor11",0.0419819392263889,"Protein"
"OID20208","Factor11",0.0296693500131369,"Protein"
"OID20265","Factor11",0.0279073994606733,"Protein"
"OID21400","Factor11",-0.00196776119992137,"Protein"
"OID21518","Factor11",0.0247013121843338,"Protein"
"OID20348","Factor11",-0.0976395085453987,"Protein"
"OID20447","Factor11",0.0325239449739456,"Protein"
"OID20566","Factor11",-0.0801603347063065,"Protein"
"OID21318","Factor11",-0.00483056716620922,"Protein"
"OID20352","Factor11",0.0397178381681442,"Protein"
"OID20442","Factor11",0.0831044018268585,"Protein"
"OID21458","Factor11",0.0821080133318901,"Protein"
"OID20473","Factor11",-0.0339406169950962,"Protein"
"OID21147","Factor11",0.111877538263798,"Protein"
"OID20855","Factor11",0.0450853817164898,"Protein"
"OID21122","Factor11",-0.0196772441267967,"Protein"
"OID21023","Factor11",0.0117976935580373,"Protein"
"OID20493","Factor11",-0.00707318633794785,"Protein"
"OID20852","Factor11",-0.0425368212163448,"Protein"
"OID21429","Factor11",-0.0209136549383402,"Protein"
"OID21102","Factor11",0.00998509582132101,"Protein"
"OID20629","Factor11",-0.0851675271987915,"Protein"
"OID21070","Factor11",-0.0111202225089073,"Protein"
"OID20281","Factor11",0.0832091793417931,"Protein"
"OID20651","Factor11",0.0148031981661916,"Protein"
"OID21228","Factor11",-0.0550340339541435,"Protein"
"OID20393","Factor11",0.00402310956269503,"Protein"
"OID20624","Factor11",0.0604844391345978,"Protein"
"OID21090","Factor11",0.0279015749692917,"Protein"
"OID21096","Factor11",-0.00293213874101639,"Protein"
"OID21194","Factor11",0.060769334435463,"Protein"
"OID20410","Factor11",-0.0156241683289409,"Protein"
"OID21525","Factor11",-0.0976573824882507,"Protein"
"OID20229","Factor11",-0.00205840216949582,"Protein"
"OID20185","Factor11",-0.00897585973143578,"Protein"
"OID20131","Factor11",-0.00938902050256729,"Protein"
"OID20719","Factor11",-0.0358031205832958,"Protein"
"OID20974","Factor11",0.0661396384239197,"Protein"
"OID20170","Factor11",-0.0712472125887871,"Protein"
"OID20231","Factor11",-0.0216193031519651,"Protein"
"OID20897","Factor11",0.0507143177092075,"Protein"
"OID21526","Factor11",0.0507499724626541,"Protein"
"OID20416","Factor11",-0.013548718765378,"Protein"
"OID20654","Factor11",-0.0176731664687395,"Protein"
"OID20236","Factor11",0.0176895763725042,"Protein"
"OID21165","Factor11",0.00783676747232676,"Protein"
"OID21424","Factor11",-0.0198269039392471,"Protein"
"OID21308","Factor11",-0.0200072769075632,"Protein"
"OID20388","Factor11",0.0228952653706074,"Protein"
"OID20994","Factor11",0.0683615654706955,"Protein"
"OID20747","Factor11",-0.044260747730732,"Protein"
"OID20346","Factor11",0.00442232005298138,"Protein"
"OID21362","Factor11",0.0625810101628304,"Protein"
"OID21345","Factor11",-0.0566744916141033,"Protein"
"OID20621","Factor11",-0.00216112844645977,"Protein"
"OID20076","Factor11",-0.00984358973801136,"Protein"
"OID21303","Factor11",0.0699503794312477,"Protein"
"OID20835","Factor11",0.00483346078544855,"Protein"
"OID20948","Factor11",0.062520332634449,"Protein"
"OID20565","Factor11",-0.0239956397563219,"Protein"
"OID20397","Factor11",0.00496255932375789,"Protein"
"OID20235","Factor11",-0.0139916511252522,"Protein"
"OID20255","Factor11",0.0259957574307919,"Protein"
"OID20367","Factor11",0.0373928062617779,"Protein"
"OID20982","Factor11",0.00614732503890991,"Protein"
"OID20611","Factor11",-0.0486854761838913,"Protein"
"OID20706","Factor11",0.129389837384224,"Protein"
"OID20773","Factor11",-0.0247957389801741,"Protein"
"OID20270","Factor11",-0.0450233668088913,"Protein"
"OID20199","Factor11",0.00676750671118498,"Protein"
"OID20377","Factor11",0.00352155999280512,"Protein"
"OID20555","Factor11",0.0225190706551075,"Protein"
"OID21240","Factor11",-0.00962219480425119,"Protein"
"OID21130","Factor11",0.00353292026557028,"Protein"
"OID21028","Factor11",-0.0680822059512138,"Protein"
"OID20531","Factor11",-0.0104085011407733,"Protein"
"OID20130","Factor11",0.0452942065894604,"Protein"
"OID20133","Factor11",0.0814212411642075,"Protein"
"OID20481","Factor11",0.114631965756416,"Protein"
"OID20238","Factor11",0.0260698050260544,"Protein"
"OID20358","Factor11",0.00803020875900984,"Protein"
"OID21322","Factor11",0.0313904248178005,"Protein"
"OID20194","Factor11",-0.0100230537354946,"Protein"
"OID20353","Factor11",-0.0133691132068634,"Protein"
"OID20145","Factor11",0.0184586066752672,"Protein"
"OID20132","Factor11",0.000276079023024067,"Protein"
"OID21353","Factor11",0.123898699879646,"Protein"
"OID21230","Factor11",0.0316253378987312,"Protein"
"OID20513","Factor11",-0.0351114012300968,"Protein"
"OID20082","Factor11",0.00531310681253672,"Protein"
"OID21136","Factor11",0.0665930211544037,"Protein"
"OID20380","Factor11",-0.00712283607572317,"Protein"
"OID20914","Factor11",0.00853167660534382,"Protein"
"OID20204","Factor11",0.043660931289196,"Protein"
"OID20637","Factor11",0.00764384772628546,"Protein"
"OID20464","Factor11",0.0556442774832249,"Protein"
"OID20957","Factor11",0.152171939611435,"Protein"
"OID21052","Factor11",-0.0295695178210735,"Protein"
"OID20213","Factor11",-0.0111060105264187,"Protein"
"OID21366","Factor11",-0.0150788333266973,"Protein"
"OID20733","Factor11",0.00363493175245821,"Protein"
"OID21252","Factor11",-0.030410697683692,"Protein"
"OID20755","Factor11",-0.0136953247711062,"Protein"
"OID20360","Factor11",-0.0161827262490988,"Protein"
"OID20172","Factor11",0.0136683769524097,"Protein"
"OID21474","Factor11",0.0129161104559898,"Protein"
"OID20337","Factor11",0.0116616329178214,"Protein"
"OID20487","Factor11",0.0582659281790257,"Protein"
"OID20374","Factor11",0.0195428263396025,"Protein"
"OID20754","Factor11",0.0456128269433975,"Protein"
"OID20575","Factor11",0.0185257401317358,"Protein"
"OID20909","Factor11",0.0322515740990639,"Protein"
"OID20626","Factor11",-0.0138788763433695,"Protein"
"OID20396","Factor11",0.00798312295228243,"Protein"
"OID20462","Factor11",0.0951546281576157,"Protein"
"OID20775","Factor12",4.62277639599051e-05,"Protein"
"OID20984","Factor12",0.000970641907770187,"Protein"
"OID20083","Factor12",0.00106112076900899,"Protein"
"OID21402","Factor12",-0.000785570358857512,"Protein"
"OID20911","Factor12",0.000180974107934162,"Protein"
"OID20850","Factor12",0.00173258851282299,"Protein"
"OID20101","Factor12",7.39243914722465e-05,"Protein"
"OID21140","Factor12",-0.000174863234860823,"Protein"
"OID20563","Factor12",0.000183710377314128,"Protein"
"OID20125","Factor12",0.00233527459204197,"Protein"
"OID21485","Factor12",-0.000735814217478037,"Protein"
"OID21276","Factor12",0.000173870241269469,"Protein"
"OID20594","Factor12",-0.000613692856859416,"Protein"
"OID20779","Factor12",0.000145154030178674,"Protein"
"OID20983","Factor12",-0.000541961751878262,"Protein"
"OID20643","Factor12",0.00207643886096776,"Protein"
"OID20049","Factor12",0.00144957029260695,"Protein"
"OID20312","Factor12",-0.00135254522319883,"Protein"
"OID20246","Factor12",0.000682625570334494,"Protein"
"OID20495","Factor12",-0.000658377073705196,"Protein"
"OID21031","Factor12",-0.00307366973720491,"Protein"
"OID20778","Factor12",-0.00044561896356754,"Protein"
"OID20127","Factor12",0.00213332730345428,"Protein"
"OID20274","Factor12",-0.00115002528764307,"Protein"
"OID21373","Factor12",-0.000416214228607714,"Protein"
"OID20559","Factor12",0.000325627013808116,"Protein"
"OID20218","Factor12",0.0010031817946583,"Protein"
"OID20263","Factor12",-3.8972280890448e-05,"Protein"
"OID21489","Factor12",0.00202372041530907,"Protein"
"OID20219","Factor12",0.000794867461081594,"Protein"
"OID20192","Factor12",0.00428103422746062,"Protein"
"OID20896","Factor12",0.000557932653464377,"Protein"
"OID20399","Factor12",0.000486738281324506,"Protein"
"OID21297","Factor12",0.000784355157520622,"Protein"
"OID21348","Factor12",0.000386071129469201,"Protein"
"OID20593","Factor12",-0.000155161018483341,"Protein"
"OID21395","Factor12",-0.000169743798323907,"Protein"
"OID21507","Factor12",0.00111948139965534,"Protein"
"OID20729","Factor12",0.00161966460291296,"Protein"
"OID20220","Factor12",0.0010422911727801,"Protein"
"OID21411","Factor12",0.00156798155512661,"Protein"
"OID21387","Factor12",0.000855217105709016,"Protein"
"OID20266","Factor12",-0.000743133598007262,"Protein"
"OID21461","Factor12",0.00152656808495522,"Protein"
"OID21475","Factor12",-0.000263530877418816,"Protein"
"OID20671","Factor12",-0.000551490695215762,"Protein"
"OID20950","Factor12",-0.00147800508420914,"Protein"
"OID20206","Factor12",0.000189554892131127,"Protein"
"OID21250","Factor12",0.000465395161882043,"Protein"
"OID20579","Factor12",-0.00255630887113512,"Protein"
"OID20761","Factor12",-0.00228581600822508,"Protein"
"OID20711","Factor12",0.00016242143465206,"Protein"
"OID20707","Factor12",-0.000755874440073967,"Protein"
"OID20760","Factor12",0.000756764318794012,"Protein"
"OID20672","Factor12",-0.000113987072836608,"Protein"
"OID21277","Factor12",0.00112561695277691,"Protein"
"OID20169","Factor12",0.000828964461106807,"Protein"
"OID20524","Factor12",-0.00270912982523441,"Protein"
"OID20523","Factor12",0.000605487846769392,"Protein"
"OID20544","Factor12",-0.00180756335612386,"Protein"
"OID21047","Factor12",-0.000276200618827716,"Protein"
"OID20258","Factor12",0.00032817863393575,"Protein"
"OID20112","Factor12",0.00361950602382421,"Protein"
"OID20993","Factor12",-0.00231199897825718,"Protein"
"OID20656","Factor12",0.000135788563056849,"Protein"
"OID20863","Factor12",0.000924565771128982,"Protein"
"OID20640","Factor12",-0.000909319205675274,"Protein"
"OID20596","Factor12",0.00119274819735438,"Protein"
"OID20625","Factor12",0.00286992499604821,"Protein"
"OID21097","Factor12",-0.000533034093677998,"Protein"
"OID20166","Factor12",0.000301666557788849,"Protein"
"OID21306","Factor12",0.00011499086394906,"Protein"
"OID21176","Factor12",-0.00215415610000491,"Protein"
"OID21118","Factor12",-0.00386812631040812,"Protein"
"OID21332","Factor12",0.00202023005113006,"Protein"
"OID20551","Factor12",-0.00036552781239152,"Protein"
"OID20856","Factor12",-0.0016980457585305,"Protein"
"OID20918","Factor12",0.00177337625063956,"Protein"
"OID21420","Factor12",0.000946995685808361,"Protein"
"OID20875","Factor12",0.000912178307771683,"Protein"
"OID21378","Factor12",0.000414939335314557,"Protein"
"OID21506","Factor12",-0.00199655001051724,"Protein"
"OID21459","Factor12",-0.00375980511307716,"Protein"
"OID20075","Factor12",-0.000179767841473222,"Protein"
"OID21505","Factor12",0.00024977361317724,"Protein"
"OID20698","Factor12",-0.00196985644288361,"Protein"
"OID20271","Factor12",0.000713023357093334,"Protein"
"OID20717","Factor12",-0.00369693827815354,"Protein"
"OID20050","Factor12",0.00142041803337634,"Protein"
"OID20090","Factor12",0.000354068673914298,"Protein"
"OID20627","Factor12",-0.00110477127600461,"Protein"
"OID20908","Factor12",-0.00125757360365242,"Protein"
"OID20741","Factor12",-0.000609605747740716,"Protein"
"OID20519","Factor12",0.00275582261383533,"Protein"
"OID20138","Factor12",0.000853829667903483,"Protein"
"OID20095","Factor12",-0.00064991950057447,"Protein"
"OID20689","Factor12",0.000137135153636336,"Protein"
"OID20203","Factor12",-0.000547311967238784,"Protein"
"OID20541","Factor12",0.000496770546305925,"Protein"
"OID20742","Factor12",0.000777547713369131,"Protein"
"OID20554","Factor12",0.000184637872735038,"Protein"
"OID21319","Factor12",-0.00155269983224571,"Protein"
"OID20415","Factor12",3.41614468197804e-05,"Protein"
"OID21521","Factor12",-0.000851267715916038,"Protein"
"OID20925","Factor12",0.000401265046093613,"Protein"
"OID21204","Factor12",-0.00162163656204939,"Protein"
"OID20938","Factor12",0.00179322250187397,"Protein"
"OID20577","Factor12",-0.000575193902477622,"Protein"
"OID21029","Factor12",0.000256918312516063,"Protein"
"OID20364","Factor12",-0.000589725968893617,"Protein"
"OID21408","Factor12",1.92841780517483e-05,"Protein"
"OID20788","Factor12",1.48107865243219e-05,"Protein"
"OID21469","Factor12",7.01886756360182e-06,"Protein"
"OID20899","Factor12",-0.0011127523612231,"Protein"
"OID20952","Factor12",-0.000464420969365165,"Protein"
"OID21078","Factor12",0.000650563568342477,"Protein"
"OID20187","Factor12",-0.0014216504059732,"Protein"
"OID20475","Factor12",0.00149370322469622,"Protein"
"OID20616","Factor12",-0.00130903034005314,"Protein"
"OID21069","Factor12",0.000612558622378856,"Protein"
"OID20772","Factor12",-0.000558903208002448,"Protein"
"OID20684","Factor12",1.12208181235474e-05,"Protein"
"OID20230","Factor12",0.000698578427545726,"Protein"
"OID21451","Factor12",-0.000306627916870639,"Protein"
"OID20916","Factor12",0.000782859628088772,"Protein"
"OID21158","Factor12",-0.000490723934490234,"Protein"
"OID20182","Factor12",8.17673135315999e-05,"Protein"
"OID21307","Factor12",0.000493726634886116,"Protein"
"OID20412","Factor12",-0.0015154784778133,"Protein"
"OID21226","Factor12",0.00112080341205001,"Protein"
"OID21391","Factor12",0.000514774466864765,"Protein"
"OID20615","Factor12",-0.00117681140545756,"Protein"
"OID21224","Factor12",0.00300778215751052,"Protein"
"OID20158","Factor12",-1.21680404845392e-05,"Protein"
"OID20582","Factor12",-0.00299413688480854,"Protein"
"OID20816","Factor12",0.000233433325774968,"Protein"
"OID20937","Factor12",0.00325489905662835,"Protein"
"OID21376","Factor12",-0.00050769280642271,"Protein"
"OID20681","Factor12",0.00146179646253586,"Protein"
"OID20251","Factor12",0.00102020986378193,"Protein"
"OID21350","Factor12",-0.00219874200411141,"Protein"
"OID21263","Factor12",0.00043915375135839,"Protein"
"OID21149","Factor12",-0.0031017295550555,"Protein"
"OID20207","Factor12",-0.000930813839659095,"Protein"
"OID21282","Factor12",-1.0578454748611e-05,"Protein"
"OID21269","Factor12",-0.000764702970627695,"Protein"
"OID21309","Factor12",0.00181166897527874,"Protein"
"OID20959","Factor12",0.00047222469584085,"Protein"
"OID21508","Factor12",-0.00101022515445948,"Protein"
"OID21292","Factor12",-0.00289349281229079,"Protein"
"OID20697","Factor12",-0.000466680416138843,"Protein"
"OID20588","Factor12",0.0013050721026957,"Protein"
"OID21422","Factor12",0.000657298718579113,"Protein"
"OID20910","Factor12",0.000586708309128881,"Protein"
"OID20175","Factor12",0.000207075907383114,"Protein"
"OID21383","Factor12",0.000334899785229936,"Protein"
"OID21082","Factor12",0.000871399301104248,"Protein"
"OID20965","Factor12",-0.0014174107927829,"Protein"
"OID20225","Factor12",-0.000184280681423843,"Protein"
"OID20245","Factor12",-0.0011856957571581,"Protein"
"OID21033","Factor12",0.00121185928583145,"Protein"
"OID20558","Factor12",-0.00182382948696613,"Protein"
"OID20871","Factor12",0.00125112233217806,"Protein"
"OID21144","Factor12",0.000937090895604342,"Protein"
"OID20322","Factor12",0.000977554940618575,"Protein"
"OID21347","Factor12",-0.000830706208944321,"Protein"
"OID21296","Factor12",0.000631177448667586,"Protein"
"OID20971","Factor12",-0.00132749485783279,"Protein"
"OID21294","Factor12",-0.000248934462433681,"Protein"
"OID20737","Factor12",-0.000459974515251815,"Protein"
"OID20847","Factor12",0.000196951834368519,"Protein"
"OID21003","Factor12",-0.00376209523528814,"Protein"
"OID20553","Factor12",0.000523387046996504,"Protein"
"OID20977","Factor12",-0.00127215625252575,"Protein"
"OID21154","Factor12",0.00143342802766711,"Protein"
"OID21512","Factor12",0.000950024113990366,"Protein"
"OID20704","Factor12",-0.000827822426799685,"Protein"
"OID20644","Factor12",-0.00211353111080825,"Protein"
"OID20964","Factor12",0.000318694743327796,"Protein"
"OID20117","Factor12",-0.00139612751081586,"Protein"
"OID21019","Factor12",-0.000982571858912706,"Protein"
"OID20688","Factor12",1.44017240018002e-05,"Protein"
"OID20700","Factor12",0.000255120976362377,"Protein"
"OID21287","Factor12",0.000492527789901942,"Protein"
"OID20548","Factor12",-0.000947712920606136,"Protein"
"OID21061","Factor12",-0.000553082674741745,"Protein"
"OID20477","Factor12",0.000308787013636902,"Protein"
"OID20787","Factor12",0.000284533569356427,"Protein"
"OID20292","Factor12",-0.000138201081426814,"Protein"
"OID20431","Factor12",-0.00118563638534397,"Protein"
"OID20714","Factor12",4.54719083791133e-05,"Protein"
"OID20110","Factor12",-3.28789901686832e-05,"Protein"
"OID20740","Factor12",4.81803581351414e-05,"Protein"
"OID21123","Factor12",-0.000543458620086312,"Protein"
"OID20105","Factor12",0.000885802903212607,"Protein"
"OID20326","Factor12",-8.23862501420081e-05,"Protein"
"OID21314","Factor12",-0.00230492372065783,"Protein"
"OID20795","Factor12",-0.0010032249847427,"Protein"
"OID21320","Factor12",-0.00181715749204159,"Protein"
"OID20325","Factor12",0.000593345263041556,"Protein"
"OID20511","Factor12",-4.99935522384476e-05,"Protein"
"OID20903","Factor12",0.00134745880495757,"Protein"
"OID21511","Factor12",-0.000652161368634552,"Protein"
"OID21222","Factor12",-0.00304347672499716,"Protein"
"OID20086","Factor12",0.000383044651243836,"Protein"
"OID20515","Factor12",0.000140571297379211,"Protein"
"OID20214","Factor12",0.000672363617923111,"Protein"
"OID20305","Factor12",0.00218749605119228,"Protein"
"OID21356","Factor12",0.000964631210081279,"Protein"
"OID20981","Factor12",-0.00118866912089288,"Protein"
"OID21363","Factor12",-0.00429832050576806,"Protein"
"OID21455","Factor12",0.00197145552374423,"Protein"
"OID20334","Factor12",0.000385163148166612,"Protein"
"OID20139","Factor12",-0.000194441789062694,"Protein"
"OID21156","Factor12",-0.000357690529199317,"Protein"
"OID20227","Factor12",-0.000898735306691378,"Protein"
"OID20814","Factor12",-0.000709073559846729,"Protein"
"OID20745","Factor12",-0.00130546081345528,"Protein"
"OID20683","Factor12",-0.0052578654140234,"Protein"
"OID21211","Factor12",0.000589301867876202,"Protein"
"OID20723","Factor12",5.76260063098744e-05,"Protein"
"OID20900","Factor12",0.000395389681216329,"Protein"
"OID21453","Factor12",0.000837705505546182,"Protein"
"OID20177","Factor12",-0.00280569912865758,"Protein"
"OID20526","Factor12",0.000391115958336741,"Protein"
"OID20146","Factor12",-0.000360969424946234,"Protein"
"OID21357","Factor12",0.000903420324902982,"Protein"
"OID20545","Factor12",-0.00515765743330121,"Protein"
"OID20685","Factor12",0.0015088381478563,"Protein"
"OID20200","Factor12",-0.000476017274195328,"Protein"
"OID21467","Factor12",4.5304317609407e-05,"Protein"
"OID21000","Factor12",0.000622385705355555,"Protein"
"OID20244","Factor12",-0.000771149294450879,"Protein"
"OID20250","Factor12",0.000770364771597087,"Protein"
"OID20280","Factor12",-0.00114969094283879,"Protein"
"OID21450","Factor12",0.00113835383672267,"Protein"
"OID20409","Factor12",-0.000732450745999813,"Protein"
"OID21417","Factor12",-0.000813861784990877,"Protein"
"OID20943","Factor12",-0.00284001813270152,"Protein"
"OID20724","Factor12",0.000341286766342819,"Protein"
"OID20201","Factor12",-0.000403011159505695,"Protein"
"OID21205","Factor12",0.00410383893176913,"Protein"
"OID20987","Factor12",-0.000605049834121019,"Protein"
"OID20646","Factor12",0.000278241728665307,"Protein"
"OID21323","Factor12",-0.00182268489152193,"Protein"
"OID20997","Factor12",0.00106625724583864,"Protein"
"OID21030","Factor12",-0.00083064561476931,"Protein"
"OID21462","Factor12",-3.05965695588384e-05,"Protein"
"OID20483","Factor12",0.000873190932907164,"Protein"
"OID20149","Factor12",7.65573713579215e-05,"Protein"
"OID21499","Factor12",0.000829449272714555,"Protein"
"OID20682","Factor12",-0.00013902538921684,"Protein"
"OID20868","Factor12",0.0025806010235101,"Protein"
"OID20574","Factor12",-0.00158671417739242,"Protein"
"OID21151","Factor12",-0.000379673874704167,"Protein"
"OID20472","Factor12",0.000173639607965015,"Protein"
"OID20675","Factor12",-0.000558734056539834,"Protein"
"OID20436","Factor12",0.000446732330601662,"Protein"
"OID20184","Factor12",-0.000893261167220771,"Protein"
"OID21060","Factor12",-0.0011102108983323,"Protein"
"OID21367","Factor12",0.000670521287247539,"Protein"
"OID20178","Factor12",0.000251468649366871,"Protein"
"OID21375","Factor12",0.00333612062968314,"Protein"
"OID21430","Factor12",0.00083798379637301,"Protein"
"OID21312","Factor12",-0.00166747684124857,"Protein"
"OID21380","Factor12",8.95769044291228e-05,"Protein"
"OID20421","Factor12",0.00111975870095193,"Protein"
"OID21326","Factor12",0.00186416367068887,"Protein"
"OID20631","Factor12",0.00105403421912342,"Protein"
"OID20097","Factor12",0.00196378258988261,"Protein"
"OID20758","Factor12",0.00113232235889882,"Protein"
"OID21482","Factor12",-0.000578233797568828,"Protein"
"OID20371","Factor12",0.00177377532236278,"Protein"
"OID21415","Factor12",0.000770360289607197,"Protein"
"OID21527","Factor12",0.000457793154055253,"Protein"
"OID20233","Factor12",-0.000894244643859565,"Protein"
"OID21016","Factor12",-0.00193380890414119,"Protein"
"OID21284","Factor12",0.000308865070110187,"Protein"
"OID21143","Factor12",-0.000720286392606795,"Protein"
"OID21022","Factor12",0.00211145216599107,"Protein"
"OID20865","Factor12",-0.00160944112576544,"Protein"
"OID21311","Factor12",0.000292921788059175,"Protein"
"OID20342","Factor12",0.000310155068291351,"Protein"
"OID20309","Factor12",0.000669240369461477,"Protein"
"OID20546","Factor12",-0.000451414030976593,"Protein"
"OID21099","Factor12",-0.000917979574296623,"Protein"
"OID20135","Factor12",0.00318283680826426,"Protein"
"OID21476","Factor12",0.000755267508793622,"Protein"
"OID20359","Factor12",0.000579897023271769,"Protein"
"OID20601","Factor12",0.00114404212217778,"Protein"
"OID21104","Factor12",-0.000682760204654187,"Protein"
"OID20756","Factor12",-0.000211604550713673,"Protein"
"OID21439","Factor12",-0.000456975481938571,"Protein"
"OID21399","Factor12",-2.81371358141769e-05,"Protein"
"OID21043","Factor12",0.000338182086125016,"Protein"
"OID20609","Factor12",0.000186308170668781,"Protein"
"OID20289","Factor12",-0.00108434807043523,"Protein"
"OID21101","Factor12",0.000845711096189916,"Protein"
"OID21014","Factor12",0.00109620136208832,"Protein"
"OID21249","Factor12",-0.00226303772069514,"Protein"
"OID21446","Factor12",0.000411179411457852,"Protein"
"OID20970","Factor12",-0.00222977693192661,"Protein"
"OID20956","Factor12",-0.00135886669158936,"Protein"
"OID20635","Factor12",-0.000935029122047126,"Protein"
"OID20648","Factor12",-0.00392778776586056,"Protein"
"OID20331","Factor12",-0.000477882946142927,"Protein"
"OID21437","Factor12",-0.000661988335195929,"Protein"
"OID21442","Factor12",0.00121928821317852,"Protein"
"OID21369","Factor12",0.000862547312863171,"Protein"
"OID20576","Factor12",0.000763313844799995,"Protein"
"OID20636","Factor12",0.00120105023961514,"Protein"
"OID20162","Factor12",-0.00125342316459864,"Protein"
"OID21381","Factor12",0.000396804651245475,"Protein"
"OID20153","Factor12",0.00102209148462862,"Protein"
"OID20732","Factor12",-0.000216428190469742,"Protein"
"OID21024","Factor12",-0.000331267074216157,"Protein"
"OID21434","Factor12",-0.00063111080089584,"Protein"
"OID20507","Factor12",0.00215271674096584,"Protein"
"OID20137","Factor12",-0.00058874033857137,"Protein"
"OID21042","Factor12",-0.000546431634575129,"Protein"
"OID21516","Factor12",-0.000811293779406697,"Protein"
"OID20299","Factor12",-0.00208460865542293,"Protein"
"OID21257","Factor12",0.00018148118397221,"Protein"
"OID21253","Factor12",0.000746006611734629,"Protein"
"OID20988","Factor12",0.000331359595293179,"Protein"
"OID21119","Factor12",0.00022419384913519,"Protein"
"OID21038","Factor12",0.00166101765353233,"Protein"
"OID21091","Factor12",0.00203383923508227,"Protein"
"OID20597","Factor12",-0.00232788221910596,"Protein"
"OID20179","Factor12",0.000945801089983433,"Protein"
"OID21168","Factor12",-8.7645101302769e-05,"Protein"
"OID21368","Factor12",0.00074704282451421,"Protein"
"OID20738","Factor12",-0.00503158802166581,"Protein"
"OID20122","Factor12",0.00131319521460682,"Protein"
"OID20703","Factor12",0.000614321557804942,"Protein"
"OID21436","Factor12",0.000788551580626518,"Protein"
"OID21421","Factor12",0.000437712151324376,"Protein"
"OID20589","Factor12",0.00434473063796759,"Protein"
"OID20927","Factor12",-0.00345178856514394,"Protein"
"OID21418","Factor12",-0.0014084066497162,"Protein"
"OID21013","Factor12",-0.000704694946762174,"Protein"
"OID20904","Factor12",-0.00151407986413687,"Protein"
"OID20568","Factor12",0.00136580062098801,"Protein"
"OID20533","Factor12",0.00209362874738872,"Protein"
"OID20254","Factor12",0.000552890473045409,"Protein"
"OID21403","Factor12",-0.000501629605423659,"Protein"
"OID21012","Factor12",0.00244652736000717,"Protein"
"OID21280","Factor12",0.000754253182094544,"Protein"
"OID21187","Factor12",0.00147511914838105,"Protein"
"OID21425","Factor12",6.17422701907344e-05,"Protein"
"OID20078","Factor12",0.000129799009300768,"Protein"
"OID20102","Factor12",0.000153448912897147,"Protein"
"OID21073","Factor12",0.00185362249612808,"Protein"
"OID21428","Factor12",-0.00250770570710301,"Protein"
"OID20687","Factor12",-0.00119006598833948,"Protein"
"OID20883","Factor12",0.00066165957832709,"Protein"
"OID21242","Factor12",0.000526578282006085,"Protein"
"OID20583","Factor12",-0.00488910125568509,"Protein"
"OID21361","Factor12",-0.00170343893114477,"Protein"
"OID21365","Factor12",-0.000359960424248129,"Protein"
"OID21419","Factor12",-0.00166418415028602,"Protein"
"OID21498","Factor12",0.000391674257116392,"Protein"
"OID20995","Factor12",0.000506944896187633,"Protein"
"OID21094","Factor12",-0.000844432215671986,"Protein"
"OID20715","Factor12",0.00129921943880618,"Protein"
"OID20718","Factor12",0.00148405879735947,"Protein"
"OID20960","Factor12",-0.000431377266068012,"Protein"
"OID20866","Factor12",-0.00108992937020957,"Protein"
"OID20986","Factor12",0.00030508913914673,"Protein"
"OID20152","Factor12",-0.000846044567879289,"Protein"
"OID20395","Factor12",0.000634259078651667,"Protein"
"OID21285","Factor12",0.0010349047370255,"Protein"
"OID20313","Factor12",-0.00059188436716795,"Protein"
"OID20509","Factor12",0.00279266014695168,"Protein"
"OID21255","Factor12",-0.000415531278122216,"Protein"
"OID20141","Factor12",-0.000452373002190143,"Protein"
"OID20942","Factor12",0.0012471309164539,"Protein"
"OID21466","Factor12",-0.000637917895801365,"Protein"
"OID20215","Factor12",0.000879421946592629,"Protein"
"OID20923","Factor12",0.0024783534463495,"Protein"
"OID20752","Factor12",-0.00023297501320485,"Protein"
"OID20990","Factor12",-2.73753612418659e-05,"Protein"
"OID21004","Factor12",0.000538960273843259,"Protein"
"OID20103","Factor12",-0.000397119205445051,"Protein"
"OID20784","Factor12",0.000873288663569838,"Protein"
"OID20156","Factor12",-0.00150914071127772,"Protein"
"OID20221","Factor12",-0.00179985025897622,"Protein"
"OID21410","Factor12",0.00162137346342206,"Protein"
"OID21225","Factor12",0.00175640382803977,"Protein"
"OID21385","Factor12",-0.000382396043278277,"Protein"
"OID21155","Factor12",-0.000487551820697263,"Protein"
"OID20610","Factor12",-0.000117623560072388,"Protein"
"OID20935","Factor12",0.000450327148428187,"Protein"
"OID21327","Factor12",-0.00189906265586615,"Protein"
"OID20748","Factor12",-0.000867343624122441,"Protein"
"OID20708","Factor12",0.00301873194985092,"Protein"
