"Gene","Variance"
"ENSG00000286140",6.58549836880163
"ENSG00000250021",6.57940370466424
"ENSG00000211649",6.57930010455711
"ENSG00000211658",6.57192331968665
"ENSG00000243238",6.56995110982717
"ENSG00000270757",6.56616702885014
"ENSG00000260914",6.55151288260743
"ENSG00000241945",6.55148485662175
"ENSG00000241755",6.5441421486185
"ENSG00000220267",6.53920705406369
"ENSG00000172232",6.50738334709812
"ENSG00000211652",6.50297804716005
"ENSG00000274576",6.49853972586012
"ENSG00000242371",6.49657231071463
"ENSG00000133101",6.48923146832013
"ENSG00000211663",6.48908300518747
"ENSG00000211662",6.4861234444206
"ENSG00000242076",6.46973331140196
"ENSG00000183308",6.46889232525529
"ENSG00000280800",6.45228949263369
"ENSG00000251546",6.410361629255
"ENSG00000276775",6.39587984413573
"ENSG00000169877",6.35919181359595
"ENSG00000211935",6.33838134089958
"ENSG00000211639",6.32148513590709
"ENSG00000250264",6.3199080501349
"ENSG00000049247",6.30676736924003
"ENSG00000211650",6.27268166265456
"ENSG00000260349",6.27016631465433
"ENSG00000286185",6.2683762004989
"ENSG00000242534",6.26130552037864
"ENSG00000197561",6.2529095205332
"ENSG00000244575",6.24588726320703
"ENSG00000211965",6.23447534150645
"ENSG00000106565",6.20457133346329
"ENSG00000239975",6.1980730551765
"ENSG00000276566",6.19522977848934
"ENSG00000211655",6.19461613996818
"ENSG00000211937",6.18435944957225
"ENSG00000211640",6.17762193896267
"ENSG00000243290",6.16946896030231
"ENSG00000137959",6.1398741107694
"ENSG00000267645",6.1097046542209
"ENSG00000136514",6.10122705542079
"ENSG00000206177",6.09716308758284
"ENSG00000002726",6.07430037885901
"ENSG00000239855",6.07135438922088
"ENSG00000123838",6.04046305997566
"ENSG00000240382",6.02923804442619
"ENSG00000164821",6.02143998046686
"ENSG00000234426",6.01851810444806
"ENSG00000211976",6.00749743489084
"ENSG00000274512",6.00349421136373
"ENSG00000223350",5.96376151098491
"ENSG00000187608",5.95703000899571
"ENSG00000211962",5.94485587633515
"ENSG00000036448",5.92886923368053
"ENSG00000211941",5.92514888583366
"ENSG00000165949",5.92099413207863
"ENSG00000285508",5.91847475946851
"ENSG00000278196",5.91511021415782
"ENSG00000211973",5.90685321281253
"ENSG00000244116",5.90237510824024
"ENSG00000237541",5.89086737198652
"ENSG00000287286",5.88303114045471
"ENSG00000204936",5.86835636711166
"ENSG00000211668",5.86391694925287
"ENSG00000280987",5.85950173755689
"ENSG00000211664",5.83557609774014
"ENSG00000274419",5.82613445120142
"ENSG00000262074",5.82491581410782
"ENSG00000260287",5.82436915293984
"ENSG00000288621",5.78623648495082
"ENSG00000285565",5.77076890601855
"ENSG00000211685",5.76810754066364
"ENSG00000211955",5.74041821008915
"ENSG00000161905",5.73480739455506
"ENSG00000283378",5.72650015496993
"ENSG00000287916",5.72214014412794
"ENSG00000004939",5.71990478348316
"ENSG00000211673",5.71474797301559
"ENSG00000211966",5.70480647230248
"ENSG00000211648",5.69141201087157
"ENSG00000240247",5.6896100434628
"ENSG00000211947",5.68812509426562
"ENSG00000211934",5.68613309417043
