"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Global and overview maps","hsa01100","Metabolic pathways","22/71","148/929",0.148648648648649,1.94499429006471,3.60490682143128,0.000710791692981762,0.0427230107936385,0.0427230107936385,"127/6470/65220/5805/10135/79077/5320/410/6609/6480/8942/6652/957/2203/6241/3162/51056/1890/4907/51540/6482/216",22
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","5/71","11/929",0.454545454545455,5.94750320102433,4.74592208905942,0.000730307876814334,0.0427230107936385,0.0427230107936385,"79077/957/6241/1890/4907",5
