"UniProt","Protein","Pathway_Count","Mean_NES","Max_abs_t","Mean_t","Pathways"
"Q15116","OID21396",1,-1.8536736504912,5.13039997705631,-5.13039997705631,"cell adhesion"
"O15394","OID21095",1,-1.8536736504912,5.01836649067545,-5.01836649067545,"cell adhesion"
"P26022","OID20570",1,1.98465085312181,4.93809528138953,4.93809528138953,"carbohydrate derivative metabolic process"
"P56470","OID20748",1,-1.8536736504912,4.88884514246413,-4.88884514246413,"cell adhesion"
"P12034","OID20490",1,-1.72508515985087,4.8542162564003,-4.8542162564003,"system development"
"P55808","OID20259",1,-1.8536736504912,4.83466043626685,-4.83466043626685,"cell adhesion"
"O00585","OID20686",1,-1.8536736504912,4.74929320566612,-4.74929320566612,"cell adhesion"
"P06127","OID21449",1,-1.8536736504912,4.74751033220078,-4.74751033220078,"cell adhesion"
"P80188","OID20392",1,-1.84802278744999,4.73713127311129,-4.73713127311129,"anatomical structure morphogenesis"
"Q9NNX6","OID20262",1,-1.8536736504912,4.7217177981271,-4.7217177981271,"cell adhesion"
"Q92876","OID21526",1,-1.72508515985087,4.6503365493497,-4.6503365493497,"system development"
"Q96AP7","OID20270",1,-1.8536736504912,4.63717398754972,-4.63717398754972,"cell adhesion"
"Q8TCZ2","OID21122",1,-1.8536736504912,4.59845683766281,-4.59845683766281,"cell adhesion"
"O60243","OID21441",1,1.98465085312181,4.59426591329549,4.59426591329549,"carbohydrate derivative metabolic process"
"Q96NY8","OID21490",1,-1.8536736504912,4.53703201351686,-4.53703201351686,"cell adhesion"
"P31997","OID20102",1,-1.8536736504912,4.52744445473649,-4.52744445473649,"cell adhesion"
"P15260","OID20678",1,-1.72508515985087,4.52066626499859,-4.52066626499859,"system development"
"Q6NW40","OID21045",1,-1.8536736504912,4.49733054526556,-4.49733054526556,"cell adhesion"
"P06858","OID20188",1,-1.78097834084111,4.45850251722634,-4.45850251722634,"animal organ development"
"P24158","OID20329",1,1.93056787467095,4.45569579641553,4.45569579641553,"catabolic process"
"Q5ZPR3","OID20680",1,-1.8536736504912,4.37786653560281,-4.37786653560281,"cell adhesion"
"P08174","OID20377",1,-1.8536736504912,4.35204220152651,-4.35204220152651,"cell adhesion"
"Q49AH0","OID21318",1,-1.72508515985087,4.34072080133271,-4.34072080133271,"system development"
"Q9NSK7","OID20804",1,1.93056787467095,4.27946350242418,4.27946350242418,"catabolic process"
"P20138","OID21472",1,-1.8536736504912,4.27258746352347,-4.27258746352347,"cell adhesion"
"Q13261","OID20498",1,-1.72508515985087,4.27172380296278,-4.27172380296278,"system development"
"Q99674","OID20152",1,-1.8536736504912,4.20125586229254,-4.20125586229254,"cell adhesion"
"Q9NRJ3","OID20569",1,-1.8536736504912,4.10347341669241,-4.10347341669241,"cell adhesion"
"Q76M96","OID20226",1,-1.8536736504912,4.0803833167319,-4.0803833167319,"cell adhesion"
"P09601","OID20217",1,1.93056787467095,4.05127157177302,4.05127157177302,"catabolic process"
"P29466","OID20854",1,1.99799108872484,4.02362870669535,4.02362870669535,"small molecule metabolic process"
"O00214","OID21041",1,1.93056787467095,4.01221183656991,4.01221183656991,"catabolic process"
"Q15043","OID20852",1,1.99799108872484,3.93880463470275,3.93880463470275,"small molecule metabolic process"
"P10747","OID21265",1,-1.8536736504912,3.90035103866158,-3.90035103866158,"cell adhesion"
"Q9Y662","OID21303",1,1.98465085312181,3.85377674949338,3.85377674949338,"carbohydrate derivative metabolic process"
"P49771","OID20661",1,-1.78097834084111,3.80367020116137,-3.80367020116137,"animal organ development"
"Q14739","OID21034",1,1.99799108872484,3.74791600684154,3.74791600684154,"small molecule metabolic process"
"P25116","OID20691",1,-1.84802278744999,3.7344595767938,-3.7344595767938,"anatomical structure morphogenesis"
"Q9UHL4","OID20142",1,1.93056787467095,3.61934240900759,3.61934240900759,"catabolic process"
"Q16552","OID20469",1,-1.78097834084111,3.46415908183064,-3.46415908183064,"animal organ development"
"P41217","OID20603",1,-1.8536736504912,3.45519929007419,-3.45519929007419,"cell adhesion"
"P08581","OID20269",1,1.93056787467095,3.41068781244366,3.41068781244366,"catabolic process"
"Q14210","OID20708",1,-1.8536736504912,3.38277606520273,-3.38277606520273,"cell adhesion"
"Q86SJ6","OID21325",1,-1.8536736504912,3.35852069910564,-3.35852069910564,"cell adhesion"
"P15085","OID20280",1,1.99799108872484,3.31607065807598,3.31607065807598,"small molecule metabolic process"
"O95633","OID20782",1,-1.8536736504912,3.30374993759063,-3.30374993759063,"cell adhesion"
"Q06830","OID20962",1,1.93056787467095,3.3023690627499,3.3023690627499,"catabolic process"
"P35968","OID21497",1,1.93056787467095,3.17086706761658,3.17086706761658,"catabolic process"
"P29279","OID20709",1,-1.8536736504912,3.07801757657505,-3.07801757657505,"cell adhesion"
"P16109","OID20379",1,-1.8536736504912,3.06967250420713,-3.06967250420713,"cell adhesion"
"P04118","OID21156",1,1.93056787467095,2.9345376200865,2.9345376200865,"catabolic process"
"Q13421","OID21380",1,-1.8536736504912,2.9232480957923,-2.9232480957923,"cell adhesion"
"P35625","OID20684",1,1.93056787467095,2.89288484370079,2.89288484370079,"catabolic process"
"P19957","OID20326",1,-1.78097834084111,2.89139834969063,-2.89139834969063,"animal organ development"
"Q9NYY1","OID20453",1,-1.78097834084111,2.84527102470374,-2.84527102470374,"animal organ development"
"P28845","OID20575",1,1.93056787467095,2.80505771712092,2.80505771712092,"catabolic process"
"Q9Y223","OID21231",1,1.99799108872484,2.6732261252624,2.6732261252624,"small molecule metabolic process"
"P04746","OID20333",1,1.93056787467095,2.63286405491563,2.63286405491563,"catabolic process"
"O76096","OID20704",1,1.93056787467095,2.47279963217593,2.47279963217593,"catabolic process"
"P01130","OID20240",1,1.93056787467095,2.40143635456913,2.40143635456913,"catabolic process"
"P04792","OID20230",1,1.93056787467095,2.34441930507197,2.34441930507197,"catabolic process"
"Q7L5Y9","OID21206",1,1.93056787467095,2.33943929811468,2.33943929811468,"catabolic process"
"P07711","OID20228",1,1.93056787467095,2.32873158834691,2.32873158834691,"catabolic process"
"Q14790","OID21414",1,1.93056787467095,2.31840737920585,2.31840737920585,"catabolic process"
"P05067","OID21070",1,2.07996840464127,2.2123623668451,2.2123623668451,"nucleobase-containing compound catabolic process"
"P09104","OID21046",1,2.07996840464127,2.05875526897338,2.05875526897338,"nucleobase-containing compound catabolic process"
"P27695","OID21434",1,2.07996840464127,2.03285772269091,2.03285772269091,"nucleobase-containing compound catabolic process"
"O00273","OID20620",1,2.07996840464127,1.58080657270668,1.58080657270668,"nucleobase-containing compound catabolic process"
"O43598","OID20744",1,2.07996840464127,1.55951391888905,1.55951391888905,"nucleobase-containing compound catabolic process"
"P08670","OID20053",1,2.07996840464127,1.55913603763521,1.55913603763521,"nucleobase-containing compound catabolic process"
"P42574","OID20305",1,2.07996840464127,1.40677478306068,1.40677478306068,"nucleobase-containing compound catabolic process"
"O00584","OID20321",1,2.07996840464127,1.1626968631774,1.1626968631774,"nucleobase-containing compound catabolic process"
"P49789","OID20872",1,2.07996840464127,1.12809393868112,1.12809393868112,"nucleobase-containing compound catabolic process"
"Q07812","OID20856",1,2.07996840464127,1.11028164162512,1.11028164162512,"nucleobase-containing compound catabolic process"
"P52789","OID20065",1,2.07996840464127,1.06758827404491,1.06758827404491,"nucleobase-containing compound catabolic process"
"Q7Z739","OID20478",1,2.07996840464127,1.03322428384396,1.03322428384396,"nucleobase-containing compound catabolic process"
