"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"GOBP_ARTERY_MORPHOGENESIS",0.00230870712401055,0.0927160344200703,-0.655949972626349,-1.77906593163879,13,17,
