"Protein","logFC","AveExpr","t","P.Value","adj.P.Val","B","Regulation","Significant","Assay","UniProt","Panel","ENTREZID"
"OID20259",-0.609345594787723,1.92642140992167,-4.83466043626685,1.93063340182663e-06,1.0131816557141e-05,4.10087933104311,"Down",TRUE,"XG","P55808","CARDIOMETABOLIC","7499"
"OID21106",0.242661282051281,3.9180407310705,4.83404019997865,1.93560946123128e-06,1.0131816557141e-05,4.09836774821787,"Up",FALSE,"NOMO1","Q15155","NEUROLOGY","23420"
"OID21370",-0.301178633879781,2.32747467362924,-4.82790107978317,1.99270908805264e-06,1.0392632433676e-05,4.07048854025656,"Down",FALSE,"AMIGO2","Q86SJ2","ONCOLOGY","347902"
"OID21353",-0.360187503152583,1.57513968668407,-4.82630997222269,2.00836540849428e-06,1.04361969772303e-05,4.06301921719872,"Down",FALSE,"SMAD5","Q99717","ONCOLOGY","4090"
"OID20562",0.418256006725512,3.40607336814621,4.82299735327007,2.03994291571646e-06,1.05618783570972e-05,4.04805218967668,"Up",FALSE,"IL15","P40933","INFLAMMATION","3600"
"OID21174",0.429351588902897,1.52903107049608,4.81348215519544,2.13404407788959e-06,1.10092021202319e-05,4.00483073467678,"Up",FALSE,"RRM2B","Q7LG56","ONCOLOGY","50484"
"OID20100",0.229628549810844,1.66487885117493,4.79961107271044,2.27749909688596e-06,1.17070007534174e-05,3.94242242996099,"Up",FALSE,"ENTPD6","O75354","CARDIOMETABOLIC","955"
"OID20642",-0.630505510718787,4.08598877284595,-4.79771460242237,2.29874801974785e-06,1.17738742660203e-05,3.93356370263946,"Down",TRUE,"TPSAB1","Q15661","INFLAMMATION","7177"
"OID20273",-0.266788284993693,1.8152407310705,-4.79428882232677,2.33529358892264e-06,1.19183376377516e-05,3.91840368079146,"Down",FALSE,"ALCAM","Q13740","CARDIOMETABOLIC","214"
"OID20320",-0.442521601513239,3.27537336814621,-4.78791357097615,2.40708898955096e-06,1.22410326194602e-05,3.88941864405573,"Down",FALSE,"QPCT","Q16769","CARDIOMETABOLIC","25797"
"OID20231",-0.405466721311472,3.06235874673629,-4.77891958216468,2.51077459121269e-06,1.27230386200104e-05,3.84899625231279,"Down",FALSE,"THBD","P07204","CARDIOMETABOLIC","7056"
"OID20408",-0.620609264396803,4.28666318537859,-4.76274303055806,2.70891877933494e-06,1.36786040129669e-05,3.77623761592564,"Down",TRUE,"PTGDS","P41222","CARDIOMETABOLIC","5730"
"OID21493",-0.556811778058005,2.71020130548303,-4.75556822418844,2.80138180891768e-06,1.40956852286738e-05,3.74408676161727,"Down",TRUE,"TGFBR2","P37173","ONCOLOGY","7048"
"OID21343",-0.358491420765026,2.03243394255875,-4.75437334239758,2.81665399886259e-06,1.41228019802619e-05,3.73886092840042,"Down",FALSE,"RTBDN","Q9BSG5","ONCOLOGY","83546"
"OID20686",-0.393820071458594,2.89132323759791,-4.74929320566612,2.88435676771672e-06,1.44116986750601e-05,3.71611281873334,"Down",FALSE,"CCL21","O00585","INFLAMMATION","6366"
"OID21449",-0.381992997057585,4.81750704960835,-4.74751033220078,2.9080743048586e-06,1.44795755457942e-05,3.70825296327549,"Down",FALSE,"CD5","P06127","ONCOLOGY","921"
"OID20392",-0.572680403530892,2.50910287206266,-4.73713127311129,3.05313854014682e-06,1.51490797703813e-05,3.66166695787522,"Down",TRUE,"LCN2","P80188","CARDIOMETABOLIC","3934"
"OID20262",-0.313261504833963,3.84378459530026,-4.7217177981271,3.2791068611487e-06,1.62139920573754e-05,3.59326055956473,"Down",FALSE,"CD209","Q9NNX6","CARDIOMETABOLIC","30835"
"OID20966",0.480163787305589,4.40776945169713,4.72076260914641,3.29479718440347e-06,1.62353971603881e-05,3.58873176922627,"Up",FALSE,"CD274","Q9NZQ7","NEUROLOGY","29126"
"OID21331",0.368052345523327,2.2638772845953,4.71463911138309,3.38934824724064e-06,1.66439128704704e-05,3.56162828907115,"Up",FALSE,"ARSB","P15848","ONCOLOGY","411"
"OID20624",-0.28922573350147,5.31091253263708,-4.71149046881674,3.43860898448456e-06,1.68279871192755e-05,3.5477932352978,"Down",FALSE,"TNFSF12","O43508","INFLAMMATION","8742"
"OID21133",-0.547304863387975,3.90127336814621,-4.70874011675214,3.48391367949595e-06,1.69915107440263e-05,3.53530530101502,"Down",TRUE,"FCER2","P06734","NEUROLOGY","2208"
"OID20223",-0.497293804119374,2.3560955613577,-4.6944236163694,3.72276138443534e-06,1.80793554923986e-05,3.4718428298103,"Down",FALSE,"CHRDL2","Q6WN34","CARDIOMETABOLIC","25884"
"OID20438",-0.335591029844472,2.1199590078329,-4.69382138683592,3.7322672290116e-06,1.80793554923986e-05,3.46937307767231,"Down",FALSE,"LRRN1","Q6UXK5","INFLAMMATION","57633"
"OID20214",-0.707801298865064,3.42270391644909,-4.69259693565883,3.75434723285538e-06,1.81248722829403e-05,3.46375786931685,"Down",TRUE,"SFTPD","P35247","CARDIOMETABOLIC","6441"
"OID20220",-1.11086792349727,4.42864960835509,-4.68852923586237,3.82561266657936e-06,1.84067356920603e-05,3.44576414664091,"Down",TRUE,"GH1","P01241","CARDIOMETABOLIC","2688"
"OID20493",-0.386095960487597,1.5682819843342,-4.68484848519217,3.89121929251833e-06,1.86595717080829e-05,3.4294941058779,"Down",FALSE,"ITGB6","P18564","INFLAMMATION","3694"
"OID20669",0.585992530474986,6.87191227154047,4.6802559696959,3.9745965302684e-06,1.89956469623864e-05,3.40920976243386,"Up",TRUE,"KYNU","Q16719","INFLAMMATION","8942"
"OID21346",0.42550223623371,2.46254386422977,4.67942649766223,3.98980934008283e-06,1.90047918232612e-05,3.40555394226641,"Up",FALSE,"RET","P07949","ONCOLOGY","5979"
"OID21526",-0.439361664564942,5.20090130548303,-4.6503365493497,4.56109581801548e-06,2.16538402788841e-05,3.27754760245191,"Down",FALSE,"KLK6","Q92876","ONCOLOGY","5653"
"OID20947",-0.350943829340058,2.84267519582245,-4.64452366514418,4.68351801690345e-06,2.21614147223677e-05,3.25219680558359,"Down",FALSE,"TMPRSS5","Q9H3S3","NEUROLOGY","80975"
"OID20270",-0.385196204287514,1.55491644908616,-4.63717398754972,4.84514410253253e-06,2.28505310974224e-05,3.21978881342895,"Down",FALSE,"ESAM","Q96AP7","CARDIOMETABOLIC","90952"
"OID20662",-0.436765821773853,6.02871592689295,-4.63095742637358,4.98459977174782e-06,2.34308982691698e-05,3.19265037580934,"Down",FALSE,"VEGFD","O43915","INFLAMMATION","2277"
"OID20236",-0.4023779445145,2.11037232375979,-4.60472155556648,5.61911969190465e-06,2.63269575073172e-05,3.07813770430958,"Down",FALSE,"IGFBP7","Q16270","CARDIOMETABOLIC","3490"
"OID20103",-0.589985905842788,1.8128819843342,-4.60182607309896,5.69367929015729e-06,2.65891101491332e-05,3.06554212727406,"Down",TRUE,"S100P","P25815","CARDIOMETABOLIC","6286"
"OID21122",-0.40193250105086,3.76926422976501,-4.59845683766281,5.78095938416689e-06,2.69087653419365e-05,3.05099116440827,"Down",FALSE,"CD99L2","Q8TCZ2","NEUROLOGY","83692"
"OID21441",0.37412907103825,2.26510234986945,4.59426591329549,5.89237133838206e-06,2.73383072809999e-05,3.03275738563575,"Up",FALSE,"HS6ST1","O60243","ONCOLOGY","9394"
"OID20079",-0.511933661202183,0.185757702349869,-4.58780577909265,6.0683444470302e-06,2.80636382356186e-05,3.00465478664491,"Down",TRUE,"ACTA2","P62736","CARDIOMETABOLIC","59"
"OID20134",-0.373464115174441,0.259800261096606,-4.5781026129001,6.34139185545793e-06,2.92317708433851e-05,2.96261332359695,"Down",FALSE,"CDH17","Q12864","CARDIOMETABOLIC","1015"
"OID20370",-0.271598373266078,1.52895639686684,-4.57472325313938,6.43773128830393e-06,2.95804437652293e-05,2.94818185138226,"Down",FALSE,"KIT","P10721","CARDIOMETABOLIC","3815"
"OID20590",0.395922152164772,4.82386997389034,4.57040718726207,6.56536232597125e-06,3.0070201166067e-05,2.92944458896682,"Up",FALSE,"CLEC4G","Q6UXB4","INFLAMMATION","339390"
"OID21490",-0.543430790248001,2.35954308093995,-4.53703201351686,7.63348315514121e-06,3.48506307626096e-05,2.78554855666943,"Down",TRUE,"NECTIN4","Q96NY8","ONCOLOGY","81607"
"OID20371",-0.716164451450184,1.82232088772846,-4.5333673275873,7.76032992785676e-06,3.53169154997048e-05,2.76981885517437,"Down",TRUE,"TFF3","Q07654","CARDIOMETABOLIC","7033"
"OID20102",-0.636317595628413,2.59180522193211,-4.52744445473649,7.96962753273801e-06,3.61542785532781e-05,2.74442061610303,"Down",TRUE,"CEACAM8","P31997","CARDIOMETABOLIC","1088"
"OID20557",0.41736758722152,1.69561331592689,4.5209359754487,8.20586428276833e-06,3.70332201466421e-05,2.71654560451251,"Up",FALSE,"MAPK9","P45984","INFLAMMATION","5601"
"OID20678",-0.312877213114752,1.35699190600522,-4.52066626499859,8.21520698844335e-06,3.70332201466421e-05,2.71545023644949,"Down",FALSE,"IFNGR1","P15260","INFLAMMATION","3459"
"OID20961",0.585768541403948,2.84891723237598,4.51961420338449,8.25465441583123e-06,3.70940288057322e-05,2.71088902046343,"Up",TRUE,"NPM1","P06748","NEUROLOGY","4869"
"OID20730",-0.455608108448926,4.12178276762402,-4.51723671813497,8.34311523721174e-06,3.73740177867573e-05,2.70071820523228,"Down",FALSE,"SMOC2","Q9H3U7","INFLAMMATION","64094"
"OID20323",0.345209558638081,4.0420365535248,4.51413260139255,8.45810949767449e-06,3.77707452255526e-05,2.68762771973812,"Up",FALSE,"LILRB1","Q8NHL6","CARDIOMETABOLIC","10859"
"OID21344",-0.432624068936526,2.52413342036554,-4.51037909983785,8.60339657695266e-06,3.82998557896117e-05,2.67140845653878,"Down",FALSE,"CA12","O43570","ONCOLOGY","771"
"OID21045",-0.341634043715845,1.25555822454308,-4.49733054526556,9.12032673624232e-06,4.04315068221141e-05,2.61574897718623,"Down",FALSE,"RGMB","Q6NW40","NEUROLOGY","285704"
"OID20335",-0.198714682639764,0.448414882506527,-4.49682140316631,9.13882204586625e-06,4.04315068221141e-05,2.61378328003555,"Down",FALSE,"COL1A1","P02452","CARDIOMETABOLIC","1277"
"OID21116",-0.28537321563682,3.84898302872063,-4.49260633757048,9.31213371927072e-06,4.10711082865366e-05,2.59586109455811,"Down",FALSE,"IL1R1","P14778","NEUROLOGY","3554"
"OID20360",-0.384700130306849,3.21738328981723,-4.49187552818831,9.34415243644859e-06,4.10855194821078e-05,2.59261061221138,"Down",FALSE,"CD163","Q86VB7","CARDIOMETABOLIC","9332"
"OID20314",0.369757280369901,4.21337859007833,4.48184694771615,9.77069751580993e-06,4.28292231597926e-05,2.55003415402049,"Up",FALSE,"ACP5","P13686","CARDIOMETABOLIC","54"
"OID20688",-0.753313274485073,2.99933890339426,-4.47940665841679,9.87917431082305e-06,4.31722938537191e-05,2.53953001220756,"Down",TRUE,"SCGB1A1","P11684","INFLAMMATION","7356"
"OID21267",-0.325270374106766,-0.515622193211488,-4.47776284464619,9.95172260339904e-06,4.3356742683711e-05,2.53255362829517,"Down",FALSE,"BAMBI","Q13145","ONCOLOGY","25805"
"OID21058",-0.522753736864227,3.36429503916449,-4.47033497143426,1.02859631124372e-05,4.46767212391269e-05,2.50105831563596,"Down",TRUE,"SCARA5","Q6ZMJ2","NEUROLOGY","286133"
"OID20188",-0.472723493064311,4.71936840731071,-4.45850251722634,1.08407321825148e-05,4.68402155163606e-05,2.45098420556855,"Down",FALSE,"LPL","P06858","CARDIOMETABOLIC","4023"
"OID20948",0.409091782261453,3.88614856396867,4.45830523187038,1.08496230482263e-05,4.68402155163606e-05,2.45019528389743,"Up",FALSE,"SETMAR","Q53H47","NEUROLOGY","6419"
"OID20329",0.453720588482553,3.08354360313316,4.45569579641553,1.09764740747327e-05,4.72451248578103e-05,2.43912391210179,"Up",FALSE,"PRTN3","P24158","CARDIOMETABOLIC","5657"
"OID20580",-0.297643539302225,1.93064751958225,-4.4348857256275,1.20324681515254e-05,5.16348257913809e-05,2.35156630236537,"Down",FALSE,"LY75","O60449","INFLAMMATION","4065"
"OID20525",-0.426427263556113,0.768386161879896,-4.42777165198781,1.24187436428282e-05,5.31328882203639e-05,2.3214924255311,"Down",FALSE,"EDAR","Q9UNE0","INFLAMMATION","10913"
"OID20734",-0.257707271963009,4.12847362924282,-4.4175996724262,1.29845150548966e-05,5.53876776520814e-05,2.27902103618766,"Down",FALSE,"ROBO1","Q9Y6N7","INFLAMMATION","6091"
"OID21422",-0.662253669609074,3.85247937336815,-4.41232784295141,1.32926382051888e-05,5.65332737952822e-05,2.2567214820834,"Down",TRUE,"HAVCR1","Q96D42","ONCOLOGY","26762"
"OID21262",-0.467257150063049,0.781340731070496,-4.41109235705962,1.33650371686733e-05,5.66725166588552e-05,2.25154871469692,"Down",FALSE,"SORCS2","Q96PQ0","ONCOLOGY","57537"
"OID21425",0.585782471626731,6.52409242819843,4.4090298691078,1.3486740247083e-05,5.70193840623715e-05,2.24291634720258,"Up",TRUE,"SCLY","Q96I15","ONCOLOGY","51540"
"OID20769",-0.314241168558216,4.37207624020888,-4.40494973643515,1.37274786024131e-05,5.78659791234463e-05,2.22603672905613,"Down",FALSE,"LAMA4","Q16363","INFLAMMATION","3910"
"OID20680",-0.453510290037829,5.5595725848564,-4.37786653560281,1.545990055436e-05,6.48046000596651e-05,2.11292903784259,"Down",FALSE,"CD276","Q5ZPR3","INFLAMMATION","80381"
"OID20212",-0.361878158890289,2.79644334203655,-4.37778039266657,1.54642187686115e-05,6.48046000596651e-05,2.11264951228834,"Down",FALSE,"PRSS27","Q9BQR3","CARDIOMETABOLIC","83886"
"OID20568",-0.625162021857919,2.25743890339426,-4.37001974945235,1.59986613231964e-05,6.6848207692537e-05,2.08033025366623,"Down",TRUE,"NPPC","P23582","INFLAMMATION","4880"
"OID20377",-0.362641029844471,3.37296788511749,-4.35204220152651,1.72994621633287e-05,7.20726863889117e-05,2.00594146975109,"Down",FALSE,"CD55","P08174","CARDIOMETABOLIC","1604"
"OID21142",-0.52140684321143,3.73603942558747,-4.34430524018694,1.78929870019087e-05,7.43287163538591e-05,1.97387267304788,"Down",TRUE,"RELT","Q969Z4","NEUROLOGY","84957"
"OID20064",-0.234850243799915,0.249046214099217,-4.34273980179375,1.8013773958818e-05,7.46135738757998e-05,1.96746433108895,"Down",FALSE,"SERPINB5","P36952","CARDIOMETABOLIC","5268"
"OID21318",-0.402408793610759,1.22834647519582,-4.34072080133271,1.81734990307174e-05,7.50576014881363e-05,1.95907836000892,"Down",FALSE,"CDNF","Q49AH0","ONCOLOGY","441549"
"OID21055",0.374420807061789,4.01496031331593,4.32883723851193,1.91319920731393e-05,7.87885206700751e-05,1.91018932766007,"Up",FALSE,"NCAN","O14594","NEUROLOGY","1463"
"OID20319",0.167807923497266,2.76354960835509,4.32158870905545,1.97385482218652e-05,8.10528316351879e-05,1.88049459813202,"Up",FALSE,"EGFR","P00533","CARDIOMETABOLIC","1956"
"OID21025",-0.229259285414039,1.32303315926893,-4.31968766261698,1.99019285726487e-05,8.14895585395844e-05,1.87266213208601,"Down",FALSE,"CD34","P28906","NEUROLOGY","947"
"OID20317",0.278878511979822,5.40907571801567,4.31421904288426,2.03770355134584e-05,8.31965249963772e-05,1.85023220803262,"Up",FALSE,"PLXNB2","O15031","CARDIOMETABOLIC","23654"
"OID21006",-0.270048511979823,1.44890600522193,-4.28764482386469,2.28490009992801e-05,9.28921070435647e-05,1.74143764510384,"Down",FALSE,"CNTN5","O94779","NEUROLOGY","53942"
"OID21104",-0.478953253467841,3.36205352480418,-4.2873481361052,2.28817506503392e-05,9.28921070435647e-05,1.74010018093404,"Down",FALSE,"THBS2","P35442","NEUROLOGY","7058"
"OID20804",0.363013707440099,0.337495561357702,4.27946350242418,2.36691820215675e-05,9.58166037077051e-05,1.70795952793919,"Up",FALSE,"C19orf12","Q9NSK7","NEUROLOGY","83636"
"OID21472",-0.445975128205126,1.58900522193211,-4.27258746352347,2.43769550093145e-05,9.84030189500294e-05,1.67997416510894,"Down",FALSE,"CD33","P20138","ONCOLOGY","945"
"OID20498",-0.262469718369061,0.008288772845953,-4.27172380296278,2.44672702786797e-05,9.84893781076995e-05,1.67646197264258,"Down",FALSE,"IL15RA","Q13261","INFLAMMATION","3601"
"OID21259",0.515978566624629,2.89750574412533,4.27006896728016,2.46412143804187e-05,9.89109419933101e-05,1.66973416274692,"Up",TRUE,"GFER","P55789","ONCOLOGY","2671"
"OID21228",0.358698339638502,1.6787180156658,4.26540078958286,2.51382862715813e-05,0.000100623560454033,1.65076824637827,"Up",FALSE,"CLEC6A","Q6EIG7","ONCOLOGY","93978"
"OID21462",-0.67553505674653,1.47275665796345,-4.2524281595243,2.65703998597821e-05,0.000106058942457063,1.5981619936562,"Down",TRUE,"WFDC12","Q8WWY7","ONCOLOGY","128488"
"OID20720",-0.411577973938627,2.50274464751958,-4.25153684429497,2.6671604538195e-05,0.000106166359011367,1.59455290838481,"Down",FALSE,"SPINT2","O43291","INFLAMMATION","10653"
"OID21108",-0.284373560319461,2.46633550913838,-4.24944833171238,2.690484280325e-05,0.000106797278794012,1.58625779893021,"Down",FALSE,"CD109","Q6YHK3","NEUROLOGY","135228"
"OID21473",0.235118188314417,4.17291331592689,4.24550729480589,2.73597809551971e-05,0.000108297515195538,1.57033687610333,"Up",FALSE,"PLA2G15","Q8NCC3","ONCOLOGY","23659"
"OID21139",-0.216422093316519,2.85907650130548,-4.24486826823183,2.74343600425365e-05,0.000108297515195538,1.56775300073881,"Down",FALSE,"ITGA5","P08648","NEUROLOGY","3678"
"OID20626",-0.348398293400587,4.92672924281984,-4.24376731072008,2.75653110515652e-05,0.000108514681798035,1.56324398140562,"Down",FALSE,"BSG","P35613","INFLAMMATION","682"
"OID21289",-0.292750344682639,0.996476240208877,-4.24293291780296,2.76675103746446e-05,0.000108617781113646,1.5597535291682,"Down",FALSE,"SEZ6L2","Q6UXD5","ONCOLOGY","26470"
"OID21482",-0.57598473728457,2.37891122715405,-4.23048852995828,2.91713044816337e-05,0.00011420765508015,1.50952489354933,"Down",TRUE,"TNFRSF12A","Q9NP84","ONCOLOGY","51330"
"OID20170",0.313219894913829,2.18158355091384,4.21866956670369,3.06670901027963e-05,0.000119735715182776,1.46205966105779,"Up",FALSE,"CDH2","P19022","CARDIOMETABOLIC","1000"
"OID20158",-0.683795922656575,2.24308328981723,-4.20956934108993,3.18761950689608e-05,0.000124117391699033,1.42539936859108,"Down",TRUE,"IL19","Q9UHD0","CARDIOMETABOLIC","29949"
"OID20152",-0.487394590163931,2.36101592689295,-4.20125586229254,3.30162198031183e-05,0.00012820700570287,1.39207265430997,"Down",FALSE,"CGREF1","Q99674","CARDIOMETABOLIC","10669"
"OID21505",-0.754648373266074,4.40113211488251,-4.18871283555539,3.48101051290374e-05,0.00013480661308779,1.34190442887286,"Down",TRUE,"WFDC2","Q14508","ONCOLOGY","10406"
"OID21069",-0.846522917192093,3.31196318537859,-4.18651688852221,3.51335754984291e-05,0.000135691565911501,1.33313539663446,"Down",TRUE,"CGA","P01215","NEUROLOGY","1081"
"OID21256",0.276360882723833,0.522816971279373,4.16880604353025,3.78492419153957e-05,0.000145785894062265,1.26256446899587,"Up",FALSE,"FUS","P35637","ONCOLOGY","2521"
"OID20763",-0.401611967213112,4.35392845953003,-4.15802221656461,3.95984272100401e-05,0.00015211331312674,1.21975098177302,"Down",FALSE,"PRSS8","Q16651","INFLAMMATION","5652"
"OID20415",-0.709331252627152,5.45128041775457,-4.15104730238569,4.07723924344586e-05,0.000156203079862845,1.19207705643468,"Down",TRUE,"REG1A","P05451","CARDIOMETABOLIC","5967"
"OID21158",-0.743722168978557,3.74301775456919,-4.14847665643129,4.12129446406703e-05,0.000157468710939887,1.18189651416149,"Down",TRUE,"IGFBP4","P22692","NEUROLOGY","3487"
"OID20315",-0.248931420765026,4.83668146214099,-4.14304051009773,4.21508613715203e-05,0.00016062288239974,1.16054988442307,"Down",FALSE,"ITGB2","P05107","CARDIOMETABOLIC","3689"
"OID21035",0.200625338377469,3.85825665796345,4.13745321993218,4.31451957103603e-05,0.000163974693271556,1.13846798370628,"Up",FALSE,"LAMP2","P13473","NEUROLOGY","3920"
"OID21444",-0.462178486759139,3.48966971279373,-4.12455517582469,4.55358137456305e-05,0.000172601267486753,1.08743667334838,"Down",FALSE,"WISP1","O95388","ONCOLOGY","8840"
"OID21480",0.454335098780998,1.78425091383812,4.11521085893052,4.73389632395889e-05,0.000178961318702044,1.05067408092687,"Up",FALSE,"DCXR","Q7Z4W1","ONCOLOGY","51181"
"OID20569",-0.236393211433374,1.89097389033943,-4.10347341669241,4.96904170103453e-05,0.000187355160706552,1.00476137344547,"Down",FALSE,"CCL28","Q9NRJ3","INFLAMMATION","56477"
"OID20713",-0.40642881883144,3.41342976501305,-4.08518395920481,5.36045146074324e-05,0.000201581187826371,0.933058596172716,"Down",FALSE,"BTN2A1","Q7KYR7","INFLAMMATION","11120"
"OID20226",-0.444791361916769,4.32691201044386,-4.0803833167319,5.46766419267907e-05,0.000205073284287097,0.914327636303052,"Down",FALSE,"CCDC80","Q76M96","CARDIOMETABOLIC","151887"
"OID20217",0.517016935687262,5.8419044386423,4.05127157177302,6.1627974081568e-05,0.000230540248593091,0.801173232449984,"Up",TRUE,"HMOX1","P09601","CARDIOMETABOLIC","3162"
"OID21188",0.15617924337957,0.801210966057441,4.05003597925345,6.1929091790649e-05,0.000231061807229341,0.796535538514767,"Up",FALSE,"ADCYAP1R1","P41586","ONCOLOGY","117"
"OID20907",0.251184968474147,1.34226057441253,4.04520423338198,6.31712990831476e-05,0.000235082777056817,0.777777557302969,"Up",FALSE,"IMPA1","P29218","NEUROLOGY","3612"
"OID20700",0.672025561160148,2.49980626631854,4.03969958014095,6.46179841498002e-05,0.000239841816493674,0.756400597997914,"Up",TRUE,"IL1RN","P18510","INFLAMMATION","3557"
"OID21128",0.56787411517444,3.38756710182768,4.03223317602903,6.66197947255923e-05,0.000246344020654249,0.72757511389672,"Up",TRUE,"ALDH1A1","P00352","NEUROLOGY","216"
"OID21450",-0.581253686422865,4.46753968668407,-4.0318849490206,6.67145808209898e-05,0.000246344020654249,0.726231912225857,"Down",TRUE,"SPINK6","Q6UWN8","ONCOLOGY","404203"
"OID20954",-0.208937612442202,2.45720339425587,-4.03041454807336,6.71037212814566e-05,0.000247142313688664,0.720706877496148,"Down",FALSE,"MASP1","P48740","NEUROLOGY","5648"
"OID20938",-0.470825456073978,2.47416579634465,-4.02880585604022,6.75582915140967e-05,0.000248176860086489,0.71435969086729,"Down",FALSE,"RSPO1","Q2MKA7","NEUROLOGY","284654"
"OID20342",0.592060605296341,6.32285352480418,4.02782367574645,6.78295468900872e-05,0.000248534416681883,0.710574399317651,"Up",TRUE,"SERPINE1","P05121","CARDIOMETABOLIC","5054"
"OID20854",0.386957486338795,1.79148485639687,4.02362870669535,6.89997889608731e-05,0.000252175699296899,0.694416667557313,"Up",FALSE,"CASP1","P29466","NEUROLOGY","834"
"OID20244",0.646791244220258,4.74214438642298,4.0193367046469,7.02169320196969e-05,0.000255969377184048,0.677901207284883,"Up",TRUE,"CES1","P23141","CARDIOMETABOLIC","1066"
"OID21120",-0.310004833963849,2.62144725848564,-4.01474704809631,7.15326844616562e-05,0.00026010230558704,0.660349229147714,"Down",FALSE,"TREML2","Q5T2D2","NEUROLOGY","79865"
"OID21041",0.384296788566622,3.53920704960835,4.01221183656991,7.2282136999543e-05,0.000262160339523723,0.650525380037395,"Up",FALSE,"LGALS8","O00214","NEUROLOGY","3964"
"OID21266",-0.144283955443463,-0.0122292428198433,-4.00937123057682,7.31087213967513e-05,0.000264486994622677,0.639759288410643,"Down",FALSE,"HPGDS","O60760","ONCOLOGY","27306"
"OID20727",0.445221399747793,3.58135352480418,3.99032182868605,7.8995892136811e-05,0.00028506345925127,0.566678224526227,"Up",FALSE,"GAL","P22466","INFLAMMATION","51083"
"OID20185",-0.348529445145017,2.56983890339426,-3.97931612106865,8.25880404867367e-05,0.000297275339686516,0.524709176934065,"Down",FALSE,"LRP11","Q86VZ4","CARDIOMETABOLIC","84918"
"OID21339",-0.340080176544765,1.27857127937337,-3.97491345371112,8.40718132450169e-05,0.000301855831977711,0.507914599707409,"Down",FALSE,"KAZALD1","Q96I82","ONCOLOGY","81621"
"OID20082",0.332399533417401,1.42156997389034,3.97385289242625,8.44323390968759e-05,0.000302390507692821,0.5038775876357,"Up",FALSE,"ZBTB17","Q13105","CARDIOMETABOLIC","7709"
"OID20917",-0.382781651954601,2.07181618798956,-3.97156592822286,8.52147644006118e-05,0.000303671852928577,0.495175665443802,"Down",FALSE,"DRAXIN","Q8NBI3","NEUROLOGY","374946"
"OID20663",0.306218604455651,3.99023759791123,3.97153063593525,8.52151245796777e-05,0.000303671852928577,0.495148397573339,"Up",FALSE,"GZMA","P12544","INFLAMMATION","3001"
"OID21089",-0.249047250945774,0.759999477806789,-3.96615577516808,8.70903742349672e-05,0.000309582449705891,0.474633275175598,"Down",FALSE,"IL17RA","Q96F46","NEUROLOGY","23765"
"OID20462",-0.312822707019754,1.82056736292428,-3.96431043657763,8.77399967788767e-05,0.000310649474536538,0.467623865117185,"Down",FALSE,"SIT1","Q9Y3P8","INFLAMMATION","27240"
"OID20645",0.368232833123159,5.50248511749347,3.96406576086133,8.78253238017923e-05,0.000310649474536538,0.466704852852672,"Up",FALSE,"ADA","P00813","INFLAMMATION","100"
"OID21388",-0.268411403951238,0.56801227154047,-3.96221657668416,8.84855117345441e-05,0.000312211842638675,0.459649272941348,"Down",FALSE,"NPY","P01303","ONCOLOGY","4852"
"OID20718",0.509771340899535,2.09270496083551,3.960347639697,8.91534579538047e-05,0.000313793821221643,0.452556791263869,"Up",TRUE,"HSPA1A","P0DMV8","INFLAMMATION","3303"
"OID21050",-0.484657288776796,5.60774960835509,-3.94642091055303,9.42834894828508e-05,0.000331034659633891,0.399802960022041,"Down",FALSE,"THY1","P04216","NEUROLOGY","7070"
"OID20852",0.294261155947876,1.36165509138381,3.93880463470275,9.7205770609813e-05,0.000340458446572115,0.371028219640752,"Up",FALSE,"SLC39A14","Q15043","NEUROLOGY","23516"
"OID20391",-0.361585901639343,4.57895300261097,-3.93756884249726,9.76841588199116e-05,0.000341297464434361,0.36639410120898,"Down",FALSE,"FCGR2A","P12318","CARDIOMETABOLIC","2212"
"OID21172",0.384643341740225,1.53279712793734,3.9346121587583,9.88513825722301e-05,0.000344533233404187,0.355206159743118,"Up",FALSE,"PQBP1","O60828","ONCOLOGY","10084"
"OID20756",0.571066380832282,5.59365796344647,3.9195456911073,0.000104984371598993,0.000365018654537618,0.298485295396743,"Up",TRUE,"AGER","Q15109","INFLAMMATION","177"
"OID20297",-0.360137599831861,3.29185378590078,-3.91668341470393,0.000106186258679022,0.00036830136808816,0.287756009801626,"Down",FALSE,"SCARF1","Q14162","CARDIOMETABOLIC","8578"
"OID20609",-0.547976851618324,4.22815874673629,-3.91586571233019,0.000106536214399964,0.000368620460962589,0.284661760516829,"Down",TRUE,"CLEC4D","Q8WXI8","INFLAMMATION","338339"
"OID21265",-0.282654464060528,1.3115365535248,-3.90035103866158,0.000113318345874641,0.000390385662191652,0.22653091694839,"Down",FALSE,"CD28","P10747","ONCOLOGY","940"
"OID20247",0.454455855401427,4.34790861618799,3.9002351660318,0.000113373022959787,0.000390385662191652,0.226080509414918,"Up",FALSE,"PLAT","P00750","CARDIOMETABOLIC","5327"
"OID21275",-0.393616456494323,3.77645718015666,-3.89729363090039,0.000114705251589061,0.000394023568559537,0.215080210563238,"Down",FALSE,"ADAMTS15","Q8TE58","ONCOLOGY","170689"
