"Protein","logFC","AveExpr","t","P.Value","adj.P.Val","B","Regulation","Significant","Assay","UniProt","Panel","ENTREZID"
"OID20417",0.126125485498108,4.79423550913838,2.16603968989061,0.0309204487068872,0.0603624606586638,-4.8869839889816,"Up",FALSE,"TGFBI","Q15582","CARDIOMETABOLIC","7045"
"OID20422",-0.133920760823876,0.0398054830287206,-2.16525319258801,0.0309816755995683,0.0603994739860616,-4.88867031408009,"Down",FALSE,"IL20RA","Q9UHF4","INFLAMMATION","53832"
"OID20866",-0.269903841950397,1.15885326370757,-2.14920078808551,0.0322410085079856,0.0626350515544013,-4.92278934225316,"Down",FALSE,"MUC13","Q9H3R2","NEUROLOGY","56667"
"OID20130",0.177585292139554,1.44596396866841,2.14896411372138,0.0322599005906504,0.0626350515544013,-4.92329053452657,"Up",FALSE,"S100A11","P31949","CARDIOMETABOLIC","6282"
"OID20347",0.156999125683058,0.973158746736292,2.14528342335265,0.0325549325752519,0.063122114857578,-4.93107799503894,"Up",FALSE,"CNDP1","Q96KN2","CARDIOMETABOLIC","84735"
"OID20289",0.240002757461114,1.90887362924282,2.1420089340375,0.0328193520451421,0.0635485827540759,-4.9379950765203,"Up",FALSE,"CPB1","P15086","CARDIOMETABOLIC","1360"
"OID20771",-0.238445851197981,4.83684569190601,-2.14138878150142,0.0328696375829253,0.0635598269364008,-4.93930393439582,"Down",FALSE,"CHRDL1","Q9BU40","INFLAMMATION","91851"
"OID21335",-0.120235401429171,0.464222976501306,-2.13693468900958,0.0332325682463161,0.0641269283434258,-4.94869144257267,"Down",FALSE,"DRG2","P55039","ONCOLOGY","1819"
"OID20457",-0.126430054644807,0.391551436031332,-2.13669060673512,0.033252661933155,0.0641269283434258,-4.94920658314348,"Down",FALSE,"SCGN","O76038","INFLAMMATION","10590"
"OID21080",-0.10724678015973,0.861542036553525,-2.12230264262503,0.0344494108682395,0.0663452939767039,-4.97939885417193,"Down",FALSE,"CD164","Q04900","NEUROLOGY","8763"
"OID20199",0.188548902900377,1.73048067885117,2.11521962899449,0.0350527882941901,0.0674164663154746,-4.99419767355457,"Up",FALSE,"AHCY","P23526","CARDIOMETABOLIC","191"
"OID20831",0.110065241698192,-0.0907360313315927,2.11460325930342,0.0351055511444914,0.0674271943353202,-4.99548132642079,"Up",FALSE,"CLSPN","Q9HAW4","NEUROLOGY","63967"
"OID21403",0.301562959226565,2.75041984334204,2.11279177656664,0.0352614905588943,0.0676357986693422,-4.99925703901148,"Up",FALSE,"TRIAP1","O43715","ONCOLOGY","51499"
"OID21313",0.246055695670449,1.7012861618799,2.11169036042626,0.0353565206304124,0.0677271688751466,-5.0015503919115,"Up",FALSE,"DKKL1","Q9UK85","ONCOLOGY","27120"
"OID21202",0.129038196721311,1.4031088772846,2.10979095767866,0.0355203987793144,0.0679499998067473,-5.00549696012922,"Up",FALSE,"ARHGAP1","Q07960","ONCOLOGY","392"
"OID20510",0.244367688104244,2.10130731070496,2.10412521733533,0.0360151877922443,0.0688044162501566,-5.01727085025536,"Up",FALSE,"NUB1","Q9Y5A7","INFLAMMATION","51667"
"OID21194",-0.201276401849515,0.854642819843342,-2.10277162691615,0.0361341406305818,0.0689395019507362,-5.02007781301193,"Down",FALSE,"RASSF2","P50749","ONCOLOGY","9770"
"OID20798",0.159278327028162,0.414953263707572,2.08249124108446,0.0379570222792904,0.072320779782808,-5.06192220186682,"Up",FALSE,"ATF2","P15336","NEUROLOGY","1386"
"OID21167",-0.120512849936948,0.358541775456919,-2.06247954487672,0.0398320344950242,0.0757922467288809,-5.10282254509813,"Down",FALSE,"NINJ1","Q92982","ONCOLOGY","4814"
"OID20531",-0.143361656158049,0.825391122715405,-2.05959308471337,0.040109016957804,0.0762177995115717,-5.10869124308887,"Down",FALSE,"STX8","Q9UNK0","INFLAMMATION","9482"
"OID21046",0.22293493905002,2.01301253263708,2.05875526897338,0.0401896871650907,0.0762696719241895,-5.11039287535436,"Up",FALSE,"ENO2","P09104","NEUROLOGY","2026"
"OID20094",-0.139489974779319,2.34028328981723,-2.05135903035303,0.0409072817889443,0.0775285221172433,-5.12538046194744,"Down",FALSE,"SLITRK6","Q9H5Y7","CARDIOMETABOLIC","84189"
"OID20432",-0.0968851870533835,-1.42185143603133,-2.0490387748093,0.0411353880658585,0.0778575755577639,-5.13007793275271,"Down",FALSE,"ARNT","P27540","INFLAMMATION","405"
"OID21205",0.249944728877677,1.75047676240209,2.03843238142161,0.0421892414392055,0.0796436281698154,-5.15146186405717,"Up",FALSE,"ZBTB16","Q05516","ONCOLOGY","7704"
"OID21398",-0.196917465321562,2.5698819843342,-2.03841983590536,0.0421905014167601,0.0796436281698154,-5.15148709322721,"Down",FALSE,"XCL1","P47992","ONCOLOGY","6375"
"OID21434",0.292286351408153,5.97665169712794,2.03285772269091,0.0427522755758076,0.0805976277016214,-5.1626575959983,"Up",FALSE,"APEX1","P27695","ONCOLOGY","328"
"OID20758",0.231999920134509,6.49381984334204,2.03175933354692,0.0428639604977148,0.0807017121887148,-5.16485998106972,"Up",FALSE,"ESM1","Q9NQ30","INFLAMMATION","11082"
"OID21019",0.327011807482134,4.1304,2.03005829043647,0.043037412292681,0.0809216607450541,-5.16826845130591,"Up",FALSE,"MMP8","P22894","NEUROLOGY","4317"
"OID21440",-0.191721197982344,5.15634308093995,-2.02347447235244,0.043714244475464,0.0820862751057004,-5.18143342678661,"Down",FALSE,"F3","P13726","ONCOLOGY","2152"
"OID20313",0.234556729718369,1.86255979112272,2.01720653835749,0.0443672235205251,0.0830993763923573,-5.19392987663334,"Up",FALSE,"PDGFA","P04085","CARDIOMETABOLIC","5154"
"OID20897",-0.167498936527952,1.95824516971279,-2.01717862889923,0.0443700659113846,0.0830993763923573,-5.19398478558903,"Down",FALSE,"DPEP1","P16444","NEUROLOGY","1800"
"OID20572",-0.226123455233291,2.06882010443864,-2.01115158381696,0.0450057142557708,0.0841795362192363,-5.20596466968034,"Down",FALSE,"EGLN1","Q9GZT9","INFLAMMATION","54583"
"OID21524",0.171874632198402,3.89118041775457,2.00578562090879,0.0455777154738068,0.0851379809308104,-5.21659803144973,"Up",FALSE,"VEGFC","P49767","ONCOLOGY","7424"
"OID20486",0.130693476250526,0.736564229765013,2.00298935881106,0.0458786951187501,0.0855883228781905,-5.22213168192784,"Up",FALSE,"IL12RB1","P42701","INFLAMMATION","3594"
"OID20648",0.271788306010927,3.58907049608355,2.00200451731725,0.0459850072007018,0.0856748048106948,-5.22407814691177,"Up",FALSE,"HCLS1","P14317","INFLAMMATION","3059"
"OID21021",0.294954548129465,3.09207650130548,1.98341993128688,0.0480302567112627,0.0893687979692636,-5.26063119163757,"Up",FALSE,"PDCD5","O14737","NEUROLOGY","9141"
"OID21068",-0.237711353509877,4.8523908616188,-1.97242125945223,0.0492764307486213,0.0915682958904809,-5.28210658592457,"Down",FALSE,"WISP2","O76076","NEUROLOGY","8839"
"OID20301",0.141059390500209,6.58307676240209,1.96895975151353,0.0496734831582064,0.0921066016895107,-5.28883633827078,"Up",FALSE,"LILRB2","Q8N423","CARDIOMETABOLIC","10288"
"OID20291",-0.121407271963009,4.21051540469974,-1.96877296788936,0.0496950244245016,0.0921066016895107,-5.28919940840916,"Down",FALSE,"PAM","P19021","CARDIOMETABOLIC","5066"
"OID20248",0.118357843631777,2.78198825065274,1.95274334972252,0.0515732020454006,0.0954638675166806,-5.32023202220369,"Up",FALSE,"ICAM2","P13598","CARDIOMETABOLIC","3384"
"OID21394",0.185417288776796,4.52585221932115,1.94905468644182,0.0520143484101557,0.0961558911747898,-5.32734158197436,"Up",FALSE,"SIGLEC6","O43699","ONCOLOGY","946"
"OID20952",0.306415830180746,4.79490234986945,1.94146453697298,0.0529309285082502,0.0977238977238883,-5.34192261631985,"Up",FALSE,"TXLNA","P40222","NEUROLOGY","200081"
"OID20174",0.222332471626733,3.33081096605744,1.93633665798203,0.0535577109791242,0.098626248697382,-5.35174138292555,"Up",FALSE,"QDPR","P09417","CARDIOMETABOLIC","5860"
"OID20385",0.120148617065994,4.28736945169713,1.93109099666515,0.0542045635748275,0.0996889592643868,-5.36175508194806,"Up",FALSE,"IL6R","P08887","CARDIOMETABOLIC","3570"
"OID21376",-0.357613934426226,3.38706605744125,-1.92986031086353,0.0543581971975144,0.0998430125902932,-5.36410577991455,"Down",FALSE,"GPA33","Q99795","ONCOLOGY","10223"
"OID20487",-0.156646120218578,2.87798903394256,-1.92735859699607,0.0546697156598332,0.100286294836844,-5.36886902905525,"Down",FALSE,"IL1RL2","Q9HB29","INFLAMMATION","8808"
"OID21157",-0.168597242538881,4.87408720626632,-1.92665934072325,0.0547572035588546,0.100318004981543,-5.37020015100164,"Down",FALSE,"STC2","O76061","NEUROLOGY","8614"
"OID20702",0.181116355611601,5.41345796344647,1.92308304972892,0.0552064260224432,0.101011501646698,-5.37700031173919,"Up",FALSE,"TNFRSF13B","O14836","INFLAMMATION","23495"
"OID21060",-0.229448915510722,3.9962911227154,-1.91840727736439,0.0557983373840469,0.101963969465221,-5.38587202127022,"Down",FALSE,"CPA2","P48052","NEUROLOGY","1358"
"OID21127",0.0918227322404368,3.86175587467363,1.91300871003821,0.0564873955184562,0.103091300377872,-5.39608380777871,"Up",FALSE,"B4GAT1","O43505","NEUROLOGY","11041"
"OID21260",-0.111943194619588,0.0795725848563969,-1.90988722563798,0.0568902544512639,0.103663940701517,-5.40198175178836,"Down",FALSE,"ENTPD2","Q9Y5L3","ONCOLOGY","954"
"OID20511",-0.324809436738123,2.6709,-1.90945398441874,0.0569462515400218,0.103663940701517,-5.4027990455341,"Down",FALSE,"PSPN","O60542","INFLAMMATION","5623"
"OID21316",0.179619676334594,3.75892506527415,1.90863432582597,0.0570521911935745,0.103724658035137,-5.40434413962934,"Up",FALSE,"CD38","P28907","ONCOLOGY","952"
"OID21097",-0.313829865489699,1.1635819843342,-1.90224372605807,0.0578849668205816,0.105104977873712,-5.41637422521993,"Down",FALSE,"SPINK1","P00995","NEUROLOGY","6690"
"OID20311",0.0801705926860022,5.79250496083551,1.90134094675284,0.0580026403156967,0.105184991130876,-5.41806654421665,"Up",FALSE,"NOTCH1","P46531","CARDIOMETABOLIC","4851"
"OID20764",-0.190799247583017,6.47773368146214,-1.89883718755723,0.0583328382389071,0.105649715897843,-5.42276987774271,"Down",FALSE,"PLAUR","Q03405","INFLAMMATION","5329"
"OID21230",-0.185791109709961,0.915419321148825,-1.89264635545954,0.059154461720318,0.107002184554854,-5.43436557139575,"Down",FALSE,"CHAC2","Q8WUX2","ONCOLOGY","494143"
"OID20395",-0.232383522488439,5.73416057441253,-1.88315846183433,0.0604321946162499,0.109175228959066,-5.45206389407413,"Down",FALSE,"CCL18","P55774","CARDIOMETABOLIC","6362"
"OID20494",0.205157898276588,0.694627676240209,1.87764653631866,0.0611849737880975,0.110395615584838,-5.46230551468228,"Up",FALSE,"JCHAIN","P01591","INFLAMMATION","3512"
"OID20564",-0.162530058848255,2.46901749347259,-1.87602313472831,0.0614080248095346,0.110658344833323,-5.46531566658482,"Down",FALSE,"FCAR","P24071","INFLAMMATION","2204"
"OID20614",0.0820401513240855,5.11862454308094,1.86561942278368,0.062853859535744,0.113121114957907,-5.48454717512973,"Up",FALSE,"PCDH1","Q08174","INFLAMMATION","5097"
"OID21317",-0.173051374527112,1.73265300261097,-1.86325337721987,0.063187517511597,0.113578569212669,-5.48891023084221,"Down",FALSE,"CNPY4","Q8N129","ONCOLOGY","245812"
"OID20973",0.264831382934004,4.12070731070496,1.85617356099372,0.0641923225982907,0.115149876449908,-5.50192299231798,"Up",FALSE,"CCS","O14618","NEUROLOGY","9973"
"OID21252",-0.138081013030684,3.49093864229765,-1.85595562984437,0.0642228492166389,0.115149876449908,-5.50232021346541,"Down",FALSE,"EGFL7","Q9UHF1","ONCOLOGY","51162"
"OID20427",-0.159052551492223,0.677649608355091,-1.85478926025778,0.0643903297244864,0.115305490195854,-5.50446166192984,"Down",FALSE,"IL1B","P01584","INFLAMMATION","3553"
"OID20712",-0.0982594829760403,4.62551697127937,-1.85292400676417,0.0646571472370113,0.115638377223641,-5.50787616265003,"Down",FALSE,"DNER","Q8NFT8","INFLAMMATION","92737"
"OID20242",-0.161977255149221,3.75710130548303,-1.84947864560127,0.0651543468600647,0.116381952078791,-5.51418231120444,"Down",FALSE,"EPHB4","P54760","CARDIOMETABOLIC","2050"
"OID21431",0.232273501471207,4.59057232375979,1.84887682942711,0.0652417353746644,0.116392559114102,-5.51528352956778,"Up",FALSE,"CAPG","P40121","ONCOLOGY","822"
"OID21430",0.295821567885664,5.70811566579634,1.84303670502027,0.0660918580134757,0.117762175936729,-5.52593972938883,"Up",FALSE,"CXCL8","P10145","ONCOLOGY","3576"
"OID20249",0.0982217906683479,4.10451070496084,1.84208742115318,0.0662301152555028,0.117861562515708,-5.52766559400564,"Up",FALSE,"ADAMTS13","Q76LX8","CARDIOMETABOLIC","11093"
"OID21014",0.26653811685582,2.32207415143603,1.83505770790958,0.0672681195983463,0.119559879236364,-5.54044508967032,"Up",FALSE,"STC1","P52823","NEUROLOGY","6781"
"OID21435",0.171483715846993,2.69939347258486,1.83448522673581,0.067353175464954,0.119562345017912,-5.5414834502504,"Up",FALSE,"CPVL","Q9H3G5","ONCOLOGY","54504"
"OID21319",0.303823055905841,3.2406953002611,1.81081592026135,0.0709483524335716,0.125788083905178,-5.58413586479716,"Up",FALSE,"CDKN1A","P38936","ONCOLOGY","1026"
"OID21340",0.122614720470785,1.25465639686684,1.81018304349929,0.0710464069507478,0.125805843287012,-5.58526814653393,"Up",FALSE,"CES3","Q6UWW8","ONCOLOGY","23491"
"OID21350",0.283431210592684,3.63109738903394,1.80826006175103,0.0713458453645838,0.126179719091572,-5.58870898768958,"Up",FALSE,"LYN","P07948","ONCOLOGY","4067"
"OID21134",0.14481358974359,1.49722793733681,1.80495077099694,0.0718632341557085,0.126937653409774,-5.59462077106289,"Up",FALSE,"MFGE8","Q08431","NEUROLOGY","4240"
"OID20789",-0.0854958133669615,3.98526971279373,-1.80171125498804,0.0723718972054433,0.127678322353801,-5.60039492299402,"Down",FALSE,"NME3","Q13232","INFLAMMATION","4832"
"OID21073",0.271446889449347,4.56695117493473,1.79726815897866,0.0730762696243678,0.128762008992875,-5.60830409357235,"Up",FALSE,"MIF","P14174","NEUROLOGY","4282"
"OID21523",-0.138552837326608,2.12153342036554,-1.79546057943473,0.0733637972498555,0.129109441219265,-5.61151419147525,"Down",FALSE,"KLK10","O43240","ONCOLOGY","5655"
"OID20387",-0.137938242959226,1.91665874673629,-1.7850546070933,0.0750390734131457,0.131895247118555,-5.6299385354229,"Down",FALSE,"FCGR3B","O75015","CARDIOMETABOLIC","2215"
"OID21234",0.130897259352669,0.843034203655353,1.78363220640868,0.0752706938909532,0.132139829938786,-5.63244943107272,"Up",FALSE,"AIF1","P55008","ONCOLOGY","199"
"OID20264",0.168709062631357,4.3673454308094,1.77409285011015,0.076837588892449,0.134672067769269,-5.64923291900792,"Up",FALSE,"DKK3","Q9UBP4","CARDIOMETABOLIC","27122"
"OID20475",0.288154224464057,2.77604699738903,1.77356466230362,0.076925277695375,0.134672067769269,-5.6501600845115,"Up",FALSE,"SPRY2","O43597","INFLAMMATION","10253"
"OID21254",0.0993377511559474,0.744251958224543,1.76251248564359,0.078775387488763,0.137616172031103,-5.66948808703137,"Up",FALSE,"SLAMF6","Q96DU3","ONCOLOGY","114836"
"OID20165",-0.182024291719209,2.70084464751958,-1.75366428889756,0.0802834231761279,0.140079379387896,-5.68487831794431,"Down",FALSE,"CLEC5A","Q9NY25","CARDIOMETABOLIC","23601"
"OID20088",0.0796174148802014,-0.0842240208877285,1.75230056867094,0.08051734082212,0.140316195164402,-5.68724197262294,"Up",FALSE,"PON2","Q15165","CARDIOMETABOLIC","5445"
"OID21302",0.0887304623791504,0.812358746736292,1.74995659063434,0.0809214634605878,0.140848686096443,-5.69130245959074,"Up",FALSE,"RP2","O75695","ONCOLOGY","6102"
"OID21356",-0.2602727826818,4.74741906005222,-1.74840778623412,0.0811901351516007,0.141144407702722,-5.69398446231221,"Down",FALSE,"PFKFB2","O60825","ONCOLOGY","5208"
"OID21415",-0.222400151324085,3.15430052219321,-1.74426710666147,0.0819102356280934,0.142223240233956,-5.70113865829789,"Down",FALSE,"RSPO3","Q9BXY4","ONCOLOGY","84870"
"OID20232",0.222447007145859,4.27613550913838,1.73912631575859,0.0828114917654818,0.143613618607856,-5.70999759743094,"Up",FALSE,"KYAT1","Q16773","CARDIOMETABOLIC","883"
"OID20529",0.173378991172764,3.45525404699739,1.73684815168689,0.0832134591115673,0.144135797661127,-5.71391524488058,"Up",FALSE,"FCRL6","Q6DN72","INFLAMMATION","343413"
"OID21363",0.307599604875996,3.22018093994778,1.73317543854692,0.0838648255338949,0.144912739646839,-5.72022038630326,"Up",FALSE,"DNAJB1","P25685","ONCOLOGY","3337"
"OID20595",0.11568405212274,4.49442950391645,1.728767683472,0.0846511970018475,0.146094879849807,-5.72776810956323,"Up",FALSE,"CD200R1","Q8TD46","INFLAMMATION","131450"
"OID20468",-0.0952838167297182,0.17962637075718,-1.72819788945535,0.0847540654635215,0.146095970503465,-5.72874428011668,"Down",FALSE,"PRKCQ","Q04759","INFLAMMATION","5588"
"OID21387",-0.356893261874738,4.79588355091384,-1.7175455717191,0.0866833166820367,0.149241517516422,-5.74690605101509,"Down",FALSE,"CALCOCO1","Q9P1Z2","ONCOLOGY","57658"
"OID20260",0.133044581757041,4.28347754569191,1.71597195722515,0.0869706427693874,0.149556015063122,-5.74957813314119,"Up",FALSE,"CD97","P48960","CARDIOMETABOLIC","976"
"OID21299",0.195073829340058,1.50594856396867,1.70994363872504,0.0880816467022579,0.151284462905681,-5.75979917104308,"Up",FALSE,"DDAH1","O94760","ONCOLOGY","23576"
"OID20983",-0.389636317780578,4.52076135770235,-1.70896978110884,0.0882620941058286,0.151412403934249,-5.76144679458949,"Down",FALSE,"CALCA","P01258","NEUROLOGY","796"
"OID20107",0.248588575031526,6.16529295039164,1.70702877021429,0.0886226390762467,0.151848622589876,-5.76472794149794,"Up",FALSE,"GLO1","Q04760","CARDIOMETABOLIC","2739"
"OID21225",-0.177749924337958,1.58714595300261,-1.70072857900998,0.0898011246551763,0.153683601355984,-5.77535267941271,"Down",FALSE,"PRKRA","O75569","ONCOLOGY","8575"
"OID20828",0.139920533837746,1.82883394255875,1.6948574026853,0.0909107124691508,0.155274098524256,-5.78521904879507,"Up",FALSE,"FGR","P09769","NEUROLOGY","2268"
"OID21404",0.191176729718369,2.37921436031332,1.69466220938247,0.0909478099823669,0.155274098524256,-5.78554652694702,"Up",FALSE,"PRDX6","P30041","ONCOLOGY","9588"
"OID21162",0.184576981925178,1.20851253263708,1.6939543971002,0.0910823696780555,0.155318265238594,-5.78673358775344,"Up",FALSE,"ANKRD54","Q6NXT1","ONCOLOGY","129138"
"OID20806",0.136427889869692,0.558073107049608,1.68845103087105,0.0921340855457999,0.156924443676935,-5.79594652973637,"Up",FALSE,"AMFR","Q9UKV5","NEUROLOGY","267"
"OID20398",-0.197945098781001,4.25117389033943,-1.68702133964961,0.0924089019461965,0.157205143906089,-5.79833507928949,"Down",FALSE,"IGFBP3","P17936","CARDIOMETABOLIC","3486"
"OID20108",0.181785460277427,3.46514464751958,1.68507662605322,0.092783776777344,0.157655192645451,-5.80158086382233,"Up",FALSE,"PAG1","Q9NWQ8","CARDIOMETABOLIC","55824"
"OID20181",0.086359676334594,3.42575796344647,1.67854118062107,0.094051745927209,0.159619887090239,-5.81246015848614,"Up",FALSE,"CANT1","Q8WVQ1","CARDIOMETABOLIC","124583"
"OID20825",-0.138343139974779,0.107865796344648,-1.67255547278818,0.095226869433208,0.161422534306114,-5.82239069888377,"Down",FALSE,"GLT8D2","Q9H1C3","NEUROLOGY","83468"
"OID20785",-0.130346023539303,5.61700861618799,-1.67130838247403,0.0954723539850854,0.161646912138255,-5.82445380553004,"Down",FALSE,"WFIKKN2","Q8TEU8","INFLAMMATION","124857"
"OID21219",-0.150547936107608,1.37033759791123,-1.66411341768161,0.0969030618281153,0.163875118760209,-5.83633484744511,"Down",FALSE,"STX6","O43752","ONCOLOGY","10228"
"OID20197",-0.204867738545606,2.53901749347258,-1.66134215220279,0.0974584398558258,0.164619516021247,-5.84089711788531,"Down",FALSE,"PILRB","Q9UKJ0","CARDIOMETABOLIC","29990"
"OID20777",-0.158329306431272,4.74593838120104,-1.64088251083156,0.101637976481046,0.171476586058341,-5.87434718521582,"Down",FALSE,"PON3","Q15166","INFLAMMATION","5446"
"OID20156",0.22065059688945,1.94886135770235,1.64024667726002,0.101770265314204,0.171497298507073,-5.87538038636905,"Up",FALSE,"MNDA","P41218","CARDIOMETABOLIC","4332"
"OID21071",-0.0438780748213531,0.427898955613577,-1.63570854257052,0.102716643977362,0.172888202878268,-5.88274056082777,"Down",FALSE,"ITGAM","P11215","NEUROLOGY","3684"
"OID20893",0.157441467002941,1.00825587467363,1.624185398052,0.10515428197319,0.176782904634927,-5.90134325117858,"Up",FALSE,"CASP10","Q92851","NEUROLOGY","843"
"OID21164",-0.0790181294661619,0.211998694516971,-1.62077863324342,0.105882933825497,0.177798722017197,-5.90681715770919,"Down",FALSE,"VTCN1","Q7Z7D3","ONCOLOGY","79679"
"OID20133",-0.13203580075662,1.76646553524804,-1.61399789246876,0.107346794145282,0.180045268584047,-5.91768062242288,"Down",FALSE,"PDGFRA","P16234","CARDIOMETABOLIC","5156"
"OID21413",-0.124472269861285,4.07274255874674,-1.60772001394401,0.108715240365974,0.182126703965975,-5.92769696628899,"Down",FALSE,"AMBP","P02760","ONCOLOGY","259"
"OID20656",-0.190996746532156,7.54698537859008,-1.59657189942601,0.111181259247538,0.186039835438796,-5.94539101485074,"Down",FALSE,"HGF","P14210","INFLAMMATION","3082"
"OID21160",0.209770142917191,3.19101984334204,1.59362401503985,0.111840524408198,0.186924104537211,-5.95004931640805,"Up",FALSE,"PARK7","Q99497","NEUROLOGY","11315"
"OID21077",0.180025153425808,1.53087232375979,1.58883715976122,0.112917648140163,0.18850387756109,-5.95759549507288,"Up",FALSE,"STIP1","P31948","NEUROLOGY","10963"
"OID20620",0.201127053383774,5.08100234986945,1.58080657270668,0.11474308273806,0.191327730726591,-5.97020489236895,"Up",FALSE,"DFFA","O00273","INFLAMMATION","1676"
"OID20296",0.153981647751156,2.37809425587467,1.57000180108617,0.11723580402137,0.195256368236058,-5.98707072060798,"Up",FALSE,"GUSB","P08236","CARDIOMETABOLIC","2990"
"OID21143",-0.24678686002522,3.53368798955614,-1.56796578852421,0.117710267441645,0.19581836108744,-5.99023607082981,"Down",FALSE,"DBI","P07108","NEUROLOGY","1622"
"OID20724",-0.214684825556956,6.80252663185379,-1.56065210415099,0.119427102416359,0.198443406224392,-6.00157306925011,"Down",FALSE,"CD40","P25942","INFLAMMATION","958"
"OID20744",0.236478049600671,4.48356161879896,1.55951391888905,0.119696045496153,0.198577024113433,-6.0033326730703,"Up",FALSE,"DNPH1","O43598","INFLAMMATION","10591"
"OID20053",0.162367553593946,1.24555822454308,1.55913603763521,0.11978544071783,0.198577024113433,-6.00391658705714,"Up",FALSE,"VIM","P08670","CARDIOMETABOLIC","7431"
"OID20766",-0.185670344682639,5.69904882506527,-1.55716085748296,0.120253562967444,0.199122064287923,-6.0069664236421,"Down",FALSE,"PRELP","P51888","INFLAMMATION","5549"
"OID21513",-0.174735052543085,3.49345195822454,-1.55609744766227,0.120506188350421,0.199309424945315,-6.00860683279451,"Down",FALSE,"MSRA","Q9UJ68","ONCOLOGY","4482"
"OID20171",0.164096578394283,2.72595691906005,1.55525379256205,0.12070690495625,0.199410597898821,-6.00990746254139,"Up",FALSE,"MCFD2","Q8NI22","CARDIOMETABOLIC","90411"
"OID20072",0.057243665405632,1.04858825065274,1.55208902186833,0.121461345511216,0.200425245653034,-6.01477959712291,"Up",FALSE,"SUSD1","Q6UWL2","CARDIOMETABOLIC","64420"
"OID20318",0.104209991593107,7.11946527415144,1.55043894005965,0.121856611480568,0.200845556869355,-6.01731634877792,"Up",FALSE,"GAS6","Q14393","CARDIOMETABOLIC","2621"
"OID21022",0.269902227826817,3.10326083550914,1.54074552467967,0.124199865511133,0.204471898404849,-6.03216529696005,"Up",FALSE,"NSFL1C","Q9UNZ2","NEUROLOGY","55968"
"OID20632",-0.147347280369901,5.1944864229765,-1.53874321505021,0.124687935789107,0.20503919475562,-6.03522085040984,"Down",FALSE,"KLRD1","Q13241","INFLAMMATION","3824"
"OID21417",-0.232009789827657,3.32698511749347,-1.53810969413069,0.124842874255688,0.205058008403882,-6.03618693623155,"Down",FALSE,"CA9","Q16790","ONCOLOGY","768"
"OID20622",-0.167344775115593,4.66855639686684,-1.53517313873126,0.12556231020952,0.206002917668661,-6.04065939909696,"Down",FALSE,"CXCL17","Q6UXB2","INFLAMMATION","284340"
"OID20698",0.267288322824713,2.13813054830287,1.53395753910196,0.125861071285436,0.206256273929918,-6.04250832343854,"Up",FALSE,"EGF","P01133","INFLAMMATION","1950"
"OID20895",-0.211001298865069,2.98182793733681,-1.52538901097611,0.12798277747004,0.20949300000537,-6.05549999319775,"Down",FALSE,"AKT1S1","Q96B36","NEUROLOGY","84335"
"OID20093",-0.0661154350567461,0.239533942558747,-1.5164855087456,0.130216175521991,0.212904936866047,-6.06892298338702,"Down",FALSE,"DNAJB8","Q8NHS0","CARDIOMETABOLIC","165721"
"OID21333",-0.109697347625051,2.31914438642298,-1.51220551996082,0.13130096388129,0.214433231298701,-6.07534814410646,"Down",FALSE,"LRRC25","Q8N386","ONCOLOGY","126364"
"OID21175",0.16865862126944,1.56473603133159,1.51055234233734,0.131722479816269,0.214809981446991,-6.0778254314689,"Up",FALSE,"HGS","O14964","ONCOLOGY","9146"
"OID21124",0.0987011223203019,3.08433472584856,1.51011834850147,0.131832297920931,0.214809981446991,-6.07847480449493,"Up",FALSE,"PLAU","P00749","NEUROLOGY","5328"
"OID20055",0.0912491340899533,0.13582088772846,1.50662059715866,0.132727623184918,0.216022521106205,-6.08370557393386,"Up",FALSE,"CRHR1","P34998","CARDIOMETABOLIC","1394"
"OID20349",0.0965539554434635,3.60816971279373,1.50556063996483,0.132998777387411,0.216217580075779,-6.0852877976353,"Up",FALSE,"F9","P00740","CARDIOMETABOLIC","2158"
"OID21485",0.406072429592257,4.86447232375979,1.50376808958005,0.133460585975271,0.216721792453025,-6.08796217730589,"Up",FALSE,"FOLR3","P41439","ONCOLOGY","2352"
"OID20674",-0.193928276586801,5.73503420365535,-1.50230133482624,0.133838696376462,0.217089100024931,-6.09014781231572,"Down",FALSE,"CCL25","O15444","INFLAMMATION","6370"
"OID21487",0.0946714501891548,2.06227571801567,1.4889189669489,0.137326286351586,0.222457055382095,-6.10999144820455,"Up",FALSE,"PODXL2","Q9NZ53","ONCOLOGY","50512"
"OID20618",-0.056399760403531,-0.979617493472585,-1.48841442784447,0.137459468091246,0.222457055382095,-6.11073628528949,"Down",FALSE,"FKBP1B","P68106","INFLAMMATION","2281"
"OID20526",0.195684968474147,1.4735634464752,1.48031224794349,0.139607426048571,0.225448456846168,-6.1226613898724,"Up",FALSE,"TRIM5","Q9C035","INFLAMMATION","85363"
"OID20908",0.246491517444303,2.23735117493473,1.48025222363181,0.139623431986605,0.225448456846168,-6.12274949462673,"Up",FALSE,"PTPN1","P18031","NEUROLOGY","5770"
"OID20324",-0.171735586380832,6.02213159268929,-1.46989195101299,0.142407377896288,0.229684134327084,-6.13790356793445,"Down",FALSE,"LILRB5","O75023","CARDIOMETABOLIC","10990"
"OID20433",-0.0816069062631361,0.0731832898172324,-1.46488915900681,0.143766861000862,0.231615382604546,-6.14518350566657,"Down",FALSE,"TNFAIP8","O95379","INFLAMMATION","25816"
