"ID","Description","NES","p.adjust","EntrezID","UniProt","Protein","t"
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"1297","P20849","OID20550",-7.1945725988196
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"8751","Q13444","OID20109",-7.06830909308609
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"6092","Q9HCK4","OID21007",-6.97622877331884
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"1003","P33151","OID20243",-6.95999694935435
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"4879","P16860","OID20049",-6.91149481655409
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"2191","Q12884","OID20330",-6.67803683875475
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"9622","Q9Y5K2","OID21391",-6.36688975594688
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"11126","O95971","OID20647",-6.25532913077991
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"7252","P01222","OID20129",-6.1985372111826
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"1272","Q12860","OID20307",-6.12369443398093
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"1001","P22223","OID21008",-6.10987101569559
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"2202","Q12805","OID20414",-6.06028533376678
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"350","P02749","OID21072",-6.02403833560993
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"2064","P04626","OID21520",-5.86849340251866
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"285","O15123","OID21463",-5.63325841568532
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"4322","P45452","OID20807",-5.52672195208912
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"56963","Q96B86","OID21065",-5.51382550933122
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"5159","P09619","OID20268",-5.49149870497418
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"4915","Q16620","OID20136",-5.40548089987011
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"94","P37023","OID20999",-5.37010232052286
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"3897","P32004","OID21484",-5.27690758239557
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"4681","P41271","OID21486",-5.26703621422589
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"2022","P17813","OID20287",-5.16300733039203
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"577","O60242","OID20974",-5.13222005662944
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"57125","Q8IUK5","OID21258",-5.06715187552943
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"51738","Q9UBU3","OID20175",-5.02436044788424
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"1282","P02462","OID20208",-4.98379016084157
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"9982","Q14512","OID21507",-4.93667426953613
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"2041","P21709","OID20677",-4.9271278476225
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"1829","Q14126","OID21113",-4.89344350051089
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"161198","Q86T13","OID21090",-4.86768472061645
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"999","P12830","OID20353",-4.83870788885727
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"80781","P39060","OID20332",-4.8383142897742
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"4090","Q99717","OID21353",-4.82630997222269
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"214","Q13740","OID20273",-4.79428882232677
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"7048","P37173","OID21493",-4.75556822418844
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"3934","P80188","OID20392",-4.73713127311129
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"8742","O43508","OID20624",-4.71149046881674
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"3694","P18564","OID20493",-4.68484848519217
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"2277","O43915","OID20662",-4.63095742637358
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"3490","Q16270","OID20236",-4.60472155556648
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"59","P62736","OID20079",-4.58780577909265
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"1015","Q12864","OID20134",-4.5781026129001
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"3815","P10721","OID20370",-4.57472325313938
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"64094","Q9H3U7","OID20730",-4.51723671813497
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"1277","P02452","OID20335",-4.49682140316631
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"25805","Q13145","OID21267",-4.47776284464619
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"6091","Q9Y6N7","OID20734",-4.4175996724262
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"4880","P23582","OID20568",-4.37001974945235
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"84957","Q969Z4","OID21142",-4.34430524018694
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"947","P28906","OID21025",-4.31968766261698
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"53942","O94779","OID21006",-4.28764482386469
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"7058","P35442","OID21104",-4.2873481361052
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"10653","O43291","OID20720",-4.25153684429497
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"3678","P08648","OID21139",-4.24486826823183
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"682","P35613","OID20626",-4.24376731072008
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"51330","Q9NP84","OID21482",-4.23048852995828
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"3689","P05107","OID20315",-4.14304051009773
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"374946","Q8NBI3","OID20917",-3.97156592822286
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"7070","P04216","OID21050",-3.94642091055303
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"170689","Q8TE58","OID21275",-3.89729363090039
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"2263","P21802","OID21478",-3.88113271722818
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"4884","Q15818","OID21074",-3.86372689418962
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"1013","P55291","OID21005",-3.8395198325998
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"126393","O14558","OID21408",-3.82969186555791
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"6422","Q8N474","OID20984",-3.82955340118134
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"5797","P28827","OID20598",-3.8020800339255
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"1969","P29317","OID21342",-3.7754203052328
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"2658","Q9UK05","OID20202",-3.77449029585196
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"2149","P25116","OID20691",-3.7344595767938
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"780","Q08345","OID21009",-3.69909337803067
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"133","P35318","OID21467",-3.69230303777457
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"26047","Q9UHC6","OID20556",-3.66571412704432
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"1041","Q15517","OID20667",-3.63869884804306
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"2069","O14944","OID20905",-3.61796892045157
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"7857","P13521","OID21400",-3.61470431164747
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"6900","Q02246","OID21426",-3.57224256361149
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"2348","P15328","OID21529",-3.57107711097675
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"793","P05937","OID21306",-3.56941462679376
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"2051","O15197","OID20982",-3.5538557762115
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"27329","Q9Y5C1","OID20407",-3.48246218760067
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"2817","P35052","OID21438",-3.4650702102704
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"1942","P20827","OID21125",-3.40853319557729
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"5617","P01236","OID21033",-3.40543671458326
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"7483","O14904","OID20460",-3.40379690406885
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"140862","B1AKI9","OID20538",-3.31765953231565
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"4854","Q9UM47","OID20253",-3.26235344299799
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"1945","P52798","OID20935",-3.24217299775487
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"3693","P18084","OID21522",-3.22816765327682
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"3373","Q12794","OID20357",-3.21319813430487
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"51129","Q9BY76","OID20703",-3.11600484467924
"GO:0009653","anatomical structure morphogenesis",-1.84802278744999,4.65331327853869e-06,"356","P48023","OID20665",-3.08313844996858
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"50937","Q4KMG0","OID20754",-12.216602328919
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"55118","Q9NQ79","OID20279",-11.0450249759854
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"91653","Q9BWV1","OID20116",-10.8593968856439
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"1311","P49747","OID20405",-10.5504681525752
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"7148","P22105","OID21107",-9.55961565114896
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"64084","Q9H4D0","OID20664",-9.40173943151263
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"22918","Q9NPY3","OID20397",-8.8629087059826
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"8076","Q13361","OID20239",-8.75438977070456
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"23768","O43155","OID20946",-8.69786012907057
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"1178","Q05315","OID20126",-8.63302936165
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"652","P12644","OID20994",-8.52335376779355
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"6369","O00175","OID20772",-8.2607624901256
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"4162","P43121","OID20343",-8.25769875245774
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"10457","Q14956","OID20173",-8.2127605660059
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"7049","Q03167","OID20255",-8.19065443371906
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"23413","P62166","OID21458",-8.15903328589692
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"152330","Q8IWV2","OID21117",-8.0808427316484
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"7087","Q9UMF0","OID20145",-8.06709644984207
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"11202","O60259","OID21517",-7.78625020020305
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"5802","Q13332","OID20306",-7.72487790462016
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"7060","P35443","OID20368",-7.64953913682972
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"3685","P06756","OID21416",-7.59881747905576
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"3688","P05556","OID20376",-7.58571385299735
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"4856","P48745","OID20299",-7.51617467769149
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"2676","O60609","OID20933",-7.50999125463663
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"8829","O14786","OID20390",-7.3640005146002
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"3339","P98160","OID20383",-7.27498579969711
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"8751","Q13444","OID20109",-7.06830909308609
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"27242","O75509","OID21052",-6.98740739075159
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"6092","Q9HCK4","OID21007",-6.97622877331884
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"1003","P33151","OID20243",-6.95999694935435
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"58494","P57087","OID21064",-6.95281237235602
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"4879","P16860","OID20049",-6.91149481655409
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"2191","Q12884","OID20330",-6.67803683875475
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"283659","Q2VWP7","OID21443",-6.60810795338098
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"79827","Q9H6B4","OID21419",-6.5338110480709
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"53616","Q9P0K1","OID21001",-6.52822879066226
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"558","P30530","OID20363",-6.34128502701485
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"8745","O75077","OID20651",-6.33177213123595
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"11126","O95971","OID20647",-6.25532913077991
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"266727","Q8NFP4","OID20951",-6.21553243912832
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"4969","P20774","OID21123",-6.18877382062777
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"4916","Q16288","OID21057",-6.1562016767798
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"1272","Q12860","OID20307",-6.12369443398093
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"2202","Q12805","OID20414",-6.06028533376678
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"10218","O43827","OID21412",-6.05019987648683
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"350","P02749","OID21072",-6.02403833560993
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"4340","Q16653","OID21384",-6.00725028367607
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"3556","Q9NPH3","OID21126",-5.97112288341666
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"2064","P04626","OID21520",-5.86849340251866
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"2675","O00451","OID21330",-5.73586991237783
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"285","O15123","OID21463",-5.63325841568532
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"8074","Q9GZV9","OID21411",-5.62560851847717
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"4322","P45452","OID20807",-5.52672195208912
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"56963","Q96B86","OID21065",-5.51382550933122
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"5159","P09619","OID20268",-5.49149870497418
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"4915","Q16620","OID20136",-5.40548089987011
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"94","P37023","OID20999",-5.37010232052286
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"7301","Q06418","OID20161",-5.36907092015606
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"10752","O00533","OID20366",-5.28481246825281
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"3897","P32004","OID21484",-5.27690758239557
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"4681","P41271","OID21486",-5.26703621422589
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"2022","P17813","OID20287",-5.16300733039203
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"577","O60242","OID20974",-5.13222005662944
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"57125","Q8IUK5","OID21258",-5.06715187552943
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"51738","Q9UBU3","OID20175",-5.02436044788424
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"3482","P11717","OID21146",-4.98876592780659
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"1282","P02462","OID20208",-4.98379016084157
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"9982","Q14512","OID21507",-4.93667426953613
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"2041","P21709","OID20677",-4.9271278476225
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"1829","Q14126","OID21113",-4.89344350051089
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"161198","Q86T13","OID21090",-4.86768472061645
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"2250","P12034","OID20490",-4.8542162564003
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"999","P12830","OID20353",-4.83870788885727
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"80781","P39060","OID20332",-4.8383142897742
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"347902","Q86SJ2","OID21370",-4.82790107978317
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"4090","Q99717","OID21353",-4.82630997222269
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"214","Q13740","OID20273",-4.79428882232677
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"7048","P37173","OID21493",-4.75556822418844
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"8742","O43508","OID20624",-4.71149046881674
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"25884","Q6WN34","OID20223",-4.6944236163694
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"6441","P35247","OID20214",-4.69259693565883
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"2688","P01241","OID20220",-4.68852923586237
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"5653","Q92876","OID21526",-4.6503365493497
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"2277","O43915","OID20662",-4.63095742637358
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"3490","Q16270","OID20236",-4.60472155556648
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"59","P62736","OID20079",-4.58780577909265
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"1015","Q12864","OID20134",-4.5781026129001
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"3815","P10721","OID20370",-4.57472325313938
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"3459","P15260","OID20678",-4.52066626499859
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"64094","Q9H3U7","OID20730",-4.51723671813497
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"1277","P02452","OID20335",-4.49682140316631
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"6091","Q9Y6N7","OID20734",-4.4175996724262
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"3910","Q16363","OID20769",-4.40494973643515
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"4880","P23582","OID20568",-4.37001974945235
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"441549","Q49AH0","OID21318",-4.34072080133271
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"947","P28906","OID21025",-4.31968766261698
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"53942","O94779","OID21006",-4.28764482386469
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"7058","P35442","OID21104",-4.2873481361052
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"3601","Q13261","OID20498",-4.27172380296278
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"3678","P08648","OID21139",-4.24486826823183
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"682","P35613","OID20626",-4.24376731072008
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"26470","Q6UXD5","OID21289",-4.24293291780296
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"51330","Q9NP84","OID21482",-4.23048852995828
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"10406","Q14508","OID21505",-4.18871283555539
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"1081","P01215","OID21069",-4.18651688852221
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"3689","P05107","OID20315",-4.14304051009773
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"8840","O95388","OID21444",-4.12455517582469
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"374946","Q8NBI3","OID20917",-3.97156592822286
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"4852","P01303","OID21388",-3.96221657668416
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"7070","P04216","OID21050",-3.94642091055303
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"8578","Q14162","OID20297",-3.91668341470393
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"8764","Q92956","OID20783",-3.89245965518582
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"8792","Q9Y6Q6","OID20646",-3.88795688080976
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"2263","P21802","OID21478",-3.88113271722818
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"4055","P36941","OID20768",-3.86672786952175
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"4884","Q15818","OID21074",-3.86372689418962
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"4254","P21583","OID20196",-3.84285636064276
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"126393","O14558","OID21408",-3.82969186555791
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"6422","Q8N474","OID20984",-3.82955340118134
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"5797","P28827","OID20598",-3.8020800339255
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"1969","P29317","OID21342",-3.7754203052328
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"2658","Q9UK05","OID20202",-3.77449029585196
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"4072","P16422","OID20743",-3.7070190616462
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"780","Q08345","OID21009",-3.69909337803067
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"133","P35318","OID21467",-3.69230303777457
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"26047","Q9UHC6","OID20556",-3.66571412704432
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"2069","O14944","OID20905",-3.61796892045157
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"7857","P13521","OID21400",-3.61470431164747
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"23544","Q9BYH1","OID21488",-3.60151563539925
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"6900","Q02246","OID21426",-3.57224256361149
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"2348","P15328","OID21529",-3.57107711097675
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"793","P05937","OID21306",-3.56941462679376
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"2051","O15197","OID20982",-3.5538557762115
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"27329","Q9Y5C1","OID20407",-3.48246218760067
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"2817","P35052","OID21438",-3.4650702102704
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"1942","P20827","OID21125",-3.40853319557729
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"5617","P01236","OID21033",-3.40543671458326
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"7483","O14904","OID20460",-3.40379690406885
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"140862","B1AKI9","OID20538",-3.31765953231565
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"4854","Q9UM47","OID20253",-3.26235344299799
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"1945","P52798","OID20935",-3.24217299775487
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"3373","Q12794","OID20357",-3.21319813430487
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"654","P22004","OID20111",-3.1985810895569
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"93185","Q969P0","OID20167",-3.15026669882417
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"51129","Q9BY76","OID20703",-3.11600484467924
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"356","P48023","OID20665",-3.08313844996858
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"3572","P40189","OID20147",-3.03697414663037
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"11005","Q9NQ38","OID21148",-2.98114497291081
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"2056","P01588","OID20522",-2.97145777086488
