"ID","Description","NES","p.adjust","EntrezID","UniProt","Protein","t"
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"51206","Q9HCN6","OID21091",-2.9416762218453
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"5175","P16284","OID21131",-2.92154651445503
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"7132","P19438","OID21155",-2.87560572311813
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"26254","Q9UBM4","OID21362",-2.86684784709363
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"162466","Q8TCT1","OID20922",-2.83936584036546
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"4747","P07196","OID20871",-2.82208231542232
"GO:0048731","system development",-1.72508515985087,1.05538118585151e-05,"56955","Q9NQ76","OID20753",-2.79887505925267
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"65220","O95544","OID20178",14.1292015697534
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"1890","P19971","OID20234",12.1032527972381
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"6241","P31350","OID21187",9.8862632397509
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"957","O75356","OID20104",9.58099759560054
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"2350","P14207","OID21062",9.00177104234037
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"3458","P01579","OID20495",8.06056826450646
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"6480","P15907","OID20302",7.84877103896662
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"2203","P09467","OID20227",7.14073376601889
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"6482","Q11201","OID21322",6.9336203995468
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"634","P13688","OID21528",5.91618772455958
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"255738","Q8NBP7","OID20235",5.78433553413356
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"10924","Q92484","OID20676",5.68323688523939
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"79077","Q9H773","OID20148",5.4787498037154
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"5805","Q03393","OID20847",5.34145931745638
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"6652","Q00796","OID21453",5.33989437962113
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"6470","P34896","OID20714",5.18275569062277
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"2720","P16278","OID20949",5.04026253387245
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"10135","P43490","OID21227",5.02511441207671
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"642","Q13867","OID20336",4.94858541477943
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"4907","P21589","OID21498",4.86352520974635
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"50484","Q7LG56","OID21174",4.81348215519544
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"8942","Q16719","OID20669",4.6802559696959
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"51540","Q96I15","OID21425",4.4090298691078
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"23659","Q8NCC3","OID21473",4.24550729480589
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"51181","Q7Z4W1","OID21480",4.11521085893052
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"117","P41586","OID21188",4.05003597925345
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"3612","P29218","OID20907",4.04520423338198
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"216","P00352","OID21128",4.03223317602903
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"834","P29466","OID20854",4.02362870669535
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"1066","P23141","OID20244",4.0193367046469
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"100","P00813","OID20645",3.96406576086133
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"3303","P0DMV8","OID20718",3.960347639697
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"23516","Q15043","OID20852",3.93880463470275
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"3930","Q14739","OID21034",3.74791600684154
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"142","P09874","OID20500",3.74157321650091
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"2517","P04066","OID20261",3.68104275733915
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"127","P08319","OID20117",3.6563116109904
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"60490","Q96CD2","OID21027",3.65051300199223
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"2023","P06733","OID21037",3.57440741903417
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"3952","P41159","OID20187",3.57219301174491
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"80146","Q8NBZ7","OID21189",3.44505803604144
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"2678","P19440","OID21075",3.39278808324074
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"4025","P22079","OID20963",3.33018492137094
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"1357","P15085","OID20280",3.31607065807598
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"7124","P01375","OID20848",3.13476110169608
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"30","P09110","OID21269",3.03118242194383
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"4048","P09960","OID21452",2.80967620327353
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"2938","P08263","OID20166",2.80354773136752
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"148811","Q6GTS8","OID20149",2.77399212010553
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"64080","Q9H477","OID20986",2.77349193520989
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"189","P21549","OID20139",2.693170185324
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"10020","Q9Y223","OID21231",2.6732261252624
"GO:0044281","small molecule metabolic process",1.99799108872484,2.94643482285522e-05,"2053","P34913","OID20119",2.65008773268757
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"65220","O95544","OID20178",14.1292015697534
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"1890","P19971","OID20234",12.1032527972381
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"6241","P31350","OID21187",9.8862632397509
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"957","O75356","OID20104",9.58099759560054
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"3458","P01579","OID20495",8.06056826450646
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"6609","P17405","OID21028",7.99610189060309
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"2203","P09467","OID20227",7.14073376601889
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"10924","Q92484","OID20676",5.68323688523939
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"79077","Q9H773","OID20148",5.4787498037154
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"5320","P14555","OID20274",5.35868935182619
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"6652","Q00796","OID21453",5.33989437962113
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"6470","P34896","OID20714",5.18275569062277
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"10135","P43490","OID21227",5.02511441207671
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"4907","P21589","OID21498",4.86352520974635
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"50484","Q7LG56","OID21174",4.81348215519544
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"8942","Q16719","OID20669",4.6802559696959
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"23659","Q8NCC3","OID21473",4.24550729480589
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"51181","Q7Z4W1","OID21480",4.11521085893052
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"117","P41586","OID21188",4.05003597925345
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"3612","P29218","OID20907",4.04520423338198
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"100","P00813","OID20645",3.96406576086133
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"3303","P0DMV8","OID20718",3.960347639697
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"142","P09874","OID20500",3.74157321650091
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"60490","Q96CD2","OID21027",3.65051300199223
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"2023","P06733","OID21037",3.57440741903417
"GO:0019637","organophosphate metabolic process",2.15334696497631,9.93373125755147e-05,"80146","Q8NBZ7","OID21189",3.44505803604144
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"65220","O95544","OID20178",14.1292015697534
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"50937","Q4KMG0","OID20754",-12.216602328919
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"1890","P19971","OID20234",12.1032527972381
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"4919","Q01973","OID20224",-11.701736973759
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"1311","P49747","OID20405",-10.5504681525752
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"6241","P31350","OID21187",9.8862632397509
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"957","O75356","OID20104",9.58099759560054
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"22918","Q9NPY3","OID20397",-8.8629087059826
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"8076","Q13361","OID20239",-8.75438977070456
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"23768","O43155","OID20946",-8.69786012907057
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"652","P12644","OID20994",-8.52335376779355
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"652","P12644","OID20994",-8.52335376779355
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"84466","Q96KG7","OID20746",-8.37101850505051
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"6369","O00175","OID20772",-8.2607624901256
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"4162","P43121","OID20343",-8.25769875245774
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"10457","Q14956","OID20173",-8.2127605660059
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"7049","Q03167","OID20255",-8.19065443371906
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"7049","Q03167","OID20255",-8.19065443371906
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"152330","Q8IWV2","OID21117",-8.0808427316484
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"3458","P01579","OID20495",8.06056826450646
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"6609","P17405","OID21028",7.99610189060309
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"6480","P15907","OID20302",7.84877103896662
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"7060","P35443","OID20368",-7.64953913682972
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"3685","P06756","OID21416",-7.59881747905576
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"3688","P05556","OID20376",-7.58571385299735
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"3688","P05556","OID20376",-7.58571385299735
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"4856","P48745","OID20299",-7.51617467769149
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"4856","P48745","OID20299",-7.51617467769149
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"8829","O14786","OID20390",-7.3640005146002
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"8829","O14786","OID20390",-7.3640005146002
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"114990","Q6EMK4","OID20345",-7.29840484161876
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"3339","P98160","OID20383",-7.27498579969711
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"3339","P98160","OID20383",-7.27498579969711
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"1297","P20849","OID20550",-7.1945725988196
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"2203","P09467","OID20227",7.14073376601889
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"8751","Q13444","OID20109",-7.06830909308609
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"8751","Q13444","OID20109",-7.06830909308609
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"6092","Q9HCK4","OID21007",-6.97622877331884
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"6092","Q9HCK4","OID21007",-6.97622877331884
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"1003","P33151","OID20243",-6.95999694935435
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"6482","Q11201","OID21322",6.9336203995468
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"4879","P16860","OID20049",-6.91149481655409
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"4879","P16860","OID20049",-6.91149481655409
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"2191","Q12884","OID20330",-6.67803683875475
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"1293","P12111","OID20292",-6.55478753542385
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"22801","Q9UKX5","OID20581",-6.49608786168923
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"9622","Q9Y5K2","OID21391",-6.36688975594688
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"11126","O95971","OID20647",-6.25532913077991
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"266727","Q8NFP4","OID20951",-6.21553243912832
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"4969","P20774","OID21123",-6.18877382062777
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"4916","Q16288","OID21057",-6.1562016767798
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"1272","Q12860","OID20307",-6.12369443398093
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"1001","P22223","OID21008",-6.10987101569559
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"2202","Q12805","OID20414",-6.06028533376678
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"10218","O43827","OID21412",-6.05019987648683
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"10218","O43827","OID21412",-6.05019987648683
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"350","P02749","OID21072",-6.02403833560993
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"2064","P04626","OID21520",-5.86849340251866
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"285","O15123","OID21463",-5.63325841568532
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"285","O15123","OID21463",-5.63325841568532
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"8074","Q9GZV9","OID21411",-5.62560851847717
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"4322","P45452","OID20807",-5.52672195208912
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"5159","P09619","OID20268",-5.49149870497418
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"5159","P09619","OID20268",-5.49149870497418
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"79077","Q9H773","OID20148",5.4787498037154
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"2590","Q10471","OID21423",5.45044439091567
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"4915","Q16620","OID20136",-5.40548089987011
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"94","P37023","OID20999",-5.37010232052286
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"94","P37023","OID20999",-5.37010232052286
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"7301","Q06418","OID20161",-5.36907092015606
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"6652","Q00796","OID21453",5.33989437962113
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"6470","P34896","OID20714",5.18275569062277
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"2022","P17813","OID20287",-5.16300733039203
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"2022","P17813","OID20287",-5.16300733039203
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"577","O60242","OID20974",-5.13222005662944
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"57125","Q8IUK5","OID21258",-5.06715187552943
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"2720","P16278","OID20949",5.04026253387245
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"51738","Q9UBU3","OID20175",-5.02436044788424
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"51738","Q9UBU3","OID20175",-5.02436044788424
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"3482","P11717","OID21146",-4.98876592780659
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"1282","P02462","OID20208",-4.98379016084157
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"1282","P02462","OID20208",-4.98379016084157
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"3491","O00622","OID21368",-4.96101855035174
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"5806","P26022","OID20570",4.93809528138953
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"9982","Q14512","OID21507",-4.93667426953613
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"2041","P21709","OID20677",-4.9271278476225
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"1829","Q14126","OID21113",-4.89344350051089
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"1829","Q14126","OID21113",-4.89344350051089
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"161198","Q86T13","OID21090",-4.86768472061645
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"4907","P21589","OID21498",4.86352520974635
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"999","P12830","OID20353",-4.83870788885727
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"80781","P39060","OID20332",-4.8383142897742
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"80781","P39060","OID20332",-4.8383142897742
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"347902","Q86SJ2","OID21370",-4.82790107978317
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"4090","Q99717","OID21353",-4.82630997222269
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"50484","Q7LG56","OID21174",4.81348215519544
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"7048","P37173","OID21493",-4.75556822418844
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"7048","P37173","OID21493",-4.75556822418844
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"411","P15848","OID21331",4.71463911138309
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"8742","O43508","OID20624",-4.71149046881674
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"25884","Q6WN34","OID20223",-4.6944236163694
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"6441","P35247","OID20214",-4.69259693565883
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"2688","P01241","OID20220",-4.68852923586237
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"3694","P18564","OID20493",-4.68484848519217
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"2277","O43915","OID20662",-4.63095742637358
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"3490","Q16270","OID20236",-4.60472155556648
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"9394","O60243","OID21441",4.59426591329549
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"59","P62736","OID20079",-4.58780577909265
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"59","P62736","OID20079",-4.58780577909265
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"1015","Q12864","OID20134",-4.5781026129001
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"3815","P10721","OID20370",-4.57472325313938
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"3815","P10721","OID20370",-4.57472325313938
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"64094","Q9H3U7","OID20730",-4.51723671813497
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"1277","P02452","OID20335",-4.49682140316631
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"1277","P02452","OID20335",-4.49682140316631
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"25805","Q13145","OID21267",-4.47776284464619
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"4023","P06858","OID20188",-4.45850251722634
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"6091","Q9Y6N7","OID20734",-4.4175996724262
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"6091","Q9Y6N7","OID20734",-4.4175996724262
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"4880","P23582","OID20568",-4.37001974945235
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"4880","P23582","OID20568",-4.37001974945235
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"84957","Q969Z4","OID21142",-4.34430524018694
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"947","P28906","OID21025",-4.31968766261698
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"947","P28906","OID21025",-4.31968766261698
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"53942","O94779","OID21006",-4.28764482386469
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"7058","P35442","OID21104",-4.2873481361052
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"3678","P08648","OID21139",-4.24486826823183
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"682","P35613","OID20626",-4.24376731072008
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"682","P35613","OID20626",-4.24376731072008
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"26470","Q6UXD5","OID21289",-4.24293291780296
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"51330","Q9NP84","OID21482",-4.23048852995828
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"10406","Q14508","OID21505",-4.18871283555539
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"10406","Q14508","OID21505",-4.18871283555539
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"1081","P01215","OID21069",-4.18651688852221
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"3689","P05107","OID20315",-4.14304051009773
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"8840","O95388","OID21444",-4.12455517582469
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"51181","Q7Z4W1","OID21480",4.11521085893052
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"117","P41586","OID21188",4.05003597925345
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"216","P00352","OID21128",4.03223317602903
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"374946","Q8NBI3","OID20917",-3.97156592822286
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"100","P00813","OID20645",3.96406576086133
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"4852","P01303","OID21388",-3.96221657668416
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"3303","P0DMV8","OID20718",3.960347639697
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"7070","P04216","OID21050",-3.94642091055303
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"7070","P04216","OID21050",-3.94642091055303
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"8792","Q9Y6Q6","OID20646",-3.88795688080976
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"2263","P21802","OID21478",-3.88113271722818
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"2263","P21802","OID21478",-3.88113271722818
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"4055","P36941","OID20768",-3.86672786952175
"GO:1901135","carbohydrate derivative metabolic process",1.98465085312181,0.0003745096765092,"9953","Q9Y662","OID21303",3.85377674949338
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"4254","P21583","OID20196",-3.84285636064276
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"126393","O14558","OID21408",-3.82969186555791
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"6422","Q8N474","OID20984",-3.82955340118134
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"6422","Q8N474","OID20984",-3.82955340118134
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"2323","P49771","OID20661",-3.80367020116137
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"5797","P28827","OID20598",-3.8020800339255
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"5797","P28827","OID20598",-3.8020800339255
"GO:0001944","vasculature development",-1.82490292505898,0.0003745096765092,"1969","P29317","OID21342",-3.7754203052328
"GO:0048513","animal organ development",-1.78097834084111,0.0003745096765092,"1969","P29317","OID21342",-3.7754203052328
