"OlinkID","logFC","AveExpr","t","P.Value","adj.P.Val","B","Assay","UniProt","MissingFreq","LOD","Panel","Panel_Version"
"OID20415",-0.709331252627151,5.45128041775457,-4.15010019426875,4.09527116935225e-05,0.000156057133360116,1.18641820511035,"REG1A","P05451",0.03,0.7001,"CARDIOMETABOLIC",1
"OID21158",-0.743722168978558,3.74301775456919,-4.14670130061187,4.15385834692866e-05,0.000157868712174496,1.17296254337748,"IGFBP4","P22692",0.04,0.3195,"NEUROLOGY",1
"OID21444",-0.46217848675914,3.48966971279373,-4.12686919611329,4.51194893338485e-05,0.000171023210233606,1.0946514759155,"WISP1","O95388",0.04,0.0569,"ONCOLOGY",1
"OID21480",0.454335098780999,1.78425091383812,4.11285723262487,4.78246714121325e-05,0.000180797501185019,1.03952944155567,"DCXR","Q7Z4W1",0.14,0.8249,"ONCOLOGY",1
"OID20569",-0.236393211433375,1.89097389033943,-4.11031850305,4.8325974902877e-05,0.00018221060194251,1.02964320753451,"CCL28","Q9NRJ3",0.16,1.3946,"INFLAMMATION",1
"OID20713",-0.40642881883144,3.41342976501305,-4.08917439215663,5.27511840957204e-05,0.000198372215981012,0.946753101536689,"BTN2A1","Q7KYR7",0.03,-0.3979,"INFLAMMATION",1
"OID20226",-0.44479136191677,4.32691201044386,-4.08401874569495,5.38858715872864e-05,0.00020210737663578,0.926621163540531,"CCDC80","Q76M96",0.04,1.6126,"CARDIOMETABOLIC",1
"OID20217",0.517016935687263,5.8419044386423,4.05342190771578,6.11124050625384e-05,0.000228611588571642,0.807624815552627,"HMOX1","P09601",0.04,1.267,"CARDIOMETABOLIC",1
"OID20954",-0.208937612442202,2.45720339425587,-4.05110672438186,6.16879158296608e-05,0.000230161962716933,0.798746090057161,"MASP1","P48740",0.03,0.5738,"NEUROLOGY",1
"OID20907",0.251184968474149,1.34226057441253,4.04115872546823,6.42548316939153e-05,0.000239114985652617,0.760222983212236,"IMPA1","P29218",0.49,1.261,"NEUROLOGY",1
"OID20700",0.672025561160149,2.49980626631854,4.03745360581519,6.52407354094969e-05,0.000242153275065379,0.745847427955332,"IL1RN","P18510",0.08,0.6705,"INFLAMMATION",1
"OID21450",-0.581253686422862,4.46753968668407,-4.03206306176452,6.66932195015808e-05,0.000246414841537913,0.725043299483445,"SPINK6","Q6UWN8",0.04,1.089,"ONCOLOGY",1
"OID21128",0.567874115174443,3.38756710182768,4.03191420936889,6.67337604444873e-05,0.000246414841537913,0.724469184484423,"ALDH1A1","P00352",0.03,1.0635,"NEUROLOGY",1
"OID21188",0.156179243379571,0.801210966057441,4.02942086326835,6.74085574264095e-05,0.000247885400417391,0.714945366019737,"ADCYAP1R1","P41586",0.22,0.6108,"ONCOLOGY",1
"OID20938",-0.470825456073977,2.47416579634465,-4.02881503172446,6.75831792731217e-05,0.000247885400417391,0.712520259185261,"RSPO1","Q2MKA7",0.04,0.8541,"NEUROLOGY",1
"OID20342",0.592060605296341,6.32285352480418,4.02856403970835,6.76524185883713e-05,0.000247885400417391,0.711552925156021,"SERPINE1","P05121",0.03,0.7875,"CARDIOMETABOLIC",1
"OID20854",0.386957486338798,1.79148485639687,4.02206997443709,6.94674928807513e-05,0.000253322595176199,0.686543765405841,"CASP1","P29466",0.93,3.4678,"NEUROLOGY",1
"OID21120",-0.310004833963849,2.62144725848564,-4.02198738038912,6.94908728544928e-05,0.000253322595176199,0.686225927900872,"TREML2","Q5T2D2",0.04,0.3627,"NEUROLOGY",1
"OID20244",0.646791244220258,4.74214438642298,4.0186684446443,7.04365754507328e-05,0.000256116708191087,0.673458998330402,"CES1","P23141",0.03,0.4975,"CARDIOMETABOLIC",1
"OID21041",0.384296788566623,3.53920704960835,4.01705081684894,7.09019230584545e-05,0.000257154436676476,0.667239989981694,"LGALS8","O00214",0.03,0.2085,"NEUROLOGY",1
"OID20727",0.445221399747791,3.58135352480418,3.99274758161379,7.82544944085084e-05,0.000283102968379135,0.574082728557477,"GAL","P22466",0.03,0.0446,"INFLAMMATION",1
"OID20663",0.306218604455653,3.99023759791123,3.98359315332269,8.12072519221778e-05,0.000292677236515662,0.539127513868467,"GZMA","P12544",0.03,0.2457,"INFLAMMATION",1
"OID20185",-0.348529445145017,2.56983890339426,-3.98327846423028,8.13106108444491e-05,0.000292677236515662,0.537927219512849,"LRP11","Q86VZ4",0.03,0.3375,"CARDIOMETABOLIC",1
"OID20917",-0.382781651954602,2.07181618798956,-3.97179934055515,8.51673804612264e-05,0.000305083555346688,0.494202944170465,"DRAXIN","Q8NBI3",0.05,0.6807,"NEUROLOGY",1
"OID20645",0.368232833123161,5.50248511749347,3.97175013035718,8.51842817238129e-05,0.000305083555346688,0.494015751337614,"ADA","P00813",0.04,0.891,"INFLAMMATION",1
"OID21339",-0.340080176544765,1.27857127937337,-3.97032248924005,8.56759930045503e-05,0.000305342787833639,0.488586014232296,"KAZALD1","Q96I82",0.06,0.1927,"ONCOLOGY",1
"OID20082",0.332399533417403,1.42156997389034,3.97029926158226,8.56840153403004e-05,0.000305342787833639,0.488497687509242,"ZBTB17","Q13105",0.06,0.502,"CARDIOMETABOLIC",1
"OID20462",-0.312822707019755,1.82056736292428,-3.96450582939532,8.77073502449897e-05,0.000311775630597239,0.46648213584778,"SIT1","Q9Y3P8",0.05,0.6111,"INFLAMMATION",1
"OID21266",-0.144283955443463,-0.0122292428198433,-3.96204974179081,8.85691379778159e-05,0.00031405781183697,0.457241580331197,"HPGDS","O60760",0.9,0.414,"ONCOLOGY",1
"OID20718",0.509771340899538,2.09270496083551,3.95860745863972,8.98138386733383e-05,0.000317683107584655,0.444098227667896,"HSPA1A","P0DMV8",0.03,0.2501,"INFLAMMATION",1
"OID21089",-0.249047250945775,0.759999477806789,-3.95493049848563,9.11450911180845e-05,0.000321595889401834,0.430211558827478,"IL17RA","Q96F46",0.29,0.5019,"NEUROLOGY",1
"OID21388",-0.268411403951239,0.56801227154047,-3.95052357076161,9.27750128697269e-05,0.000326540624115369,0.413502567729034,"NPY","P01303",0.03,-0.603,"ONCOLOGY",1
"OID21050",-0.484657288776795,5.60774960835509,-3.94889335316093,9.33879646249475e-05,0.000327890421250737,0.407300797530211,"THY1","P04216",0.03,0.9027,"NEUROLOGY",1
"OID20391",-0.361585901639343,4.57895300261097,-3.94466230071648,9.49864981118216e-05,0.000332685553435767,0.391299445229283,"FCGR2A","P12318",0.04,0.2419,"CARDIOMETABOLIC",1
"OID20852",0.294261155947878,1.36165509138381,3.93492613532992,9.87632071038625e-05,0.000345067537778532,0.354544642464744,"SLC39A14","Q15043",0.97,3.0596,"NEUROLOGY",1
"OID21172",0.384643341740222,1.53279712793734,3.93147649530283,0.000100136248160107,0.000349011460050716,0.341533692380382,"PQBP1","O60828",0.41,1.2608,"ONCOLOGY",1
"OID20297",-0.36013759983186,3.29185378590078,-3.92170129128259,0.000104123585457665,0.000362025799559617,0.304739399127356,"SCARF1","Q14162",0.03,-0.3152,"CARDIOMETABOLIC",1
"OID20756",0.571066380832283,5.59365796344647,3.9200155150741,0.000104826249733595,0.000363584249682785,0.298402607363663,"AGER","Q15109",0.03,0.6146,"INFLAMMATION",1
"OID20609",-0.547976851618325,4.22815874673629,-3.91621472233098,0.000106427011833321,0.000368242614793743,0.284124743696011,"CLEC4D","Q8WXI8",0.08,2.665,"INFLAMMATION",1
"OID20247",0.454455855401429,4.34790861618799,3.90274413008656,0.000112288826297162,0.000387586311059527,0.233624753163886,"PLAT","P00750",0.04,0.0618,"CARDIOMETABOLIC",1
"OID21275",-0.393616456494325,3.77645718015666,-3.90145690006925,0.000112864701283783,0.000388635320806086,0.228807457193875,"ADAMTS15","Q8TE58",0.04,0.3631,"ONCOLOGY",1
"OID21478",-0.187559092055484,2.10169216710183,-3.89788791686232,0.000114464355733648,0.000393196068133134,0.215536970601077,"FGFR2","P21802",0.04,0.5096,"ONCOLOGY",1
"OID21265",-0.282654464060529,1.3115365535248,-3.89605387701831,0.000115310860721271,0.000394699513422612,0.208614410399775,"CD28","P10747",0.29,1.0189,"ONCOLOGY",1
"OID20783",-0.473020718789405,6.61672402088773,-3.89574397125737,0.000115454441295068,0.000394699513422612,0.207445251438772,"TNFRSF14","Q92956",0.03,0.6504,"INFLAMMATION",1
"OID20646",-0.588133627574608,5.4808634464752,-3.88803411085065,0.000119038713556469,0.00040598167463531,0.178661813338556,"TNFRSF11A","Q9Y6Q6",0.03,0.821,"INFLAMMATION",1
"OID20768",-0.402271223203024,7.46230731070496,-3.87362807434978,0.00012602005547994,0.00042828895600453,0.12502056328908,"LTBR","P36941",0.03,1.6758,"INFLAMMATION",1
"OID21365",-0.637977604035306,1.33191148825065,-3.8733091628605,0.000126178901664036,0.00042828895600453,0.123835170364925,"RBP2","P50120",0.28,0.5077,"ONCOLOGY",1
"OID21303",0.279306738125263,2.4836180156658,3.8616899871566,0.000132095341690809,0.000447308633355845,0.0807189458382833,"HS3ST3B1","Q9Y662",0.04,0.5118,"ONCOLOGY",1
"OID21074",-0.329952353930221,1.50939164490862,-3.86086010817868,0.000132529787439579,0.000447718832745055,0.0776325954789616,"NPTX1","Q15818",0.04,-0.0975,"NEUROLOGY",1
"OID20375",-0.396265367801595,3.05014516971279,-3.84854309952653,0.000139110036169608,0.000468840192656532,0.03205549048878,"TIMD4","Q96H15",0.04,0.0303,"CARDIOMETABOLIC",1
"OID20196",-0.379201525851197,2.59024412532637,-3.84498610644871,0.000141067082367938,0.000474317319303019,0.0189184883582234,"KITLG","P21583",0.04,0.3721,"CARDIOMETABOLIC",1
"OID20110",-0.526673665405632,1.45643368146214,-3.83416387983195,0.000147182763759654,0.000493718707541187,-0.0209819678030305,"USP8","P40818",0.15,0.4046,"CARDIOMETABOLIC",1
"OID21005",-0.407016494325344,0.638313054830287,-3.83269964199645,0.000148029205142715,0.000495395161941312,-0.026372467927696,"CDH15","P55291",0.15,-0.1565,"NEUROLOGY",1
"OID20984",-0.622401294661619,3.87969765013055,-3.82855837302505,0.000150448153631975,0.000502235849230912,-0.0416079688087425,"SFRP1","Q8N474",0.04,1.327,"NEUROLOGY",1
"OID21408",-0.68109824716267,3.55773028720627,-3.82800161898511,0.000150776192666243,0.000502235849230912,-0.0436550731176135,"HSPB6","O14558",0.04,0.8376,"ONCOLOGY",1
"OID20481",-0.308913556116013,1.45637911227154,-3.81567907308111,0.000158212024268537,0.000525779029487767,-0.088892695755403,"IL17D","Q8TAD2",0.14,0.7454,"INFLAMMATION",1
"OID20623",0.406132669188734,5.84371644908616,3.81088226353331,0.000161199197554285,0.000534463232726388,-0.106465845832216,"NUDC","Q9Y266",0.03,1.1562,"INFLAMMATION",1
"OID20661",-0.362270533837746,4.11874882506527,-3.80926101281249,0.000162220808291218,0.000536605405204053,-0.112400678588813,"FLT3LG","P49771",0.03,-0.4318,"INFLAMMATION",1
"OID20636",-0.529455039932742,2.03373028720627,-3.80805708986256,0.000162983398950367,0.000537882857044051,-0.116806305697256,"CLEC7A","Q9BXN2",0.04,0.1552,"INFLAMMATION",1
"OID20598",-0.191451618327027,1.6902180156658,-3.80673465741084,0.000163809630492988,0.000539363967683132,-0.121573236632324,"PTPRM","P28827",0.04,0.7162,"INFLAMMATION",1
"OID20202",-0.265987343421605,2.93921958224543,-3.78549465987974,0.000177912327925654,0.000584452222082207,-0.19911354897997,"GDF2","Q9UK05",0.04,1.1128,"CARDIOMETABOLIC",1
"OID20256",0.324734043715847,5.63508355091384,3.78133354770109,0.000180808239575264,0.000592603152185899,-0.214265757557332,"VWF","P04275",0.03,-0.0334,"CARDIOMETABOLIC",1
"OID21342",-0.446482253047497,3.62560522193211,-3.77705166939862,0.000183829938243066,0.000601128104689569,-0.229822375224779,"EPHA2","P29317",0.04,1.5543,"ONCOLOGY",1
"OID20896",0.924399983186213,2.13839738903394,3.75683021455541,0.000198755329286453,0.000648450606279317,-0.303068430588312,"AGR2","O95994",0.69,2.4679,"NEUROLOGY",1
"OID21406",-0.416393892391759,3.74531592689295,-3.74899892095228,0.000204836926616055,0.000666769859075952,-0.331336809701476,"LGALS7_LGALS7B","P47929",0.08,2.686,"ONCOLOGY",1
"OID21034",0.463215220680958,2.2174135770235,3.7468792888994,0.000206512911877102,0.000670697616073588,-0.338978556633672,"LBR","Q14739",0.04,0.1264,"NEUROLOGY",1
"OID20500",0.440132828919714,1.62125639686684,3.73855485815887,0.000213220938918934,0.000690913201168154,-0.368951131623238,"PARP1","P09874",0.09,0.2792,"INFLAMMATION",1
"OID20691",-0.430806628835643,3.39826919060052,-3.73608043306722,0.000215254160700396,0.00069592351954947,-0.377848490997888,"F2R","P25116",0.04,0.9893,"INFLAMMATION",1
"OID20987",0.588339323245061,2.73369138381201,3.73324673130495,0.000217605044513634,0.000701935911083483,-0.388030985425195,"TCL1A","P56279",0.05,0.2319,"NEUROLOGY",1
"OID21257",0.529962269861284,1.78731723237598,3.73022711398829,0.000220136790007548,0.000708503317389157,-0.39887363549005,"CRH","P06850",0.33,1.1024,"ONCOLOGY",1
"OID20694",0.342547011349308,5.41166240208877,3.72784931602702,0.00022214992390616,0.000713375823060455,-0.407405940641278,"IL18","Q14116",0.04,0.5833,"INFLAMMATION",1
"OID20629",-0.321154203446824,5.80250313315927,-3.71467187952728,0.000233624618456116,0.000748541658685626,-0.454599106947507,"KLRB1","Q12918",0.03,0.671,"INFLAMMATION",1
"OID21009",-0.267068974358972,2.75143002610966,-3.70822444467961,0.00023943674462673,0.000765418125971161,-0.477622178239386,"DDR1","Q08345",0.03,0.8549,"NEUROLOGY",1
"OID20743",-0.480972576712902,3.62947493472585,-3.70765198526849,0.000239963135363947,0.000765418125971161,-0.479676416230929,"EPCAM","P16422",0.03,-0.3859,"INFLAMMATION",1
"OID20630",0.467370197562002,3.88597493472585,3.69559197283882,0.000251232263006398,0.000799578850414573,-0.522655567925995,"SERPINB8","P50452",0.05,2.1206,"INFLAMMATION",1
"OID21467",-0.55019566624632,6.81321488250653,-3.69308482669503,0.000253636720433588,0.000805437496665772,-0.531574102229663,"ADM","P35318",0.03,1.5191,"ONCOLOGY",1
"OID20566",-0.334116128625472,1.37683994778068,-3.68566795136099,0.000260877281569627,0.000826593426525493,-0.557924750198564,"NCR1","O76036",0.07,0.5199,"INFLAMMATION",1
"OID20261",0.395671214796132,4.20156501305483,3.68444118423063,0.000262093477404799,0.000828609688520924,-0.562278449211743,"FUCA1","P04066",0.04,0.8666,"CARDIOMETABOLIC",1
"OID20556",-0.337713547709121,0.839516187989556,-3.65931124343667,0.000288212476556674,0.000909173573950301,-0.651165418418588,"CNTNAP2","Q9UHC6",0.36,0.5414,"INFLAMMATION",1
"OID20193",0.280308797814207,2.60050574412533,3.65545001050511,0.000292436333059485,0.000920465902955957,-0.664772706191818,"CDHR5","Q9HBB8",0.03,0.4689,"CARDIOMETABOLIC",1
"OID20117",0.628575119798232,2.54853550913838,3.65419837435039,0.000293817961853894,0.000922292461165384,-0.669180695464169,"ADH4","P08319",0.09,0.5253,"CARDIOMETABOLIC",1
"OID21027",0.410051122320302,5.11382663185379,3.65375625760163,0.000294307461365581,0.000922292461165384,-0.670737397703643,"PPCDC","Q96CD2",0.03,0.7145,"NEUROLOGY",1
"OID20752",0.447946448087431,3.7245864229765,3.64927896491278,0.000299307989057889,0.000935910539089111,-0.686492141650408,"CTRC","Q99895",0.04,0.7972,"INFLAMMATION",1
"OID20667",-0.392042005044134,3.11592637075718,-3.64068682456801,0.000309128772241421,0.000964508767539282,-0.716675785767482,"CDSN","Q15517",0.77,3.7105,"INFLAMMATION",1
"OID20995",-0.507283522488438,5.3427454308094,-3.62441930486979,0.000328557469660189,0.00102289460597911,-0.773640698531196,"CST5","P28325",0.04,1.9184,"NEUROLOGY",1
"OID20142",0.313485241698192,2.62345639686684,3.62331829480583,0.000329913045979556,0.00102488204935823,-0.77748756565386,"DPP7","Q9UHL4",0.14,1.8899,"CARDIOMETABOLIC",1
"OID21400",-0.360912652374945,5.04993785900783,-3.6198058053112,0.000334272866093941,0.00103617337450812,-0.789752712617288,"SCG2","P13521",0.03,0.3196,"ONCOLOGY",1
"OID20865",0.450432833123159,1.37364464751958,3.61921634666936,0.00033500980426207,0.00103620997898376,-0.791809935576913,"ATXN10","Q9UBB4",0.78,2.6038,"NEUROLOGY",1
"OID21488",-0.28313627574611,1.47953107049608,-3.59884993104545,0.000361429321447777,0.00111551295971679,-0.862696954022116,"SEZ6L","Q9BYH1",0.06,0.586,"ONCOLOGY",1
"OID20767",-0.30425567885666,5.31121018276762,-3.59696673296268,0.000363968578260613,0.00112092909123797,-0.869232706078158,"MATN2","O00339",0.03,0.7565,"INFLAMMATION",1
"OID20905",-0.21405256830601,-0.496092950391645,-3.5958006582776,0.000365526809390976,0.00112330711961227,-0.873233022511538,"EREG","O14944",0.54,-0.3657,"NEUROLOGY",1
"OID21426",-0.296339188734761,3.22629007832898,-3.57889921440619,0.000389196027574732,0.00119105881040475,-0.931774598718695,"CNTN2","Q02246",0.04,0.7271,"ONCOLOGY",1
"OID20513",-0.304249403110548,1.22536005221932,-3.57886844766223,0.000389240353015409,0.00119105881040475,-0.931880848665827,"BCL2L11","O43521-2",0.07,0.3682,"INFLAMMATION",1
"OID21037",0.400594934846573,5.32940522193211,3.57773453567636,0.000390877279866255,0.00119351203617282,-0.935796107175704,"ENO1","P06733",0.03,1.654,"NEUROLOGY",1
"OID21529",-0.354904518705336,5.02803394255875,-3.57618745230295,0.000393121083119019,0.00119780389717927,-0.941136124142966,"FOLR1","P15328",0.03,1.1917,"ONCOLOGY",1
"OID20076",-0.415748507776375,1.15526449086162,-3.57322244012571,0.000397455177771177,0.00120843287028726,-0.951364322405138,"FABP6","P51161",0.44,0.8256,"CARDIOMETABOLIC",1
"OID21306",-0.460229453551911,4.31941540469974,-3.57054426445455,0.000401408476116986,0.0012178613850768,-0.960596219603546,"CALB1","P05937",0.04,0.4875,"ONCOLOGY",1
"OID20187",0.664976641445981,2.67991853785901,3.56994099447993,0.00040230404736196,0.00121799255017,-0.962674848511226,"LEP","P41159",0.13,0.7591,"CARDIOMETABOLIC",1
"OID21530",-0.311850853299704,1.74277206266319,-3.56607496649704,0.000408087907199001,0.00123289137291199,-0.975987846646772,"LYPD3","O95274",0.04,0.2949,"ONCOLOGY",1
"OID20639",0.319263299705759,3.36437310704961,3.56186810715819,0.000414470219103658,0.00124953152552559,-0.990459193120215,"FCRL2","Q96LA5",0.04,0.5709,"INFLAMMATION",1
"OID20982",-0.316549705758721,3.65288015665796,-3.55977154107067,0.000417685792611955,0.00125657473187891,-0.99766528810926,"EPHB6","O15197",0.03,1.3199,"NEUROLOGY",1
"OID20886",-0.470293694829758,0.545230287206266,-3.53626592381807,0.000455374532264545,0.00136708026597907,-1.07818439660171,"ANXA10","Q9UJ72",0.75,1.2041,"NEUROLOGY",1
"OID21369",-0.528172038671709,3.68068276762402,-3.53522268147966,0.000457118937384997,0.00136944017090809,-1.08174647331265,"RBP5","P82980",0.04,1.4476,"ONCOLOGY",1
"OID21500",-0.276147112232029,1.91125326370757,-3.5225727749428,0.000478775020965981,0.00143131695598407,-1.12486032193362,"CTSF","Q9UBX1",0.04,0.0783,"ONCOLOGY",1
"OID20535",0.30164283312316,1.29090652741514,3.51174153578895,0.000498077315431778,0.00148591332724846,-1.16166062465272,"IL7","P13232",0.16,0.6039,"INFLAMMATION",1
"OID21183",0.137462030264817,0.345355613577023,3.50836844394004,0.000504200687942709,0.00150104746472944,-1.17304931586598,"PDGFC","Q9NRA1",0.44,0.3656,"ONCOLOGY",1
"OID20137",0.512532728036989,3.7309501305483,3.4969234922431,0.000525666356697256,0.00156169900981368,-1.21183439750322,"ACY1","Q03154",0.04,0.6735,"CARDIOMETABOLIC",1
"OID20407",-0.259909344262293,4.3758725848564,-3.49481149567679,0.00052970895389146,0.001570444180728,-1.21896384301496,"ANGPTL3","Q9Y5C1",0.04,0.552,"CARDIOMETABOLIC",1
"OID20687",-0.441618095838584,4.77753133159269,-3.48080849853974,0.00055728949628931,0.00164879231924932,-1.26617370669506,"MMP10","P09238",0.03,0.5208,"INFLAMMATION",1
"OID21438",-0.277797120638922,3.95201749347258,-3.47427842428452,0.000570603184028825,0.00168469411152312,-1.28812586927563,"GPC1","P35052",0.03,0.6031,"ONCOLOGY",1
"OID20277",0.192977385456074,3.90254830287206,3.47318235491528,0.000572829829678023,0.0016877810857936,-1.29176048557378,"ICAM3","P32942",0.03,-0.4387,"CARDIOMETABOLIC",1
"OID20374",-0.28594956284153,3.26806892950392,-3.47244690496639,0.00057439038430648,0.00168889682957605,-1.29427594246713,"APOM","O95445",0.04,0.1774,"CARDIOMETABOLIC",1
"OID20603",-0.241136868432114,2.93286553524804,-3.46555492414689,0.000588840567016463,0.00172782991841176,-1.31737600932252,"CD200","P41217",0.04,1.4403,"INFLAMMATION",1
"OID20778",-0.90659931904161,7.7375498694517,-3.45742921721347,0.000606341878729111,0.00177553800144242,-1.34458909574653,"FABP1","P07148",0.04,2.0016,"INFLAMMATION",1
"OID20469",-0.232888146279948,0.540471540469974,-3.45361694006935,0.00061469664534845,0.00179632209857451,-1.35730950082201,"IL17A","Q16552",0.59,0.5614,"INFLAMMATION",1
"OID20346",-0.312436296763344,1.82496866840731,-3.45279279180824,0.000616536962538631,0.0017980231009545,-1.36008094500311,"ART3","Q13508",0.04,0.0063,"CARDIOMETABOLIC",1
"OID20269",0.175748978562421,4.92893368146214,3.44256982160319,0.000639543355047377,0.00186131864432322,-1.39412416066971,"MET","P08581",0.03,-0.3294,"CARDIOMETABOLIC",1
"OID21189",0.284573110550649,1.32193237597911,3.44134514631334,0.000642399168384246,0.00186453976982722,-1.39824770307629,"UXS1","Q8NBZ7",0.08,0.4244,"ONCOLOGY",1
"OID21085",0.232029865489702,1.90197702349869,3.44096431439337,0.000643259696658376,0.00186453976982722,-1.3994965443667,"NID2","Q14112",0.04,0.5861,"NEUROLOGY",1
"OID21218",0.385624745691467,2.4907684073107,3.43804973420082,0.000650029760734816,0.00188034924714586,-1.40921261362524,"SFTPA2","Q8IWL1",0.1,1.427,"ONCOLOGY",1
"OID21401",-0.365813665405631,3.03903368146214,-3.41729571969555,0.000700064458955996,0.00202099416534973,-1.47804098724813,"CA14","Q9ULX7",0.03,0.3709,"ONCOLOGY",1
"OID21278",0.36383369482976,1.4387908616188,3.40743605277722,0.000725073137018797,0.0020889707919352,-1.51060211351394,"SF3B4","Q15427",0.04,0.0779,"ONCOLOGY",1
"OID21033",-0.517134762505253,4.00211070496084,-3.40503274761146,0.00073129407131178,0.00210265438210168,-1.51852550598082,"PRL","P01236",0.04,0.4601,"NEUROLOGY",1
"OID21125",-0.428793093736861,1.03496240208877,-3.40404156367542,0.000733874209774736,0.0021058358348757,-1.52179178139538,"EFNA1","P20827",0.04,-0.5249,"NEUROLOGY",1
"OID20209",0.251864043715847,4.48630391644909,3.39977516904476,0.000745072006904861,0.00213368316205821,-1.53583579872118,"LILRA5","A6NI73",0.03,0.2403,"CARDIOMETABOLIC",1
"OID20460",-0.265651231609918,0.605232114882507,-3.39567114063092,0.000756004143193056,0.00216065984124575,-1.54933936807429,"WNT9A","O14904",0.4,0.436,"INFLAMMATION",1
"OID21075",0.387244787725935,2.49321749347259,3.39302368962865,0.000763132022400889,0.00217667796409355,-1.55803900463895,"GGT1","P19440",0.04,0.3493,"NEUROLOGY",1
"OID21152",0.301008823034888,1.98040548302872,3.38678436767226,0.000780179012630905,0.00222086814551706,-1.57851641039481,"LILRA2","Q8N149",0.05,-0.1842,"NEUROLOGY",1
"OID20708",-0.470923060109287,1.69604960835509,-3.37993561595191,0.000799299258805979,0.00227077264579273,-1.60095309437095,"LY6D","Q14210",0.09,0.6494,"INFLAMMATION",1
"OID21491",0.20278128625473,2.3588684073107,3.34292312207553,0.000910366387582046,0.00258117771399751,-1.72143540178973,"FLT4","P35916",0.04,0.651,"ONCOLOGY",1
"OID21325",-0.188112055485498,0.187644125326371,-3.34126763049669,0.000915649385908091,0.00259101578705478,-1.72679096750283,"DSG4","Q86SJ6",0.68,0.3276,"ONCOLOGY",1
"OID21083",-0.402269831862125,2.24004046997389,-3.33313871333691,0.000942092220315317,0.00266057269334108,-1.75311521740434,"MMP3","P08254",0.03,-0.0028,"NEUROLOGY",1
"OID20963",0.370509096258931,3.60553498694517,3.33227106701995,0.000944950938931534,0.00266338242945397,-1.75591751449106,"LPO","P22079",0.04,1.7761,"NEUROLOGY",1
"OID20960",0.468232778478353,4.11650287206266,3.32604354269187,0.000965707320878199,0.00271652708963572,-1.7760107756122,"FKBP4","Q02790",0.04,0.8333,"NEUROLOGY",1
"OID20429",0.354966183270283,3.79833054830287,3.32250294671323,0.000977696369384977,0.00274144899539395,-1.7874187795333,"LILRB4","Q8NHJ6",0.04,1.3499,"INFLAMMATION",1
"OID20538",-0.307870428751576,3.59381749347259,-3.32229530089815,0.000978403770224573,0.00274144899539395,-1.78808747029603,"ISM1","B1AKI9",0.04,1.0162,"INFLAMMATION",1
"OID21102",-0.270881525851196,2.81670417754569,-3.31950399472008,0.00098795940213798,0.00276280623415885,-1.79707260448263,"PIGR","P01833",0.91,3.9643,"NEUROLOGY",1
"OID20280",0.432119226565784,5.59111070496084,3.31749376926468,0.00099489477109289,0.00277676685135106,-1.80353904653057,"CPA1","P15085",0.04,0.248,"CARDIOMETABOLIC",1
"OID20404",0.347531509037409,4.15574203655352,3.3068665269267,0.0010323172090904,0.00287559706001985,-1.83766303082177,"FETUB","Q9UGM5",0.04,0.6722,"CARDIOMETABOLIC",1
"OID21004",0.387493131567882,6.05862167101828,3.30558271271672,0.00103692548154992,0.00288189027564417,-1.84177834795834,"CCL2","P13500",0.03,-0.0791,"NEUROLOGY",1
"OID20782",-0.411997150063049,4.30204673629243,-3.30511478536864,0.0010386098614113,0.00288189027564417,-1.84327793227689,"FSTL3","O95633",0.03,0.6571,"INFLAMMATION",1
"OID20962",0.455290088272383,2.93282167101828,3.30186421283495,0.00105038116256246,0.00290890442112743,-1.85368962969471,"PRDX1","Q06830",0.04,1.2359,"NEUROLOGY",1
"OID21082",0.543374569146699,4.84793394255875,3.29685306512563,0.00106877103506414,0.00295410794798193,-1.86972155236449,"SIGLEC5","O15389",0.07,1.8815,"NEUROLOGY",1
"OID20548",-0.520737456914668,2.47318146214099,-3.27353767357198,0.001158331941607,0.0031954755686417,-1.94401075810354,"CEACAM21","Q3KPI0",0.17,1.4201,"INFLAMMATION",1
"OID20253",-0.260447154266497,2.65579686684073,-3.2676004206547,0.0011822256340049,0.00325510680345473,-1.9628488449516,"NOTCH3","Q9UM47",0.03,0.3787,"CARDIOMETABOLIC",1
"OID20194",0.30279613282892,4.9809044386423,3.25276455048701,0.00124394346397986,0.00341845232697541,-2.00977962804037,"THOP1","P52888",0.04,0.5827,"CARDIOMETABOLIC",1
"OID20935",-0.411116633039089,3.58471331592689,-3.24288315545186,0.0012866934986058,0.00352914589156945,-2.04092564861331,"EFNA4","P52798",0.03,0.9215,"NEUROLOGY",1
"OID21522",-0.302204325346784,2.65525274151436,-3.2307122875789,0.00134121903236508,0.00367165133572738,-2.07916477923521,"ITGB5","P18084",0.03,-0.3589,"ONCOLOGY",1
"OID20357",-0.135752425388818,1.43608146214099,-3.21360130374475,0.00142142975456519,0.00388379181505479,-2.13266060427225,"HYAL1","Q12794",0.03,0.2339,"CARDIOMETABOLIC",1
"OID21360",0.327541639344262,3.88283603133159,3.21194424982498,0.00142950787690065,0.00389840983986839,-2.13786438931562,"OGFR","Q9NZT2",0.03,0.2163,"ONCOLOGY",1
"OID20111",-0.182377562000839,2.29268511749347,-3.20997611295686,0.00143900909101216,0.00391684569725024,-2.14397188375578,"BMP6","P22004",0.03,1.0334,"CARDIOMETABOLIC",1
