"Protein","logFC_Unadjusted","adj.P.Val_Unadjusted","Regulation_Unadjusted","Significant_Unadjusted","logFC_Adjusted","adj.P.Val_Adjusted","Regulation_Adjusted","Significant_Adjusted","Status","Direction_Consistent","Direction_Change","logFC_Change"
"OID20390",-0.394013236654055,2.02435650147995e-11,"NS",FALSE,-0.319735918140224,4.34436704717802e-07,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0742773185138306
"OID20391",-0.361585901639343,0.000341297464434361,"NS",FALSE,-0.31275988367033,0.00674336786866696,"NS",FALSE,"NS_Both",TRUE,FALSE,0.048826017969013
"OID20392",-0.572680403530892,1.51490797703813e-05,"Down",TRUE,-0.29735468407803,0.0307991606300213,"NS",FALSE,"Lost_After_Adjustment",FALSE,FALSE,0.275325719452861
"OID20393",-0.598457990752416,1.3741934734653e-08,"Down",TRUE,-0.687239976343474,1.07842603638595e-09,"Down",TRUE,"Significant_Both",TRUE,FALSE,-0.088781985591058
"OID20394",-0.0412153047498943,0.726030765231183,"NS",FALSE,-0.0165686020743002,0.908819108115309,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0246467026755941
"OID20395",-0.232383522488439,0.109175228959066,"NS",FALSE,-0.126259879853365,0.486826094935039,"NS",FALSE,"NS_Both",TRUE,FALSE,0.106123642635074
"OID20396",0.0683673392181594,0.526222605604187,"NS",FALSE,0.165325447836269,0.101360091816038,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0969581086181093
"OID20397",-0.756090508617062,1.04264095755044e-15,"Down",TRUE,-0.569854759932392,1.5558796036905e-10,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.18623574868467
"OID20398",-0.197945098781001,0.157205143906089,"NS",FALSE,-0.137155154990933,0.401895522382121,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0607899437900679
"OID20399",-0.45685077763766,0.0572804631163335,"NS",FALSE,-0.0405524449461074,0.900748926452727,"NS",FALSE,"NS_Both",TRUE,FALSE,0.416298332691553
"OID20400",-0.355776536359813,0.0145463239733393,"NS",FALSE,-0.0380659511065148,0.838162615866682,"NS",FALSE,"NS_Both",TRUE,FALSE,0.317710585253298
"OID20401",-0.603434316939887,3.40688905918933e-10,"Down",TRUE,-0.42414350052732,9.50670865050977e-06,"NS",FALSE,"Lost_After_Adjustment",FALSE,FALSE,0.179290816412567
"OID20402",-0.0392550189155109,0.64667194467617,"NS",FALSE,-0.0567952863834421,0.558573781488988,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.0175402674679312
"OID20403",0.0230803404791927,0.832377838058153,"NS",FALSE,0.156929084909271,0.101557585647463,"NS",FALSE,"NS_Both",TRUE,FALSE,0.133848744430078
"OID20404",0.347531509037408,0.00290261245708975,"NS",FALSE,0.270905768106587,0.0308528590509019,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.0766257409308209
"OID20405",-1.01329957965531,3.73932067762419e-21,"Down",TRUE,-0.855098428414291,3.54917972165022e-14,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.158201151241022
"OID20406",0.0485303320722983,0.539973411287082,"NS",FALSE,-0.00237529287211383,0.984999218631131,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.0509056249444121
"OID20407",-0.259909344262294,0.00164181397111145,"NS",FALSE,-0.108621404100167,0.293200940324312,"NS",FALSE,"NS_Both",TRUE,FALSE,0.151287940162127
"OID20408",-0.620609264396803,1.36786040129669e-05,"Down",TRUE,-0.31821406907248,0.0241291259410337,"NS",FALSE,"Lost_After_Adjustment",FALSE,FALSE,0.302395195324323
"OID20409",0.215425645229087,0.311209431938042,"NS",FALSE,0.425823881294123,0.0578591979861001,"NS",FALSE,"NS_Both",TRUE,FALSE,0.210398236065035
"OID20410",0.430565443463638,2.62361577310007e-08,"NS",FALSE,0.432719482067541,6.48969560018684e-07,"NS",FALSE,"NS_Both",TRUE,FALSE,0.00215403860390367
"OID20411",-0.0870786212694399,0.284274931637098,"NS",FALSE,-0.0897024771444803,0.350946071729849,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.00262385587504044
"OID20412",0.4538737704918,0.0151604224300892,"NS",FALSE,0.449745056378659,0.0378200041079576,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.00412871411314136
"OID20413",-0.35857769230769,0.0103479689657231,"NS",FALSE,-0.084670314592463,0.582877710459252,"NS",FALSE,"NS_Both",TRUE,FALSE,0.273907377715227
"OID20414",-0.574405838587639,2.89212461551148e-08,"Down",TRUE,-0.350485587434651,0.000314169662738789,"NS",FALSE,"Lost_After_Adjustment",FALSE,FALSE,0.223920251152989
"OID20415",-0.709331252627152,0.000156203079862845,"Down",TRUE,-0.237760889797836,0.220284203631966,"NS",FALSE,"Lost_After_Adjustment",FALSE,FALSE,0.471570362829316
"OID20416",0.537108528793608,2.73976336233556e-09,"Up",TRUE,0.442273746408675,1.06970107830311e-05,"NS",FALSE,"Lost_After_Adjustment",FALSE,FALSE,-0.0948347823849335
"OID20417",0.126125485498108,0.0603624606586638,"NS",FALSE,0.133866297071574,0.0888224804397133,"NS",FALSE,"NS_Both",TRUE,FALSE,0.00774081157346565
"OID20418",-0.0977226355611587,0.422358150679664,"NS",FALSE,0.0633702955746464,0.633790212570162,"NS",FALSE,"NS_Both",TRUE,FALSE,0.161092931135805
"OID20420",-0.0323440226986119,0.640758585989556,"NS",FALSE,-0.026034584700355,0.764081046298878,"NS",FALSE,"NS_Both",TRUE,FALSE,0.00630943799825682
"OID20421",-0.406214653215635,0.0119775518351206,"NS",FALSE,-0.43863443727103,0.0184640363404265,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.0324197840553953
"OID20422",-0.133920760823876,0.0603994739860616,"NS",FALSE,-0.0739983834633244,0.422214306267905,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0599223773605513
"OID20423",-0.0923216855821769,0.0298778443368629,"NS",FALSE,-0.0662397846861425,0.204052859078612,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0260819008960344
"OID20424",0.307780605296342,0.00645082065709996,"NS",FALSE,0.404943398758621,0.00084973662801457,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0971627934622791
"OID20425",0.117040504413619,0.364106950634534,"NS",FALSE,0.131716433666361,0.385121992380896,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0146759292527419
"OID20427",-0.159052551492223,0.115305490195854,"NS",FALSE,-0.16002456383472,0.177297740132787,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.000972012342496942
"OID20428",-0.0724078730559053,0.254755750844501,"NS",FALSE,-0.0465753939340912,0.570542788688601,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0258324791218141
"OID20429",0.35496618327028,0.00277104910883341,"NS",FALSE,0.583146166538777,2.11577291155373e-07,"Up",TRUE,"New_After_Adjustment",FALSE,FALSE,0.228179983268497
"OID20430",-0.0172978352248836,0.857223643282868,"NS",FALSE,-0.0016348838436837,0.99021691571151,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0156629513811999
"OID20431",-0.0820465405632609,0.703016417964689,"NS",FALSE,-0.0041591025178713,0.989942235105705,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0778874380453896
"OID20432",-0.0968851870533835,0.0778575755577639,"NS",FALSE,-0.0642451166904738,0.352749761893079,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0326400703629097
"OID20433",-0.0816069062631361,0.231615382604546,"NS",FALSE,-0.115506645744886,0.132372308342192,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.0338997394817499
"OID20434",-0.0210083858764184,0.75731106360443,"NS",FALSE,-0.0166107335503436,0.855953097614327,"NS",FALSE,"NS_Both",TRUE,FALSE,0.00439765232607476
"OID20435",-0.015082501050862,0.750294635586538,"NS",FALSE,0.0274779094106027,0.602485601721546,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0425604104614648
"OID20436",1.74127140395123,7.0012244753378e-26,"Up",TRUE,1.69871696357656,2.69390918729256e-20,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.042554440374676
"OID20437",0.167229693148381,1.59583967497165e-07,"NS",FALSE,0.158543325393079,1.33077230314127e-05,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.00868636775530227
"OID20438",-0.335591029844472,1.80793554923986e-05,"NS",FALSE,-0.333728419289799,0.000123783312398749,"NS",FALSE,"NS_Both",TRUE,FALSE,0.00186261055467307
"OID20439",0.0672845187053381,0.363445963610229,"NS",FALSE,0.115291337280465,0.138738524691909,"NS",FALSE,"NS_Both",TRUE,FALSE,0.048006818575127
"OID20440",-0.0401753678015966,0.673164069200558,"NS",FALSE,-0.0149819272933834,0.903221446253416,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0251934405082133
"OID20441",0.0246621269440943,0.773595657911655,"NS",FALSE,0.00509173736908292,0.971345279731833,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.0195703895750114
"OID20442",0.253889949558637,0.0168062002197747,"NS",FALSE,0.353680620080709,0.00228544784855485,"NS",FALSE,"NS_Both",TRUE,FALSE,0.099790670522072
"OID20443",-0.145701109709961,0.027359504603458,"NS",FALSE,-0.145847960784551,0.0527835357176776,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.000146851074590365
"OID20444",-0.0369359730979405,0.641247962597823,"NS",FALSE,0.0281868102041746,0.764081046298878,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0651227833021152
"OID20445",0.265048532997056,0.015596253385925,"NS",FALSE,0.284693214964362,0.0275336817343937,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0196446819673058
"OID20446",-0.00421207229928539,0.959997574520466,"NS",FALSE,-0.0252432759798005,0.748932249347471,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.0210312036805151
"OID20447",-0.071508058007565,0.615795077901097,"NS",FALSE,0.0451014076832236,0.805930072510489,"NS",FALSE,"NS_Both",TRUE,FALSE,0.116609465690789
"OID20448",-0.0557734930643122,0.317617473955171,"NS",FALSE,-0.0159047878160223,0.844994681153759,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0398687052482899
"OID20449",0.0356241025641025,0.666183043331972,"NS",FALSE,0.0851104393430188,0.32879510342507,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0494863367789163
"OID20450",-0.00889084068936507,0.885286115964249,"NS",FALSE,-0.0109347278463248,0.885386404540939,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.00204388715695973
"OID20451",-0.0822896385035726,0.412792485108445,"NS",FALSE,-0.0748694714870298,0.54957798906303,"NS",FALSE,"NS_Both",TRUE,FALSE,0.00742016701654286
"OID20452",0.0172642917192099,0.878995514221652,"NS",FALSE,-0.098159950059326,0.361579244645101,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.115424241778536
"OID20453",-0.183647990752416,0.0115766615878026,"NS",FALSE,-0.224470934233356,0.0077563114727653,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.0408229434809395
"OID20454",0.110572021857923,0.258645475768441,"NS",FALSE,0.118824714547253,0.295546981571362,"NS",FALSE,"NS_Both",TRUE,FALSE,0.00825269268932961
"OID20455",-0.123664800336275,0.342851917963401,"NS",FALSE,-0.0513919247337765,0.774016518343984,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0722728756024986
"OID20456",-0.0743956326187468,0.581248385473698,"NS",FALSE,-0.00370642851149209,0.985397484147598,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0706892041072548
"OID20457",-0.126430054644807,0.0641269283434258,"NS",FALSE,-0.0251529127990568,0.809747447238064,"NS",FALSE,"NS_Both",TRUE,FALSE,0.101277141845751
"OID20458",0.0598734468263986,0.609845048033997,"NS",FALSE,0.147857957987101,0.202640696139872,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0879845111607022
"OID20459",-0.0732438713745277,0.683801285334501,"NS",FALSE,-0.0180547609246414,0.943158082666385,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0551891104498863
"OID20460",-0.265651231609919,0.00210298292027301,"NS",FALSE,-0.0681805281044181,0.461286156003508,"NS",FALSE,"NS_Both",TRUE,FALSE,0.1974707035055
"OID20461",-0.0560836990332068,0.0316531864472609,"NS",FALSE,-0.0591345474228072,0.052846547814675,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.00305084838960037
"OID20462",-0.312822707019754,0.000310649474536538,"NS",FALSE,-0.309937558682181,0.00170655109460227,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0028851483375737
"OID20463",-0.0010131525851202,0.9930029117505,"NS",FALSE,0.0861596402988482,0.349625514999818,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0871727928839684
"OID20464",-0.00173303068516166,0.991579797261191,"NS",FALSE,0.0834260557650133,0.486445739338263,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0851590864501749
"OID20465",-0.0639174443043286,0.350091049923289,"NS",FALSE,-0.0937469414883962,0.211534886448839,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.0298294971840675
"OID20466",0.0333435939470364,0.57799667623986,"NS",FALSE,0.0697605023146567,0.263398448201175,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0364169083676203
"OID20467",0.0164492980243803,0.9131516021693,"NS",FALSE,0.16484177953076,0.178297006202725,"NS",FALSE,"NS_Both",TRUE,FALSE,0.14839248150638
"OID20468",-0.0952838167297182,0.146095970503465,"NS",FALSE,-0.0937161082134282,0.228297298475473,"NS",FALSE,"NS_Both",TRUE,FALSE,0.00156770851628997
"OID20469",-0.232888146279948,0.00173974976280731,"NS",FALSE,-0.107489161783661,0.235502147996728,"NS",FALSE,"NS_Both",TRUE,FALSE,0.125398984496287
"OID20470",-0.0223379192938203,0.722629546076282,"NS",FALSE,0.0242226640254728,0.75803374678138,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0465605833192931
"OID20471",0.0527288776796977,0.61469498490764,"NS",FALSE,0.0594195987791026,0.619345709874285,"NS",FALSE,"NS_Both",TRUE,FALSE,0.00669072109940487
"OID20472",-0.37278137452711,0.0223398416230786,"NS",FALSE,-0.465338242448393,0.011878641950248,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.0925568679212825
"OID20473",0.187975342580915,0.0460596724531929,"NS",FALSE,0.305222763190938,0.00168776613696544,"NS",FALSE,"NS_Both",TRUE,FALSE,0.117247420610023
"OID20474",-0.0877581588902902,0.542650747360066,"NS",FALSE,0.00543123375704028,0.983896512398505,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0931893926473305
"OID20475",0.288154224464057,0.134672067769269,"NS",FALSE,0.307277169807477,0.178470608261749,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0191229453434199
"OID20476",-0.0742046153846147,0.476912446059672,"NS",FALSE,-0.0790329303237597,0.519897868097808,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.00482831493914496
"OID20477",-0.359509478772592,0.0548265057515804,"NS",FALSE,-0.125215829976075,0.582026865924021,"NS",FALSE,"NS_Both",TRUE,FALSE,0.234293648796517
"OID20478",0.109075838587642,0.418786065167413,"NS",FALSE,0.117614716999466,0.468524419158521,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0085388784118238
"OID20480",-0.273336717108027,0.0138942387260074,"NS",FALSE,-0.117245676626448,0.371458102895359,"NS",FALSE,"NS_Both",TRUE,FALSE,0.156091040481579
"OID20481",-0.308913556116014,0.000519309538991945,"NS",FALSE,-0.184699626140126,0.0361861432057539,"NS",FALSE,"NS_Both",TRUE,FALSE,0.124213929975887
"OID20482",-0.195595472887767,0.0404499456261252,"NS",FALSE,-0.167923157270628,0.130588082121416,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0276723156171387
"OID20483",0.127378957545186,0.447841968579624,"NS",FALSE,0.158821681519759,0.41779133966889,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0314427239745735
"OID20484",0.0209566540563261,0.887360878798717,"NS",FALSE,0.121170701555667,0.385713301234416,"NS",FALSE,"NS_Both",TRUE,FALSE,0.100214047499341
"OID20485",0.154105027322403,0.252023815640928,"NS",FALSE,0.275223813070306,0.0547892444325144,"NS",FALSE,"NS_Both",TRUE,FALSE,0.121118785747903
"OID20486",0.130693476250526,0.0855883228781905,"NS",FALSE,0.19669550944327,0.0135514076413177,"NS",FALSE,"NS_Both",TRUE,FALSE,0.066002033192745
"OID20487",-0.156646120218578,0.100286294836844,"NS",FALSE,-0.0353339637754555,0.795754435056015,"NS",FALSE,"NS_Both",TRUE,FALSE,0.121312156443123
"OID20488",0.0389107019756209,0.796976454197635,"NS",FALSE,0.0889058264850208,0.594770231460206,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0499951245093999
"OID20489",0.577759197141654,1.66526929459769e-06,"Up",TRUE,0.650514677349479,1.93859557501697e-06,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0727554802078244
"OID20490",-0.344313627574609,9.34697155410251e-06,"NS",FALSE,-0.244248393808244,0.00233895635384638,"NS",FALSE,"NS_Both",TRUE,FALSE,0.100065233766365
"OID20491",-0.15927631778058,0.323859896086889,"NS",FALSE,-0.289151732849186,0.0950707925427896,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.129875415068606
"OID20492",0.0909054560739808,0.284274931637098,"NS",FALSE,0.120934781491744,0.197120860203211,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0300293254177636
"OID20493",-0.386095960487597,1.86595717080829e-05,"NS",FALSE,-0.223480523989395,0.0252856110500886,"NS",FALSE,"NS_Both",TRUE,FALSE,0.162615436498201
"OID20494",0.205157898276588,0.110395615584838,"NS",FALSE,0.207453128254361,0.152543539472263,"NS",FALSE,"NS_Both",TRUE,FALSE,0.00229522997777298
"OID20495",2.11557223346828,2.39527973827244e-13,"Up",TRUE,2.14671837982672,2.86617082815039e-11,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0311461463584441
"OID20496",0.00460414459857204,0.986461134832512,"NS",FALSE,0.0751632116575156,0.750406399518441,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0705590670589435
"OID20497",-0.226191584699452,0.0334493562536123,"NS",FALSE,-0.0503539757413763,0.732930484197294,"NS",FALSE,"NS_Both",TRUE,FALSE,0.175837608958075
"OID20498",-0.262469718369061,9.84893781076995e-05,"NS",FALSE,-0.171859768799277,0.0170525455738225,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0906099495697846
"OID20500",0.440132828919713,0.00068274481524324,"NS",FALSE,0.482990846988159,0.00125235175150004,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0428580180684464
"OID20501",0.0165701008827234,0.89070844280769,"NS",FALSE,0.0489584924742945,0.694055192379455,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0323883915915711
"OID20502",0.0636154350567463,0.48051423216636,"NS",FALSE,0.0865083075640708,0.397544934097183,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0228928725073245
"OID20503",-0.0315210172341322,0.628561361034874,"NS",FALSE,0.00588262779582686,0.952087332005559,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0374036450299591
"OID20504",0.0310613913408994,0.782398022088002,"NS",FALSE,0.121751937742515,0.220107304842394,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0906905464016158
"OID20505",0.229889180327867,0.0526069495628063,"NS",FALSE,0.26670014150491,0.0539220179779743,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0368109611770426
"OID20506",0.341287208911306,6.65717557887247e-06,"NS",FALSE,0.265807759496773,0.00267109229245778,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.0754794494145324
"OID20507",-0.330603215636822,0.0250008018418798,"NS",FALSE,-0.186088868168348,0.322719267537998,"NS",FALSE,"NS_Both",TRUE,FALSE,0.144514347468474
"OID20508",0.0194387389659512,0.929172881425867,"NS",FALSE,0.156074529644815,0.42414421315526,"NS",FALSE,"NS_Both",TRUE,FALSE,0.136635790678864
"OID20509",-0.45899455233291,0.00768755127585616,"NS",FALSE,-0.0562325696742271,0.812072032919497,"NS",FALSE,"NS_Both",TRUE,FALSE,0.402761982658683
"OID20510",0.244367688104244,0.0688044162501566,"NS",FALSE,0.377818993781698,0.0104166139065957,"NS",FALSE,"NS_Both",TRUE,FALSE,0.133451305677454
"OID20511",-0.324809436738123,0.103663940701517,"NS",FALSE,-0.309406059673174,0.161029485400843,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0154033770649494
"OID20512",-0.748380731399745,5.2957313096624e-07,"Down",TRUE,-0.571525822190333,0.000945596603816574,"Down",TRUE,"Significant_Both",TRUE,FALSE,0.176854909209412
"OID20513",-0.304249403110549,0.00117371485331117,"NS",FALSE,-0.132034904291461,0.196271271900105,"NS",FALSE,"NS_Both",TRUE,FALSE,0.172214498819088
"OID20514",-0.0350804077343413,0.751332592129092,"NS",FALSE,0.0513815534108473,0.690206191730236,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0864619611451886
"OID20515",0.0869746195880608,0.644222287867826,"NS",FALSE,0.15011909151462,0.477015397852896,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0631444719265594
"OID20516",0.0084181294661623,0.846522626694279,"NS",FALSE,0.00856539389188376,0.879048506100781,"NS",FALSE,"NS_Both",TRUE,FALSE,0.000147264425721459
"OID20517",0.174282694409415,0.00933202585098508,"NS",FALSE,0.126153798573079,0.119509719441754,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.048128895836336
"OID20519",-0.141800500210172,0.536683494987536,"NS",FALSE,-0.0680181342069976,0.833865788619801,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0737823660031745
"OID20520",0.0792392770071455,0.314245718826623,"NS",FALSE,0.061975004121637,0.528129326915172,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.0172642728855085
"OID20521",0.00855876839007979,0.935249343358489,"NS",FALSE,0.0606583528310561,0.52346176266446,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0520995844409763
"OID20522",-0.421583804119376,0.00808227491620656,"NS",FALSE,-0.252807297227462,0.191311139480796,"NS",FALSE,"NS_Both",TRUE,FALSE,0.168776506891914
"OID20523",2.12826751155947,7.8314010512324e-26,"Up",TRUE,2.05448487415158,4.28068507957038e-22,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.07378263740789
"OID20524",0.0907661076082376,0.713770431265388,"NS",FALSE,0.113103855073404,0.709226504186241,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0223377474651669
"OID20525",-0.426427263556113,5.31328882203639e-05,"NS",FALSE,-0.237931005551832,0.0326721219663512,"NS",FALSE,"NS_Both",TRUE,FALSE,0.188496258004282
"OID20526",0.195684968474147,0.225448456846168,"NS",FALSE,0.23412159472018,0.208802003344447,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0384366262460325
"OID20527",-0.21385262295082,0.00583491147501773,"NS",FALSE,-0.155619643728693,0.0834294977679362,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0582329792221266
"OID20528",-0.0113213997477929,0.887621551449315,"NS",FALSE,0.0456324042813483,0.575677060776048,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0569538040291412
"OID20529",0.173378991172764,0.144135797661127,"NS",FALSE,0.124817611857875,0.386754646692012,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.0485613793148889
"OID20530",-0.0102281294661626,0.951605152970022,"NS",FALSE,0.0658247365543888,0.648900117712448,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0760528660205514
"OID20531",-0.143361656158049,0.0762177995115717,"NS",FALSE,-0.0814573778928366,0.43399861354595,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0619042782652123
"OID20532",0.0816890668348044,0.344490477389061,"NS",FALSE,0.206061439717745,0.00791570718515734,"NS",FALSE,"NS_Both",TRUE,FALSE,0.124372372882941
"OID20533",0.850222433795707,5.41609466573833e-09,"Up",TRUE,0.921616772208008,2.76959539662458e-08,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0713943384123008
"OID20534",0.376795451870532,0.00435713035517746,"NS",FALSE,0.511504898695072,0.000491634020771563,"Up",TRUE,"New_After_Adjustment",FALSE,FALSE,0.13470944682454
"OID20535",0.301642833123159,0.0014610626060629,"NS",FALSE,0.259773088925863,0.0210381631316331,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.0418697441972963
"OID20536",1.12919676334594,1.33206657754606e-19,"Up",TRUE,1.18124621367248,2.39838043103374e-17,"Up",TRUE,"Significant_Both",TRUE,FALSE,0.0520494503265405
"OID20537",0.0658598108448939,0.613679951317703,"NS",FALSE,0.181478986916613,0.130288355827092,"NS",FALSE,"NS_Both",TRUE,FALSE,0.115619176071719
"OID20538",-0.307870428751575,0.00278544670366532,"NS",FALSE,-0.167259224310232,0.157292795869679,"NS",FALSE,"NS_Both",TRUE,FALSE,0.140611204441343
"OID20539",-0.0422795628415301,0.542650747360066,"NS",FALSE,-0.0430986898044052,0.600235082468612,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.000819126962875116
"OID20540",0.227310432955022,0.0403821307631601,"NS",FALSE,0.399720842612084,0.000317683879899307,"NS",FALSE,"NS_Both",TRUE,FALSE,0.172410409657062
"OID20541",-0.0453460739806617,0.871142811695367,"NS",FALSE,0.370389135948619,0.0668919752865223,"NS",FALSE,"NS_Both",TRUE,FALSE,0.415735209929281
"OID20542",0.274565582177384,0.00392782003619422,"NS",FALSE,0.346782320584739,0.000913996349714106,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0722167384073548
"OID20543",0.753855573770488,1.41060357647823e-08,"Up",TRUE,0.75335975256034,5.01028379484085e-07,"Up",TRUE,"Significant_Both",TRUE,FALSE,-0.000495821210147906
"OID20544",-0.0890783270281649,0.732354515564192,"NS",FALSE,-0.0302786066681441,0.93263033904213,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0587997203600208
"OID20545",-0.00355866330391055,0.989952994392596,"NS",FALSE,0.0310140507858481,0.903283453175973,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0345727140897587
"OID20546",0.356712366540562,0.0168062002197747,"NS",FALSE,0.290291685051488,0.100939822206728,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.0664206814890748
"OID20547",-0.0489427742749055,0.711456700802321,"NS",FALSE,-0.0527309440468665,0.743869393925505,"NS",FALSE,"NS_Both",TRUE,FALSE,-0.00378816977196099
"OID20548",-0.52073745691467,0.00317646812282121,"Down",TRUE,-0.261163455005887,0.221943417212972,"NS",FALSE,"Lost_After_Adjustment",FALSE,FALSE,0.259574001908783
"OID20549",0.0140862084909622,0.940619457161127,"NS",FALSE,0.150158060345571,0.35193526195048,"NS",FALSE,"NS_Both",TRUE,FALSE,0.136071851854609
"OID20550",-0.520842992854138,5.53956719378194e-11,"Down",TRUE,-0.455743046393569,3.36466931886049e-07,"NS",FALSE,"Lost_After_Adjustment",FALSE,FALSE,0.0650999464605689
"OID20551",0.0699095460277406,0.770654839543402,"NS",FALSE,0.104390032153254,0.722167179272953,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0344804861255129
"OID20552",0.104318247162672,0.468895464186909,"NS",FALSE,0.189246555991083,0.219878661340175,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0849283088284105
"OID20553",-0.17689683480454,0.391769581217595,"NS",FALSE,-0.0393718812763895,0.897861654169917,"NS",FALSE,"NS_Both",TRUE,FALSE,0.13752495352815
"OID20554",-0.186343320722994,0.373124541918727,"NS",FALSE,-0.144743480316593,0.580360680841791,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0415998404064009
"OID20555",-0.0131530517023965,0.900676071640609,"NS",FALSE,-0.00415200070823726,0.978959128017477,"NS",FALSE,"NS_Both",TRUE,FALSE,0.00900105099415926
"OID20556",-0.33771354770912,0.000887222229640655,"NS",FALSE,-0.261699202742664,0.0212987640544938,"NS",FALSE,"NS_Both",TRUE,FALSE,0.0760143449664564
