"Assay","Missing_N","Missing_Percent","Mean","SD","Median","Min","Max"
"OID20141",0,0,4.34689655612245,1.07742656547236,4.171,2.2422,9.0251
"OID20072",0,0,1.10376084183673,0.323521012734129,1.064,0.2592,4.2512
"OID20062",0,0,0.543969260204082,0.563545869346213,0.4482,-0.8444,4.8794
"OID20375",0,0,3.26909910714286,0.926217153763159,3.1465,0.9213,8.1531
"OID20253",0,0,2.55992589285714,0.617633097330013,2.4841,1.0239,4.6197
"OID20296",0,0,2.46549209183673,0.779614059848115,2.41,0.0839,5.5173
"OID20353",0,0,2.53706301020408,0.662895810162235,2.4342,1.1491,8.8689
"OID20095",0,0,3.78077474489796,1.52213389327026,3.4439,0.9184,9.3013
"OID20068",0,0,0.945951785714286,0.593519104003174,0.8054,-0.3992,4.8384
"OID20283",0,0,4.52073073979592,0.588495949880508,4.4421,3.1329,7.0696
"OID20371",0,0,1.87715790816327,1.19293978476613,1.6157,-0.0617,7.4273
"OID20268",0,0,2.60685905612245,0.439668171919873,2.5964,1.2806,4.451
"OID20330",0,0,0.308946173469388,0.386308933058197,0.2526,-0.405,2.488
"OID20355",0,0,4.97483660714286,0.929492384419563,5.0322,1.7859,8.3555
"OID20338",0,0,5.36878635204082,0.919844163160585,5.2771,0.348,8.8134
"OID20364",0,0,3.31725025510204,1.49501104070379,3.0072,-0.843,10.4399
"OID20102",0,0,2.71671339285714,1.09279713224686,2.5104,0.0341,6.6834
"OID20357",0,0,1.51210727040816,0.335317727957688,1.5077,0.4386,4.204
"OID20365",0,0,1.63033737244898,0.557220939091192,1.5309,0.4328,3.9133
"OID20343",0,0,0.576385076530612,0.442599618063355,0.5113,-0.3576,4.2446
"OID20250",0,0,2.85294017857143,1.20547872243696,2.6805,0.1413,7.9216
"OID20085",0,0,1.67455153061224,0.922620839488628,1.4917,0.0386,6.4027
"OID20067",0,0,0.10830637755102,0.565749294204477,0.1152,-1.4337,5.0659
"OID20301",0,0,6.69090089285714,0.562804247367488,6.6986,4.7205,9.1234
"OID20230",0,0,5.93398545918367,1.40629211521859,5.9781,1.1473,9.2015
"OID20215",0,0,4.29787831632653,1.03699407756183,4.2867,1.5295,8.9108
"OID20213",0,0,4.52294783163265,0.642481006071462,4.5098,2.8215,6.648
"OID20084",0,0,1.17369170918367,0.71846059280782,1.0633,-0.7701,4.2831
"OID20319",0,0,2.70788163265306,0.287583277906027,2.7226,1.6155,3.5566
"OID20063",0,0,-0.296305994897959,0.451259776489296,-0.3333,-1.8417,1.8215
"OID20342",0,0,6.77710790816327,1.18193877132917,6.7983,2.1185,10.6761
"OID20478",0,0,1.04163354591837,0.959909531289385,0.9412,-1.4783,4.6387
"OID20488",0,0,0.222945790816327,0.763574481581355,0.0424,-1.2967,5.6784
"OID20755",0,0,5.28083839285714,0.646257578580526,5.2261,3.5021,8.1051
"OID20469",0,0,0.567429464285714,0.543782877362944,0.4653,-0.809,4.6761
"OID20495",2,0.255102040816327,2.67300626598465,2.12240547490263,2.6483,-6.1943,8.7901
"OID20765",0,0,5.57822091836735,0.76807253526874,5.5455,3.0506,8.7598
"OID20484",0,0,1.12188010204082,0.852905280697167,1.0024,-0.5312,4.7716
"OID20567",0,0,2.47076275510204,1.04428699348735,2.3177,0.4066,8.4701
"OID20562",0,0,3.39965816326531,0.720431444087025,3.3355,1.4272,7.0794
"OID20472",0,0,0.333810331632653,1.16054459913118,0.2798,-4.5802,6.5366
"OID20758",0,0,6.8946006377551,1.184339458404,6.6711,4.6181,11.3649
"OID20463",0,0,0.46600931122449,0.573312632102023,0.4235,-1.3321,4.0827
"OID20744",0,0,4.40483762755102,1.02047930170617,4.222,2.2559,8.608
"OID20452",0,0,0.479097576530612,0.57563309659631,0.413,-1.1205,3.848
"OID20651",0,0,3.97492946428571,0.714068362730836,3.8753,2.0761,6.7754
"OID20652",0,0,6.68109910714286,0.762413800675361,6.6344,4.5688,9.6911
"OID20742",0,0,4.70239272959184,1.46748311147455,4.5205,1.8258,10.4224
"OID20733",0,0,4.12919145408163,0.648614883928488,4.0443,2.669,7.4107
"OID20584",0,0,1.31889859693878,0.547602039883778,1.2169,0.1184,3.5754
"OID20533",0,0,4.41232155612245,1.09163678274777,4.3561,0.9697,8.9265
"OID20516",0,0,-0.0546366071428571,0.302250936782534,-0.1116,-0.8156,2.6834
"OID20431",0,0,0.204926530612245,1.2738025167519,0.2922,-4.8667,10.7691
"OID20458",0,0,0.645467984693878,0.671553717347152,0.5426,-0.4538,7.3082
"OID20764",0,0,6.72855153061225,0.864941687991005,6.5894,4.8589,9.85
"OID20576",0,0,3.57647653061224,1.12163128607426,3.3696,1.3668,7.1813
"OID20537",0,0,3.74223214285714,0.80625168991873,3.644,1.676,6.9013
"OID20715",0,0,3.0522631377551,1.08125523344524,2.9783,0.3561,10.5392
"OID20449",0,0,0.344731632653061,0.532523931834416,0.2796,-0.9301,3.7213
"OID20698",0,0,2.74662920918367,1.52638033432294,2.7691,-0.6906,7.436
"OID20509",0,0,0.595129974489796,1.11160299422196,0.2515,-0.9928,6.7479
"OID20558",0,0,2.65021696428571,1.32815726943113,2.5283,0.4895,7.2921
"OID20457",0,0,0.334242219387755,0.420125119830164,0.3196,-0.8602,4.7043
"OID20441",0,0,-0.0241085459183673,0.487464382263366,-0.0665,-1.2842,3.5096
"OID20703",0,0,5.10586415816327,1.08820615951092,5.0094,2.4945,9.1923
"OID20662",0,0,5.89466020408163,0.754018455027158,5.8007,3.892,8.6579
"OID20630",0,0,3.80116875,0.950204102054471,3.6829,1.1708,7.8182
"OID20763",0,0,4.65458112244898,0.784426857921517,4.6685,2.384,7.1683
"OID20658",0,0,4.26336135204082,0.923987410154403,4.1285,1.8559,7.7954
"OID20786",0,0,4.88620216836735,1.05636141509091,4.607,2.7883,10.3028
"OID20773",0,0,6.32870522959184,0.717703805959559,6.3075,0.3486,9.6629
"OID20759",0,0,4.21398456632653,1.02889596584662,4.0496,2.0625,8.217
"OID20740",0,0,4.17956147959184,1.29900238279974,4.2229,0.3424,7.3288
"OID20534",0,0,1.74486734693878,0.914831814902725,1.6238,-0.9593,7.8073
"OID20524",0,0,2.17759489795918,1.60524741922681,1.7494,-0.4132,7.7989
"OID20552",0,0,2.37718533163265,0.966382504422967,2.2684,-0.2801,7.082
"OID20714",0,0,6.61238635204082,1.31704063392998,6.5555,3.1248,12.4295
"OID20632",0,0,5.46609834183673,0.765546885821245,5.4873,2.9967,8.0481
"OID20626",0,0,5.05242665816326,0.674782934714506,4.922,3.5891,8.3939
"OID20587",0,0,2.95260918367347,0.996028314000677,2.8499,0.4543,7.1452
"OID20656",0,0,8.37348290816326,1.59805706259637,7.9207,5.6052,13.6215
"OID20500",0,0,1.77739336734694,0.87840312038221,1.627,0.1941,7.9692
"OID20619",0,0,1.03699272959184,0.333771139631301,1.023,-0.3414,2.4985
"OID20551",0,0,3.13695089285714,1.53926949083462,3.0421,-0.1174,8.2526
"OID20713",0,0,3.5247493622449,0.795716425193491,3.3441,1.7769,7.1025
"OID20685",0,0,2.82723775510204,1.18894309814596,2.6979,0.8265,7.8126
"OID20636",0,0,2.34049795918367,1.19517501037984,2.0755,-1.0745,6.987
"OID20668",0,0,6.57499183673469,0.706316607458433,6.5308,4.6683,8.855
"OID20616",0,0,4.21459540816327,1.42131449694028,4.2575,1.0262,8.9844
"OID20778",0,0,7.97276071428571,1.97854448165504,7.569,3.9169,15.7268
"OID20774",0,0,3.98523099489796,0.735052133803079,3.9116,2.3192,7.003
"OID20732",0,0,6.09587079081633,1.15251891914177,5.9839,1.4429,9.8941
"OID20720",0,0,2.71188673469388,0.755895428331334,2.5735,1.2465,6.2472
"OID20664",0,0,5.3933887755102,0.905864783397487,5.2371,3.3115,10.1816
"OID20752",0,0,3.93678137755102,1.10601015620553,3.8854,-0.8123,8.6555
"OID20580",0,0,1.85681198979592,0.536952665050513,1.8352,0.15,4.2592
"OID20569",0,0,2.04046466836735,0.818493593215304,1.9019,0.6405,7.2592
"OID20734",0,0,4.15752780612245,0.483390227690951,4.1114,2.4967,6.3803
"OID20697",0,0,6.83157780612245,1.51737424429804,6.9987,2.2257,10.6491
"OID20612",0,0,3.09063558673469,0.719951598963058,3.1314,0.7816,5.9103
"OID20614",0,0,5.21629183673469,0.349232468854729,5.1836,4.3305,6.5253
"OID20538",0,0,3.62128073979592,0.738732993307623,3.5518,1.8749,6.4614
"OID20610",0,0,3.90902653061224,1.03042659237994,3.7901,1.2181,8.7425
"OID20481",0,0,1.42894056122449,0.639203968460158,1.3661,0.0465,5.6349
"OID20777",0,0,4.44203290816327,0.819581203329977,4.5152,0.131,6.7698
"OID20545",0,0,2.16583545918367,1.21595159832495,2.0129,-0.0794,7.0688
"OID20475",0,0,3.09976696428571,1.40851850272149,2.9644,0.076,8.5537
"OID20676",0,0,3.04491785714286,0.739190534293955,3.0211,0.9536,6.0916
"OID20474",0,0,1.37288647959184,0.965513397730076,1.2235,-1.527,5.0592
"OID20429",0,0,3.94675153061224,0.858219538830449,3.8706,1.1775,7.705
"OID20450",0,0,-0.0737184948979592,0.311381025541801,-0.0775,-1.4149,1.6736
"OID20554",0,0,2.3833375,1.45384485488162,2.3936,-0.4773,6.594
"OID20646",0,0,5.84827257653061,1.2670184539024,5.6241,3.1496,10.9867
"OID20753",0,0,4.9562256377551,0.908240482311641,4.8391,2.745,8.0425
"OID20571",0,0,1.75899744897959,0.573881145280027,1.6262,0.5691,5.4087
"OID20589",0,0,3.75671517857143,1.08842641920561,3.6689,1.1683,7.6097
"OID20751",0,0,5.46708852040816,0.86869499181705,5.3419,3.4487,8.38
"OID20660",0,0,3.74004795918367,0.842503907208281,3.646,1.9494,6.9739
"OID20592",0,0,0.430210076530612,0.554658908003681,0.4122,-1.4798,3.8982
"OID20593",0,0,2.88996454081633,1.74897271606083,3.2965,-2.1619,6.4701
"OID20639",0,0,3.430825,0.746783323390733,3.3869,-0.1023,6.2353
"OID20486",0,0,0.805102806122449,0.542171500124888,0.7474,-0.5378,3.5629
"OID20461",0,0,0.114581505102041,0.175912222472177,0.1134,-0.3973,0.8227
"OID20657",0,0,5.0552575255102,0.622763084164605,5.0331,2.8335,8.5248
"OID20671",0,0,5.60482385204082,1.68821892567322,5.3862,1.6664,11.3377
"OID20498",0,0,0.0820164540816326,0.540675457924358,0.0296,-1.3714,2.0505
"OID20666",0,0,5.62080803571429,1.00488473411757,5.6447,1.8375,8.87
"OID20490",0,0,1.01698788265306,0.570502239013032,0.9579,-0.5503,3.1725
"OID20598",0,0,1.76521135204082,0.406262445120652,1.726,0.7682,3.6511
"OID20540",0,0,3.22424298469388,0.816667267433836,3.1107,0.2399,6.7001
"OID20477",0,0,2.91552704081633,1.2899356694815,2.7007,0.2962,8.84
"OID20535",0,0,1.36495994897959,0.72460968723037,1.2737,-0.3675,4.2347
"OID20436",0,0,3.8217575255102,1.26257075794563,3.8848,0.5172,8.4602
"OID20482",0,0,1.53551403061225,0.654328195061698,1.42,-0.0611,5.5105
"OID20442",0,0,0.93938762755102,0.692880682451839,0.8448,-0.6443,7.0607
"OID20548",0,0,2.7836068877551,1.30830046894458,2.6982,-1.7612,6.6818
"OID20670",0,0,4.83594298469388,0.55705912432766,4.8143,1.6124,7.0792
"OID20601",0,0,4.3322306122449,1.13053395435433,4.2516,0.5288,9.5041
"OID20781",0,0,8.46511645408163,0.770288556966339,8.3913,5.7561,10.9551
"OID20585",0,0,2.76469272959184,0.784967107337783,2.6805,0.4609,5.4463
"OID20654",0,0,6.32258201530612,0.684184642365313,6.3892,4.0408,7.7305
"OID20788",0,0,5.19793035714286,1.4717572937029,5.3235,1.3117,9.8829
"OID20745",0,0,5.07807589285714,1.26293598999837,4.9164,1.5095,10.7371
"OID20439",0,0,0.618728316326531,0.540332955499379,0.5048,-0.6417,3.2639
"OID20422",0,0,0.0606133928571429,0.582071773573085,0.0361,-1.0988,6.3049
"OID20701",0,0,3.77566607142857,0.584764947524873,3.7301,1.6775,6.3492
"OID20678",0,0,1.47285280612245,0.568110001168453,1.3557,0.3147,3.809
"OID20691",0,0,3.64131645408163,0.95459175294279,3.4587,1.483,7.5321
"OID20501",0,0,0.841061479591837,0.582616837757171,0.736,-0.4047,3.7644
"OID20679",0,0,2.7125700255102,0.59722155371496,2.6657,1.0814,4.9967
"OID20675",0,0,4.50912448979592,1.21767752806827,4.3828,1.0638,8.9535
"OID20572",0,0,2.34596198979592,0.940070431756692,2.1927,0.4797,7.5834
"OID20680",0,0,5.56475153061225,0.829504126672217,5.483,3.3394,8.5526
"OID20689",0,0,4.04980255102041,1.45986901757442,3.9648,-0.9095,8.9396
"OID20434",0,0,-0.20693112244898,0.360140871048406,-0.2089,-1.2648,3.3347
"OID20427",0,0,0.817998086734694,0.788408275610582,0.6586,-1.2132,5.1049
"OID20435",0,0,-0.0107514030612245,0.268166955959869,-0.0274,-0.8956,1.5822
"OID20693",0,0,5.20571147959184,0.859104967602766,5.1669,2.7653,8.2244
"OID20717",0,0,3.21074349489796,1.50953285982789,3.0016,0.3272,8.3264
"OID20502",0,0,0.427381887755102,0.67064618624877,0.2471,-0.6127,4.7355
"OID20762",0,0,3.3981881377551,1.00804257135802,3.3376,0.6994,10.1967
"OID20787",0,0,5.24938839285714,1.36697263237259,5.0097,2.5802,12.0433
"OID20749",0,0,4.83988469387755,1.02738092519837,4.6893,2.5396,9.6928
"OID20730",0,0,4.27936007653061,0.867176607478164,4.1076,1.8974,8.4338
"OID20760",0,0,3.04196517857143,1.63277592674941,2.9508,-0.125,8.0684
"OID20447",0,0,0.818969897959184,0.714634872099686,0.7103,-0.6749,4.7022
"OID20451",0,0,0.642766964285714,0.700475652950163,0.529,-1.6479,4.9434
"OID20629",0,0,5.96572665816327,0.694899803974859,5.8919,3.8447,8.9295
"OID20683",0,0,1.50838086734694,1.22285336311409,1.2584,-0.3554,6.4725
"OID20623",0,0,6.05573711734694,0.926514568122046,6.0453,3.4023,8.9196
"OID20710",0,0,5.10094579081633,0.767858454311145,5.0247,3.3744,8.0171
"OID20455",0,0,0.505568112244898,0.857809337196718,0.3747,-1.2493,4.7194
"OID20702",0,0,5.5896443877551,0.726159169206986,5.5268,2.8017,8.1919
"OID20699",0,0,1.59774132653061,0.535254905651776,1.5217,0.3339,4.4874
"OID20491",0,0,0.613086607142857,0.907931774045297,0.4592,-1.2527,7.3382
"OID20560",0,0,3.65383660714286,0.411203100466392,3.7047,1.1143,4.9085
"OID20531",0,0,0.982835714285714,0.647934522140041,0.8436,-0.1811,4.7939
"OID20521",0,0,0.732450765306122,0.557689533691638,0.6281,-0.5147,3.6234
"OID20443",0,0,0.280509821428571,0.459295673478518,0.263,-1.3495,3.9815
"OID20468",0,0,0.193882653061224,0.437528034648698,0.154,-0.7666,2.895
"OID20748",0,0,6.09489043367347,1.07262804595937,5.9541,3.1267,12.5691
"OID20686",0,0,3.19182487244898,0.945919010223203,2.9955,1.192,8.7005
"OID20420",0,0,0.2929375,0.38660748232068,0.2552,-0.9486,3.8205
"OID20428",0,0,0.113730739795918,0.402076581964117,0.1044,-1.1076,1.782
"OID20496",0,0,0.635458163265306,1.00152190809695,0.7139,-7.5121,3.1294
"OID20606",0,0,4.19748316326531,0.579662328156862,4.1562,2.5326,7.4262
"OID20563",0,0,5.49109298469388,2.05657051941266,5.4096,0.3951,13.1353
"OID20590",0,0,4.94595586734694,0.807273929568004,4.8384,2.5825,8.1745
"OID20494",0,0,0.879203954081633,0.84649464756111,0.8925,-2.5385,3.8387
"OID20574",0,0,4.95079043367347,1.17802644501616,4.8663,1.7568,8.9884
"OID20453",0,0,-0.15367818877551,0.475793395895007,-0.1953,-1.5143,4.3074
"OID20536",0,0,2.62596619897959,1.01668560057382,2.4941,0.0239,6.7157
"OID20688",0,0,3.24268839285714,1.37538895897133,2.9982,-0.1378,7.8681
"OID20561",0,0,1.7898068877551,1.03495883557974,1.5289,-0.1218,6.1442
"OID20684",0,0,2.95050854591837,1.40934304532404,2.707,0.1597,8.7251
"OID20505",0,0,1.72511352040816,0.933385858604585,1.5772,-0.043,5.5449
"OID20726",0,0,3.97012295918367,0.652419339413137,3.9444,1.7164,5.9617
"OID20577",0,0,2.89381568877551,1.44060928170165,2.6747,0.1921,8.0296
"OID20737",0,0,5.52538290816327,1.33537571707783,5.2189,3.112,10.8467
"OID20425",0,0,1.40038903061224,0.933698734250959,1.1771,-0.33,6.6404
"OID20709",0,0,4.42430331632653,0.850181957093767,4.3266,2.6643,6.7623
"OID20705",0,0,4.80295982142857,0.39979549626105,4.7858,3.4118,6.7515
"OID20692",0,0,4.50759783163265,0.566673403640721,4.5182,2.9203,6.6394
"OID20424",0,0,1.05216007653061,0.778588379734745,0.9325,-0.4417,4.3453
"OID20761",0,0,3.47219885204082,1.65272939924777,3.4134,0.4977,9.2183
"OID20602",0,0,1.58831198979592,0.778051540764457,1.5892,-1.3954,4.4314
"OID20544",0,0,4.69720191326531,1.59335652274246,4.7197,1.7162,9.1881
"OID20725",0,0,3.79211913265306,0.823291535254508,3.7664,1.7429,6.705
"OID20582",0,0,1.77986517857143,1.37830128381451,1.6435,-0.6412,6.6296
"OID20677",0,0,3.51104846938776,0.861796551478766,3.5029,0.866,6.124
"OID20568",0,0,2.40985102040816,1.17696241446209,2.1225,0.4033,8.3473
"OID20550",0,0,0.474929336734694,0.496801048504033,0.3849,-0.3139,5.7537
"OID20634",0,0,-0.758179591836735,0.54707966979245,-0.8273,-2.1094,2.0056
"OID20547",0,0,1.56590803571429,0.704657896579953,1.5367,-0.7673,5.5283
"OID20647",0,0,4.89735420918367,1.11485146377952,4.7075,2.4374,10.2733
"OID20653",0,0,5.1322512755102,0.96703297844656,5.0763,2.6843,8.0592
"OID20575",0,0,1.83364693877551,0.619933815394469,1.7437,0.3564,4.1983
"OID20504",0,0,1.83516224489796,0.596875191844278,1.7715,0.0658,5.7946
"OID20628",0,0,3.42535369897959,0.560753453961132,3.3608,2.1341,6.5176
"OID20591",0,0,1.96135255102041,0.510112390434412,1.9083,0.6411,4.5347
"OID20620",0,0,5.21541007653061,0.958753457689416,5.103,2.9872,8.9477
"OID20514",0,0,0.794575892857143,0.592936813384989,0.6955,-0.4712,6.291
"OID20454",0,0,0.0972158163265306,0.702678531205385,-0.053,-0.8599,6.0168
"OID20583",0,0,1.31635331632653,1.05711828797834,1.0223,-0.8227,5.5325
"OID20738",0,0,5.34793048469388,1.12749110223594,5.1243,2.604,9.2124
"OID20586",0,0,2.28016466836735,0.522979701873105,2.2695,0.6669,4.2383
"OID20719",0,0,4.77288380102041,0.693014378931059,4.7514,2.6529,7.5812
"OID20750",0,0,6.28666071428571,0.80765520260585,6.2256,4.1079,9.7652
"OID20493",0,0,1.67256772959184,0.728246941327211,1.583,-0.109,5.2449
"OID20432",0,0,-1.42971900510204,0.35155417693303,-1.4722,-2.4124,1.2111
"OID20735",0,0,6.50612793367347,0.832763434951917,6.4352,4.5359,10.3897
"OID20487",0,0,2.94162678571429,0.634718927624606,2.9384,0.7806,5.9546
"OID20570",0,0,5.63707142857143,0.971216521572416,5.7408,2.3145,8.1391
"OID20736",0,0,1.93194107142857,0.456987180552863,1.919,-0.5461,3.5348
"OID20780",0,0,6.18073405612245,0.86393758015375,6.1262,4.048,8.4943
"OID20530",0,0,3.15075280612245,0.725161377815048,3.0695,1.4629,6.9069
"OID20532",0,0,0.910779719387755,0.552481726733916,0.7825,-0.0913,3.8109
"OID20599",0,0,3.33498316326531,0.732860479751294,3.3306,0.3219,6.1376
"OID20553",0,0,2.98721007653061,1.31948161394569,2.7841,0.2357,8.4298
"OID20611",0,0,6.82846556122449,0.65571330936185,6.8328,4.9014,8.714
"OID20775",0,0,4.72559579081633,3.03497904320438,5.7383,-1.8294,11.6249
"OID20607",0,0,4.23255892857143,0.592339585235454,4.2067,2.4611,6.3741
"OID20645",0,0,5.51933137755102,0.638003637222156,5.4435,4.1493,9.2791
"OID20747",0,0,4.62756721938776,0.671372462331404,4.6115,1.3508,6.8774
"OID20633",0,0,3.09200433673469,0.76602291649081,2.9809,1.6299,7.2215
"OID20631",0,0,6.47739413265306,1.2141724838665,6.4304,2.6106,11.2612
"OID20785",0,0,5.60924030612245,0.621950809352772,5.5446,4.0642,7.9814
"OID20581",0,0,1.33681632653061,0.771040016728016,1.2949,-0.7331,3.8352
"OID20485",0,0,2.18184642857143,0.978897221249562,2.0193,-0.2256,6.4112
"OID20483",0,0,0.940594005102041,1.17517030416134,0.8393,-1.4755,4.884
"OID20595",0,0,4.42720676020408,0.518161135647733,4.4113,2.675,7.1175
"OID20527",0,0,0.515123724489796,0.654438065114773,0.3598,-0.6824,4.7207
"OID20782",0,0,4.47815012755102,0.990911582272852,4.2907,2.4605,7.7664
"OID20694",0,0,5.63273609693878,0.79186382732924,5.5786,2.9632,9.3272
"OID20519",0,0,3.02598533163265,1.48467559544346,2.9796,0.1391,8.5104
"OID20696",0,0,3.48129948979592,0.630514458315853,3.4254,1.4382,5.4578
"OID20605",0,0,3.70771364795918,0.851091454779347,3.606,1.7777,8.1077
"OID20600",0,0,3.11975038265306,0.881835393353249,2.9901,1.1806,6.4611
"OID20597",0,0,2.66469770408163,1.08096128715926,2.4875,0.0956,7.3208
"OID20655",0,0,6.61754336734694,0.924321583107361,6.5915,3.8662,9.6191
"OID20542",0,0,1.64328482142857,0.644109339842432,1.5762,0.0691,4.9038
"OID20672",0,0,10.5235834183673,1.59428213442402,10.5812,5.5497,14.4781
"OID20648",0,0,3.88230982142857,1.12967011653946,3.7748,1.2265,7.8646
"OID20608",0,0,1.22464145408163,0.616751327793916,1.1848,-0.853,4.5636
"OID20784",0,0,6.06430012755102,1.07088416459702,5.9239,3.54,11.0697
"OID20546",0,0,1.90184553571429,1.12764256869749,1.7638,-0.9715,9.2828
"OID20727",0,0,3.42901862244898,0.848940492229136,3.3559,0.9761,6.7754
"OID20467",0,0,0.80853137755102,0.891794723950267,0.6016,-0.8239,4.9316
"OID20573",0,0,2.11620433673469,0.602290658570551,2.0567,0.3209,4.8234
"OID20438",0,0,1.91831645408163,0.582361151499799,1.8443,0.6881,4.5156
"OID20769",0,0,4.53963801020408,0.60547641960395,4.4983,2.9052,6.9779
"OID20430",0,0,-0.0888077806122449,0.52512010777483,-0.1403,-1.2673,4.1628
"OID20456",0,0,0.531063265306122,0.793295522427166,0.4063,-1.2664,5.0282
"OID20489",0,0,2.12806173469388,0.83109844784033,2.0991,-0.5501,5.6075
"OID20723",0,0,5.37946390306122,1.23380364767129,5.3218,2.2881,9.9372
"OID20665",0,0,5.01131339285714,0.59252022731894,5.0109,3.2198,7.7166
"OID20638",0,0,6.16876288265306,0.927737237724341,6.2273,2.9738,8.8963
"OID20729",0,0,2.79243698979592,1.73464628723635,2.6342,0.036,8.6856
"OID20637",0,0,5.40080637755102,0.674471090551646,5.3931,1.642,7.566
"OID20766",0,0,5.61506237244898,0.907978712582611,5.4731,2.7742,9.2913
"OID20470",0,0,-0.495593239795918,0.36999636450903,-0.5158,-1.5244,1.713
"OID20566",0,0,1.47764426020408,0.726759687738528,1.3592,-0.7728,4.8845
"OID20492",0,0,0.881307015306122,0.563221195657691,0.8152,-0.6535,3.5708
"OID20743",0,0,3.36457691326531,0.970669290034328,3.2819,1.043,7.5867
"OID20444",0,0,0.224870280612245,0.463802855156712,0.171,-0.9156,2.6563
"OID20564",0,0,2.51582091836735,0.641616883650686,2.4742,0.857,6.2427
"OID20783",0,0,6.90132882653061,1.01873113001416,6.7003,4.636,11.2122
"OID20772",0,0,5.41667551020408,1.43470584484715,5.3647,1.8084,10.09
"OID20473",0,0,2.06268801020408,0.713075545183194,1.9542,0.3125,6.4207
"OID20437",0,0,1.46621147959184,0.228274949430006,1.4743,0.6568,2.3964
"OID20716",0,0,5.24848724489796,0.478722777867426,5.1849,4.0508,7.788
"OID20708",0,0,1.80940663265306,1.0535824858136,1.5337,-0.2415,7.0531
"OID20728",0,0,5.24838596938775,0.599768120759188,5.2071,3.284,7.7985
"OID20617",0,0,5.72649604591837,0.987655634875114,5.6263,3.2804,9.5566
"OID20476",0,0,0.764488647959184,0.754283418391584,0.6773,-1.5452,7.7827
"OID20644",0,0,2.85580803571429,1.3069163451441,2.7491,-0.9478,6.803
"OID20770",0,0,5.64312602040816,0.831655644802297,5.5829,3.5852,9.1973
"OID20779",0,0,4.35239170918367,1.98671923914603,4.5937,0.0164,8.2502
"OID20588",0,0,3.04608494897959,1.38473137147236,2.8572,0.1086,8.7189
"OID20756",0,0,5.49399005102041,1.14842222925933,5.3172,3.1751,9.665
"OID20596",0,0,2.91586556122449,1.59072643520515,2.7086,-0.4637,7.9888
"OID20650",0,0,7.78488558673469,1.00403259545167,7.6707,5.5145,10.7266
"OID20539",0,0,-0.122572576530612,0.412517312706694,-0.1344,-0.9307,5.4106
"OID20754",0,0,4.00613737244898,0.718719219190962,3.94,1.9763,7.0731
"OID20642",0,0,4.16636364795918,1.03435491377724,4.147,0.5213,7.1546
"OID20578",0,0,3.04101875,0.597627776634698,3.0322,0.6896,5.1161
"OID20661",0,0,4.24364655612245,0.781862725447417,4.2032,1.4387,8.7127
"OID20497",0,0,1.99057015306122,0.737216605725081,1.9268,0.201,5.5126
"OID20555",0,0,0.814816581632653,0.650157626397443,0.6602,-0.301,5.0572
"OID20446",0,0,0.417793494897959,0.493527976535291,0.3402,-0.7483,4.1436
"OID20669",0,0,6.90522602040816,0.960299131842309,6.8495,4.2876,11.2877
"OID20579",0,0,2.98191632653061,1.67367495807921,2.9655,-0.4684,8.1562
"OID20731",0,0,6.46822053571429,0.900198175995493,6.4407,3.6473,9.3737
"OID20466",0,0,0.198627423469388,0.357941609178932,0.2125,-1.0232,2.4713
"OID20700",0,0,2.63309591836735,1.35274932668687,2.5327,-0.9058,7.6249
"OID20721",0,0,6.90605140306122,0.836625019569506,6.8635,4.6782,10.4278
"OID20635",0,0,5.6152200255102,1.16657130344548,5.3447,2.947,10.5757
"OID20746",0,0,4.76850395408163,0.608145309669263,4.6414,3.4373,7.5495
"OID20445",0,0,1.2741237244898,0.852473708945218,1.1536,-0.463,4.6971
"OID20622",0,0,5.01106109693878,0.907370373590804,5.0152,2.5859,7.4869
"OID20613",0,0,6.06620956632653,0.788801197348066,6.0022,2.7954,9.4198
"OID20462",0,0,2.03001964285714,0.637449692600963,2.0169,0.3998,5.8227
"OID20557",0,0,1.79903852040816,0.760704343643215,1.7163,-0.0239,4.5086
"OID20464",0,0,1.57200522959184,0.633423221135372,1.5524,-1.0627,3.8066
"OID20618",0,0,-0.918647321428571,0.379048203841844,-0.967,-1.9847,1.9622
"OID20649",0,0,3.67574489795918,0.634111174224692,3.6369,1.8053,7.103
"OID20528",0,0,0.851213775510204,0.46788481380851,0.7587,0.0119,4.712
"OID20459",0,0,2.15573227040816,1.02578646180774,2.0159,-0.3158,6.7837
"OID20609",0,0,4.29241517857143,1.1475883485659,4.1086,1.4473,9.0022
"OID20673",0,0,6.67472971938775,0.865949259584911,6.4713,5.1909,10.2616
"OID20624",0,0,5.54834260204082,0.697727614094572,5.4617,3.8955,9.6496
"OID20604",0,0,6.41282295918367,1.00602101164472,6.4525,3.3917,12.2837
"OID20768",0,0,7.6752943877551,0.907857153328478,7.4927,5.6851,11.1397
"OID20525",0,0,0.762179464285714,0.745197697820521,0.6186,-0.6701,4.5873
"OID20757",0,0,6.12680369897959,0.54854790772951,6.1028,4.6466,8.4357
"OID20594",0,0,4.73866658163265,1.99849510441122,4.8906,0.9799,9.5476
"OID20776",0,0,6.11921364795918,0.630508558490255,6.0971,3.9734,8.6475
"OID20674",0,0,5.84944017857143,1.00275460790951,5.7622,3.115,9.1463
"OID20706",0,0,3.38787920918367,0.687162656333564,3.2688,1.9466,7.2755
