"Assay","Missing_N","Missing_Percent","Mean","SD","Median","Min","Max"
"OID20289",0,0,2.30226964285714,1.16862901555053,2.0992,-0.1808,7.5633
"OID20199",0,0,1.80696696428571,0.674938767114652,1.7281,-0.0538,5.3231
"OID20340",0,0,1.65805510204082,0.874793301081082,1.599,-0.8118,6.6713
"OID20231",0,0,3.2011362244898,0.71156667711366,3.0777,1.3959,5.8086
"OID20211",0,0,1.88442844387755,0.724665865712865,1.8311,0.101,4.4918
"OID20208",0,0,3.96719017857143,0.726711534568961,3.8885,2.1787,7.3991
"OID20219",0,0,1.4890049744898,1.81255099446848,0.8019,-0.9011,8.0797
"OID20166",0,0,4.66258545918367,1.63367931012948,4.4914,0.505,12.407
"OID20200",0,0,2.89810637755102,1.34421605000967,2.6866,-0.1723,11.6343
"OID20262",0,0,3.84684987244898,0.53786911025834,3.778,2.4592,6.0056
"OID20259",0,0,1.97791479591837,0.953345291225521,1.7662,-0.8155,7.2792
"OID20320",0,0,3.35778354591837,0.725124356831764,3.4137,0.0192,5.8855
"OID20270",0,0,1.7368806122449,0.697391638685127,1.6249,0.0951,5.0069
"OID20280",0,0,6.03658494897959,1.25944295994369,5.919,0.1308,11.1766
"OID20222",0,0,6.26809693877551,0.937175231547778,6.1235,4.1974,10.134
"OID20335",0,0,0.500397066326531,0.364541962860445,0.4094,-0.1884,2.2343
"OID20224",0,0,0.739262244897959,0.58440285576988,0.6505,-0.6498,3.5512
"OID20322",0,0,8.91572091836735,1.34304434308986,8.6838,6.0678,12.1292
"OID20189",0,0,2.87569885204082,0.552821923444454,2.8095,1.6004,5.7355
"OID20232",0,0,4.28066224489796,0.933830949134391,4.2369,1.6082,8.7182
"OID20188",0,0,4.75635038265306,0.861895156599966,4.686,2.5041,7.3767
"OID20163",0,0,2.43958533163265,0.590099513309678,2.4835,-0.8908,4.5534
"OID20051",0,0,0.82198762755102,0.515372231324028,0.728,-0.4546,5.0861
