"Patient_Timepoint","Median_Correlation","Mean_Correlation","PCA_Mahalanobis_Distance"
"289_D3",0.693383984552865,0.678297897325443,11.0103292113032
"285_D7",0.693447949654669,0.667624077368782,2.5550223400207
"385_D0",0.693450906253062,0.693655100786836,1.77869548148235
"279_D0",0.693484589086373,0.672191711494922,6.31830909659872
"382_D7",0.693820236275767,0.668428126040533,2.85043574509104
"222_D3",0.693828482162432,0.666590552276008,2.87535549036952
"296_D0",0.693910187594184,0.687026029853953,2.51436088000935
"295_D7",0.693994138782362,0.690328770328756,5.74992097875296
"344_D0",0.694141176962213,0.688574274417275,3.96107516143515
"95_D0",0.694164356490635,0.672118088411836,4.60938889301928
"293_D0",0.694208058482012,0.693338892058883,1.77366159940451
"267_D7",0.694387700411407,0.692003365582924,4.7388639826312
"48_D0",0.694431126476116,0.664389815768423,6.13789692673841
"205_D0",0.694715303010567,0.689586642251117,2.87820423350063
"92_D7",0.694858536465929,0.691840899917684,5.08276369940682
"245_D0",0.695040926538881,0.677329815292781,4.78318300040146
"39_DE",0.695154976485791,0.688372207012642,4.98719431297743
"264_D7",0.695366995366604,0.685041126425412,6.3596465549235
"374_D0",0.695618673427368,0.680049828084719,7.2681686160151
"291_D0",0.695703131421576,0.68201858673755,8.61527084874187
"22_D0",0.695840180203542,0.688253447781711,3.10708496858174
"208_D7",0.695868362833969,0.684050942417045,3.41618281150739
"319_D0",0.696091877069792,0.679292842500772,4.42577366351248
"153_D0",0.696154035926148,0.674554125302829,4.96177228762414
"143_DE",0.696177292881425,0.667551365810484,7.94500067386196
"169_D3",0.696407811155053,0.686522570008697,3.14589675446586
"286_D0",0.696493878825576,0.670316475168253,4.55154359418058
"6_D0",0.696551697866804,0.692137566512355,2.61526458636256
"211_D7",0.696689297702211,0.686380857688684,3.19458823330335
"182_D7",0.696883794070763,0.684552589975796,1.66813576893798
"319_D7",0.696902956934696,0.688456907806597,2.644584180237
"233_D0",0.697094661009177,0.672849765823607,4.58677922803393
"153_D3",0.697271562940976,0.672793229900312,9.61604149554263
"366_D3",0.697281137156675,0.667639598338641,4.87244431124151
"24_D0",0.697347791213324,0.688275298547822,1.92434216296034
"199_D0",0.697470688093906,0.68391639782984,5.87129042001043
"124_D0",0.697638894025962,0.686889666316402,3.36809253096552
"135_D3",0.697674566327485,0.693056966733243,5.30355833140519
"39_D7",0.697855178596299,0.692584576328683,3.34040389669218
"289_D0",0.698510729421944,0.68689055888037,6.94994663111756
"86_D0",0.698514160912976,0.686789857573786,3.25378306802374
"330_D3",0.698658757283382,0.689049482572201,3.27765307198155
"197_D7",0.698761937418357,0.691699764607058,4.03765062800387
"127_D0",0.698768423138183,0.682977926070878,4.72113743051145
"233_D3",0.699230123926132,0.695825960871021,3.41525697094532
"38_D3",0.699264035284458,0.696399857811226,1.87733073912947
"45_D3",0.69931563373015,0.68853597280763,7.3065674301151
"222_D0",0.699487042421394,0.689996356418809,5.87080156019273
"277_D0",0.699529772718307,0.693122690418926,3.82680447279092
"348_D3",0.700034102723192,0.693665186312626,4.44676941575349
"166_D7",0.700186063139455,0.690967490432633,1.94325613129696
"40_D3",0.70030268893163,0.688941362248052,9.35076577157987
"12_DE",0.700408009159664,0.695608121378965,1.91439990791681
"172_D7",0.700439610218873,0.667005732722593,4.08650311686666
"123_D0",0.700627961181171,0.680840261690121,5.84910158467872
"80_D0",0.700851366233784,0.678484165021976,4.68516468338016
"323_D0",0.701410137859446,0.681592576525917,3.70018018284605
"118_D0",0.701519625325573,0.692241932878506,5.67185244638624
"366_D0",0.701578491273345,0.686950229509666,2.43512576382249
